Czas(s),PPG_Surowe(ADC)
20.924,-19790
20.928,-19790
20.932,-19790
20.936,-19790
20.940,-19790
20.944,-19790
20.948,-19790
20.952,-19790
20.956,-19790
20.960,-19797
20.964,-19797
20.968,-19797
20.972,-19797
20.976,-19797
20.980,-19797
20.984,-19797
20.988,-19797
20.992,-19797
20.996,-19797
21.000,-19801
21.004,-19801
21.008,-19801
21.012,-19801
21.016,-19801
21.020,-19801
21.024,-19801
21.028,-19801
21.032,-19801
21.036,-19801
21.040,-19805
21.044,-19805
21.048,-19805
21.052,-19805
21.056,-19805
21.060,-19805
21.064,-19805
21.068,-19805
21.072,-19805
21.076,-19805
21.080,-19816
21.084,-19816
21.088,-19816
21.092,-19816
21.096,-19816
21.100,-19816
21.104,-19816
21.108,-19816
21.112,-19816
21.116,-19816
21.120,-19812
21.124,-19812
21.128,-19812
21.132,-19812
21.136,-19812
21.140,-19812
21.144,-19812
21.148,-19812
21.152,-19812
21.156,-19843
21.160,-19843
21.164,-19843
21.168,-19843
21.172,-19843
21.176,-19843
21.180,-19843
21.184,-19843
21.188,-19843
21.192,-19843
21.196,-19844
21.200,-19844
21.204,-19844
21.208,-19844
21.212,-19844
21.216,-19844
21.220,-19844
21.224,-19844
21.228,-19844
21.232,-19855
21.236,-19855
21.240,-19855
21.244,-19855
21.248,-19855
21.252,-19855
21.256,-19855
21.260,-19855
21.264,-19855
21.268,-19855
21.272,-19855
21.276,-19855
21.280,-19855
21.284,-19855
21.288,-19855
21.292,-19855
21.296,-19855
21.300,-19855
21.304,-19855
21.308,-19827
21.312,-19827
21.316,-19827
21.320,-19827
21.324,-19827
21.328,-19827
21.332,-19827
21.336,-19827
21.340,-19827
21.344,-19827
21.348,-19822
21.352,-19822
21.356,-19822
21.360,-19822
21.364,-19822
21.368,-19822
21.372,-19822
21.376,-19822
21.380,-19822
21.384,-19841
21.388,-19841
21.392,-19841
21.396,-19841
21.400,-19841
21.404,-19841
21.408,-19841
21.412,-19841
21.416,-19841
21.420,-19841
21.424,-19834
21.428,-19834
21.432,-19834
21.436,-19834
21.440,-19834
21.444,-19834
21.448,-19834
21.452,-19834
21.456,-19834
21.460,-19822
21.464,-19822
21.468,-19822
21.472,-19822
21.476,-19822
21.480,-19822
21.484,-19822
21.488,-19822
21.492,-19822
21.496,-19822
21.500,-19815
21.504,-19815
21.508,-19815
21.512,-19815
21.516,-19815
21.520,-19815
21.524,-19815
21.528,-19815
21.532,-19815
21.536,-19805
21.540,-19805
21.544,-19805
21.548,-19805
21.552,-19805
21.556,-19805
21.560,-19805
21.564,-19805
21.568,-19805
21.572,-19805
21.576,-19745
21.580,-19745
21.584,-19745
21.588,-19745
21.592,-19745
21.596,-19745
21.600,-19745
21.604,-19745
21.608,-19745
21.612,-19727
21.616,-19727
21.620,-19727
21.624,-19727
21.628,-19727
21.632,-19727
21.636,-19727
21.640,-19727
21.644,-19727
21.648,-19727
21.652,-19738
21.656,-19738
21.660,-19738
21.664,-19738
21.668,-19738
21.672,-19738
21.676,-19738
21.680,-19738
21.684,-19738
21.688,-19712
21.692,-19712
21.696,-19712
21.700,-19712
21.704,-19712
21.708,-19712
21.712,-19712
21.716,-19712
21.720,-19712
21.724,-19712
21.728,-19716
21.732,-19716
21.736,-19716
21.740,-19716
21.744,-19716
21.748,-19716
21.752,-19716
21.756,-19716
21.760,-19716
21.764,-19670
21.768,-19670
21.772,-19670
21.776,-19670
21.780,-19670
21.784,-19670
21.788,-19670
21.792,-19670
21.796,-19670
21.800,-19670
21.804,-19688
21.808,-19688
21.812,-19688
21.816,-19688
21.820,-19688
21.824,-19688
21.828,-19688
21.832,-19688
21.836,-19688
21.840,-19681
21.844,-19681
21.848,-19681
21.852,-19681
21.856,-19681
21.860,-19681
21.864,-19681
21.868,-19681
21.872,-19681
21.876,-19681
21.880,-19692
21.884,-19692
21.888,-19692
21.892,-19692
21.896,-19692
21.900,-19692
21.904,-19692
21.908,-19692
21.912,-19692
21.916,-19692
21.920,-19687
21.924,-19687
21.928,-19687
21.932,-19687
21.936,-19687
21.940,-19687
21.944,-19687
21.948,-19687
21.952,-19687
21.956,-19694
21.960,-19694
21.964,-19694
21.968,-19694
21.972,-19694
21.976,-19694
21.980,-19694
21.984,-19694
21.988,-19694
21.992,-19694
21.996,-19704
22.000,-19704
22.004,-19704
22.008,-19704
22.012,-19704
22.016,-19704
22.020,-19704
22.024,-19704
22.028,-19704
22.032,-19682
22.036,-19682
22.040,-19682
22.044,-19682
22.048,-19682
22.052,-19682
22.056,-19682
22.060,-19682
22.064,-19682
22.068,-19682
22.072,-19638
22.076,-19638
22.080,-19638
22.084,-19638
22.088,-19638
22.092,-19638
22.096,-19638
22.100,-19638
22.104,-19638
22.108,-19638
22.112,-19617
22.116,-19617
22.120,-19617
22.124,-19617
22.128,-19617
22.132,-19617
22.136,-19617
22.140,-19617
22.144,-19617
22.148,-19617
22.152,-19617
22.156,-19617
22.160,-19617
22.164,-19617
22.168,-19617
22.172,-19617
22.176,-19617
22.180,-19617
22.184,-19617
22.188,-19661
22.192,-19661
22.196,-19661
22.200,-19661
22.204,-19661
22.208,-19661
22.212,-19661
22.216,-19661
22.220,-19661
22.224,-19661
22.228,-19614
22.232,-19614
22.236,-19614
22.240,-19614
22.244,-19614
22.248,-19614
22.252,-19614
22.256,-19614
22.260,-19614
22.264,-19614
22.268,-19614
22.272,-19614
22.276,-19614
22.280,-19614
22.284,-19614
22.288,-19614
22.292,-19614
22.296,-19614
22.300,-19614
22.304,-19578
22.308,-19578
22.312,-19578
22.316,-19578
22.320,-19578
22.324,-19578
22.328,-19578
22.332,-19578
22.336,-19578
22.340,-19573
22.344,-19573
22.348,-19573
22.352,-19573
22.356,-19573
22.360,-19573
22.364,-19573
22.368,-19573
22.372,-19573
22.376,-19573
22.380,-19534
22.384,-19534
22.388,-19534
22.392,-19534
22.396,-19534
22.400,-19534
22.404,-19534
22.408,-19534
22.412,-19534
22.416,-19513
22.420,-19513
22.424,-19513
22.428,-19513
22.432,-19513
22.436,-19513
22.440,-19513
22.444,-19513
22.448,-19513
22.452,-19513
22.456,-19486
22.460,-19486
22.464,-19486
22.468,-19486
22.472,-19486
22.476,-19486
22.480,-19486
22.484,-19486
22.488,-19486
22.492,-19498
22.496,-19498
22.500,-19498
22.504,-19498
22.508,-19498
22.512,-19498
22.516,-19498
22.520,-19498
22.524,-19498
22.528,-19498
22.532,-19490
22.536,-19490
22.540,-19490
22.544,-19490
22.548,-19490
22.552,-19490
22.556,-19490
22.560,-19490
22.564,-19490
22.568,-19500
22.572,-19500
22.576,-19500
22.580,-19500
22.584,-19500
22.588,-19500
22.592,-19500
22.596,-19500
22.600,-19500
22.604,-19500
22.608,-19493
22.612,-19493
22.616,-19493
22.620,-19493
22.624,-19493
22.628,-19493
22.632,-19493
22.636,-19493
22.640,-19493
22.644,-19470
22.648,-19470
22.652,-19470
22.656,-19470
22.660,-19470
22.664,-19470
22.668,-19470
22.672,-19470
22.676,-19470
22.680,-19431
22.684,-19431
22.688,-19431
22.692,-19431
22.696,-19431
22.700,-19431
22.704,-19431
22.708,-19431
22.712,-19431
22.716,-19431
22.720,-19405
22.724,-19405
22.728,-19405
22.732,-19405
22.736,-19405
22.740,-19405
22.744,-19405
22.748,-19405
22.752,-19405
22.756,-19383
22.760,-19383
22.764,-19383
22.768,-19383
22.772,-19383
22.776,-19383
22.780,-19383
22.784,-19383
22.788,-19383
22.792,-19383
22.796,-19370
22.800,-19370
22.804,-19370
22.808,-19370
22.812,-19370
22.816,-19370
22.820,-19370
22.824,-19370
22.828,-19370
22.832,-19364
22.836,-19364
22.840,-19364
22.844,-19364
22.848,-19364
22.852,-19364
22.856,-19364
22.860,-19364
22.864,-19364
22.868,-19364
22.872,-19359
22.876,-19359
22.880,-19359
22.884,-19359
22.888,-19359
22.892,-19359
22.896,-19359
22.900,-19359
22.904,-19359
22.908,-19371
22.912,-19371
22.916,-19371
22.920,-19371
22.924,-19371
22.928,-19371
22.932,-19371
22.936,-19371
22.940,-19371
22.944,-19371
22.948,-19333
22.952,-19333
22.956,-19333
22.960,-19333
22.964,-19333
22.968,-19333
22.972,-19333
22.976,-19333
22.980,-19333
22.984,-19354
22.988,-19354
22.992,-19354
22.996,-19354
23.000,-19354
23.004,-19354
23.008,-19354
23.012,-19354
23.016,-19354
23.020,-19354
23.024,-19289
23.028,-19289
23.032,-19289
23.036,-19289
23.040,-19289
23.044,-19289
23.048,-19289
23.052,-19289
23.056,-19289
23.060,-19272
23.064,-19272
23.068,-19272
23.072,-19272
23.076,-19272
23.080,-19272
23.084,-19272
23.088,-19272
23.092,-19272
23.096,-19272
23.100,-19211
23.104,-19211
23.108,-19211
23.112,-19211
23.116,-19211
23.120,-19211
23.124,-19211
23.128,-19211
23.132,-19211
23.136,-19202
23.140,-19202
23.144,-19202
23.148,-19202
23.152,-19202
23.156,-19202
23.160,-19202
23.164,-19202
23.168,-19202
23.172,-19202
23.176,-19202
23.180,-19165
23.184,-19165
23.188,-19165
23.192,-19165
23.196,-19165
23.200,-19165
23.204,-19165
23.208,-19165
23.212,-19165
23.216,-19197
23.220,-19197
23.224,-19197
23.228,-19197
23.232,-19197
23.236,-19197
23.240,-19197
23.244,-19197
23.248,-19197
23.252,-19197
23.256,-19209
23.260,-19209
23.264,-19209
23.268,-19209
23.272,-19209
23.276,-19209
23.280,-19209
23.284,-19209
23.288,-19209
23.292,-19253
23.296,-19253
23.300,-19253
23.304,-19253
23.308,-19253
23.312,-19253
23.316,-19253
23.320,-19253
23.324,-19253
23.328,-19253
23.332,-19262
23.336,-19262
23.340,-19262
23.344,-19262
23.348,-19262
23.352,-19262
23.356,-19262
23.360,-19262
23.364,-19262
23.368,-19296
23.372,-19296
23.376,-19296
23.380,-19296
23.384,-19296
23.388,-19296
23.392,-19296
23.396,-19296
23.400,-19296
23.404,-19296
23.408,-19339
23.412,-19339
23.416,-19339
23.420,-19339
23.424,-19339
23.428,-19339
23.432,-19339
23.436,-19339
23.440,-19339
23.444,-19381
23.448,-19381
23.452,-19381
23.456,-19381
23.460,-19381
23.464,-19381
23.468,-19381
23.472,-19381
23.476,-19381
23.480,-19381
23.484,-19439
23.488,-19439
23.492,-19439
23.496,-19439
23.500,-19439
23.504,-19439
23.508,-19439
23.512,-19439
23.516,-19439
23.520,-19493
23.524,-19493
23.528,-19493
23.532,-19493
23.536,-19493
23.540,-19493
23.544,-19493
23.548,-19493
23.552,-19493
23.556,-19493
23.560,-19553
23.564,-19553
23.568,-19553
23.572,-19553
23.576,-19553
23.580,-19553
23.584,-19553
23.588,-19553
23.592,-19553
23.596,-19553
23.600,-19626
23.604,-19626
23.608,-19626
23.612,-19626
23.616,-19626
23.620,-19626
23.624,-19626
23.628,-19626
23.632,-19626
23.636,-19605
23.640,-19605
23.644,-19605
23.648,-19605
23.652,-19605
23.656,-19605
23.660,-19605
23.664,-19605
23.668,-19605
23.672,-19605
23.676,-19619
23.680,-19619
23.684,-19619
23.688,-19619
23.692,-19619
23.696,-19619
23.700,-19619
23.704,-19619
23.708,-19619
23.712,-19651
23.716,-19651
23.720,-19651
23.724,-19651
23.728,-19651
23.732,-19651
23.736,-19651
23.740,-19651
23.744,-19651
23.748,-19651
23.752,-19616
23.756,-19616
23.760,-19616
23.764,-19616
23.768,-19616
23.772,-19616
23.776,-19616
23.780,-19616
23.784,-19616
23.788,-19607
23.792,-19607
23.796,-19607
23.800,-19607
23.804,-19607
23.808,-19607
23.812,-19607
23.816,-19607
23.820,-19607
23.824,-19607
23.828,-19611
23.832,-19611
23.836,-19611
23.840,-19611
23.844,-19611
23.848,-19611
23.852,-19611
23.856,-19611
23.860,-19611
23.864,-19643
23.868,-19643
23.872,-19643
23.876,-19643
23.880,-19643
23.884,-19643
23.888,-19643
23.892,-19643
23.896,-19643
23.900,-19643
23.904,-19658
23.908,-19658
23.912,-19658
23.916,-19658
23.920,-19658
23.924,-19658
23.928,-19658
23.932,-19658
23.936,-19658
23.940,-19670
23.944,-19670
23.948,-19670
23.952,-19670
23.956,-19670
23.960,-19670
23.964,-19670
23.968,-19670
23.972,-19670
23.976,-19670
23.980,-19682
23.984,-19682
23.988,-19682
23.992,-19682
23.996,-19682
24.000,-19682
24.004,-19682
24.008,-19682
24.012,-19682
24.016,-19666
24.020,-19666
24.024,-19666
24.028,-19666
24.032,-19666
24.036,-19666
24.040,-19666
24.044,-19666
24.048,-19666
24.052,-19666
24.056,-19695
24.060,-19695
24.064,-19695
24.068,-19695
24.072,-19695
24.076,-19695
24.080,-19695
24.084,-19695
24.088,-19695
24.092,-19709
24.096,-19709
24.100,-19709
24.104,-19709
24.108,-19709
24.112,-19709
24.116,-19709
24.120,-19709
24.124,-19709
24.128,-19709
24.132,-19783
24.136,-19783
24.140,-19783
24.144,-19783
24.148,-19783
24.152,-19783
24.156,-19783
24.160,-19783
24.164,-19783
24.168,-19780
24.172,-19780
24.176,-19780
24.180,-19780
24.184,-19780
24.188,-19780
24.192,-19780
24.196,-19780
24.200,-19780
24.204,-19780
24.208,-19795
24.212,-19795
24.216,-19795
24.220,-19795
24.224,-19795
24.228,-19795
24.232,-19795
24.236,-19795
24.240,-19795
24.244,-19795
24.248,-19772
24.252,-19772
24.256,-19772
24.260,-19772
24.264,-19772
24.268,-19772
24.272,-19772
24.276,-19772
24.280,-19772
24.284,-19772
24.288,-19757
24.292,-19757
24.296,-19757
24.300,-19757
24.304,-19757
24.308,-19757
24.312,-19757
24.316,-19757
24.320,-19714
24.324,-19714
24.328,-19714
24.332,-19714
24.336,-19714
24.340,-19714
24.344,-19714
24.348,-19714
24.352,-19714
24.356,-19714
24.360,-19714
24.364,-19680
24.368,-19680
24.372,-19680
24.376,-19680
24.380,-19680
24.384,-19680
24.388,-19680
24.392,-19680
24.396,-19680
24.400,-19660
24.404,-19660
24.408,-19660
24.412,-19660
24.416,-19660
24.420,-19660
24.424,-19660
24.428,-19660
24.432,-19660
24.436,-19660
24.440,-19652
24.444,-19652
24.448,-19652
24.452,-19652
24.456,-19652
24.460,-19652
24.464,-19652
24.468,-19652
24.472,-19652
24.476,-19652
24.480,-19665
24.484,-19665
24.488,-19665
24.492,-19665
24.496,-19665
24.500,-19665
24.504,-19665
24.508,-19665
24.512,-19665
24.516,-19636
24.520,-19636
24.524,-19636
24.528,-19636
24.532,-19636
24.536,-19636
24.540,-19636
24.544,-19636
24.548,-19636
24.552,-19636
24.556,-19599
24.560,-19599
24.564,-19599
24.568,-19599
24.572,-19599
24.576,-19599
24.580,-19599
24.584,-19599
24.588,-19599
24.592,-19560
24.596,-19560
24.600,-19560
24.604,-19560
24.608,-19560
24.612,-19560
24.616,-19560
24.620,-19560
24.624,-19560
24.628,-19560
24.632,-19522
24.636,-19522
24.640,-19522
24.644,-19522
24.648,-19522
24.652,-19522
24.656,-19522
24.660,-19522
24.664,-19522
24.668,-19513
24.672,-19513
24.676,-19513
24.680,-19513
24.684,-19513
24.688,-19513
24.692,-19513
24.696,-19513
24.700,-19513
24.704,-19513
24.708,-19488
24.712,-19488
24.716,-19488
24.720,-19488
24.724,-19488
24.728,-19488
24.732,-19488
24.736,-19488
24.740,-19488
24.744,-19486
24.748,-19486
24.752,-19486
24.756,-19486
24.760,-19486
24.764,-19486
24.768,-19486
24.772,-19486
24.776,-19486
24.780,-19486
24.784,-19496
24.788,-19496
24.792,-19496
24.796,-19496
24.800,-19496
24.804,-19496
24.808,-19496
24.812,-19496
24.816,-19496
24.820,-19432
24.824,-19432
24.828,-19432
24.832,-19432
24.836,-19432
24.840,-19432
24.844,-19432
24.848,-19432
24.852,-19432
24.856,-19432
24.860,-19382
24.864,-19382
24.868,-19382
24.872,-19382
24.876,-19382
24.880,-19382
24.884,-19382
24.888,-19382
24.892,-19382
24.896,-19346
24.900,-19346
24.904,-19346
24.908,-19346
24.912,-19346
24.916,-19346
24.920,-19346
24.924,-19346
24.928,-19346
24.932,-19346
24.936,-19330
24.940,-19330
24.944,-19330
24.948,-19330
24.952,-19330
24.956,-19330
24.960,-19330
24.964,-19330
24.968,-19330
24.972,-19322
24.976,-19322
24.980,-19322
24.984,-19322
24.988,-19322
24.992,-19322
24.996,-19322
25.000,-19322
25.004,-19322
25.008,-19322
25.012,-19309
25.016,-19309
25.020,-19309
25.024,-19309
25.028,-19309
25.032,-19309
25.036,-19309
25.040,-19309
25.044,-19309
25.048,-19316
25.052,-19316
25.056,-19316
25.060,-19316
25.064,-19316
25.068,-19316
25.072,-19316
25.076,-19316
25.080,-19316
25.084,-19316
25.088,-19296
25.092,-19296
25.096,-19296
25.100,-19296
25.104,-19296
25.108,-19296
25.112,-19296
25.116,-19296
25.120,-19296
25.124,-19281
25.128,-19281
25.132,-19281
25.136,-19281
25.140,-19281
25.144,-19281
25.148,-19281
25.152,-19281
25.156,-19281
25.160,-19281
25.164,-19255
25.168,-19255
25.172,-19255
25.176,-19255
25.180,-19255
25.184,-19255
25.188,-19255
25.192,-19255
25.196,-19255
25.200,-19263
25.204,-19263
25.208,-19263
25.212,-19263
25.216,-19263
25.220,-19263
25.224,-19263
25.228,-19263
25.232,-19263
25.236,-19263
25.240,-19256
25.244,-19256
25.248,-19256
25.252,-19256
25.256,-19256
25.260,-19256
25.264,-19256
25.268,-19256
25.272,-19256
25.276,-19256
25.280,-19242
25.284,-19242
25.288,-19242
25.292,-19242
25.296,-19242
25.300,-19242
25.304,-19242
25.308,-19242
25.312,-19242
25.316,-19242
25.320,-19195
25.324,-19195
25.328,-19195
25.332,-19195
25.336,-19195
25.340,-19195
25.344,-19195
25.348,-19195
25.352,-19195
25.356,-19195
25.360,-19195
25.364,-19195
25.368,-19195
25.372,-19195
25.376,-19195
25.380,-19195
25.384,-19195
25.388,-19195
25.392,-19140
25.396,-19140
25.400,-19140
25.404,-19140
25.408,-19140
25.412,-19140
25.416,-19140
25.420,-19140
25.424,-19140
25.428,-19140
25.432,-19150
25.436,-19150
25.440,-19150
25.444,-19150
25.448,-19150
25.452,-19150
25.456,-19150
25.460,-19150
25.464,-19150
25.468,-19118
25.472,-19118
25.476,-19118
25.480,-19118
25.484,-19118
25.488,-19118
25.492,-19118
25.496,-19118
25.500,-19118
25.504,-19118
25.508,-19115
25.512,-19115
25.516,-19115
25.520,-19115
25.524,-19115
25.528,-19115
25.532,-19115
25.536,-19115
25.540,-19115
25.544,-19093
25.548,-19093
25.552,-19093
25.556,-19093
25.560,-19093
25.564,-19093
25.568,-19093
25.572,-19093
25.576,-19093
25.580,-19093
25.584,-19101
25.588,-19101
25.592,-19101
25.596,-19101
25.600,-19101
25.604,-19101
25.608,-19101
25.612,-19101
25.616,-19101
25.620,-19069
25.624,-19069
25.628,-19069
25.632,-19069
25.636,-19069
25.640,-19069
25.644,-19069
25.648,-19069
25.652,-19069
25.656,-19069
25.660,-19049
25.664,-19049
25.668,-19049
25.672,-19049
25.676,-19049
25.680,-19049
25.684,-19049
25.688,-19049
25.692,-19049
25.696,-19000
25.700,-19000
25.704,-19000
25.708,-19000
25.712,-19000
25.716,-19000
25.720,-19000
25.724,-19000
25.728,-19000
25.732,-19000
25.736,-18995
25.740,-18995
25.744,-18995
25.748,-18995
25.752,-18995
25.756,-18995
25.760,-18995
25.764,-18995
25.768,-18995
25.772,-18948
25.776,-18948
25.780,-18948
25.784,-18948
25.788,-18948
25.792,-18948
25.796,-18948
25.800,-18948
25.804,-18948
25.808,-18948
25.812,-18984
25.816,-18984
25.820,-18984
25.824,-18984
25.828,-18984
25.832,-18984
25.836,-18984
25.840,-18984
25.844,-18984
25.848,-18935
25.852,-18935
25.856,-18935
25.860,-18935
25.864,-18935
25.868,-18935
25.872,-18935
25.876,-18935
25.880,-18935
25.884,-18935
25.888,-18902
25.892,-18902
25.896,-18902
25.900,-18902
25.904,-18902
25.908,-18902
25.912,-18902
25.916,-18902
25.920,-18902
25.924,-18866
25.928,-18866
25.932,-18866
25.936,-18866
25.940,-18866
25.944,-18866
25.948,-18866
25.952,-18866
25.956,-18866
25.960,-18866
25.964,-18881
25.968,-18881
25.972,-18881
25.976,-18881
25.980,-18881
25.984,-18881
25.988,-18881
25.992,-18881
25.996,-18881
26.000,-18851
26.004,-18851
26.008,-18851
26.012,-18851
26.016,-18851
26.020,-18851
26.024,-18851
26.028,-18851
26.032,-18851
26.036,-18851
26.040,-18834
26.044,-18834
26.048,-18834
26.052,-18834
26.056,-18834
26.060,-18834
26.064,-18834
26.068,-18834
26.072,-18834
26.076,-18834
26.080,-18798
26.084,-18798
26.088,-18798
26.092,-18798
26.096,-18798
26.100,-18798
26.104,-18798
26.108,-18798
26.112,-18798
26.116,-18783
26.120,-18783
26.124,-18783
26.128,-18783
26.132,-18783
26.136,-18783
26.140,-18783
26.144,-18783
26.148,-18783
26.152,-18783
26.156,-18760
26.160,-18760
26.164,-18760
26.168,-18760
26.172,-18760
26.176,-18760
26.180,-18760
26.184,-18760
26.188,-18760
26.192,-18744
26.196,-18744
26.200,-18744
26.204,-18744
26.208,-18744
26.212,-18744
26.216,-18744
26.220,-18744
26.224,-18744
26.228,-18744
26.232,-18699
26.236,-18699
26.240,-18699
26.244,-18699
26.248,-18699
26.252,-18699
26.256,-18699
26.260,-18699
26.264,-18699
26.268,-18670
26.272,-18670
26.276,-18670
26.280,-18670
26.284,-18670
26.288,-18670
26.292,-18670
26.296,-18670
26.300,-18670
26.304,-18670
26.308,-18671
26.312,-18671
26.316,-18671
26.320,-18671
26.324,-18671
26.328,-18671
26.332,-18671
26.336,-18671
26.340,-18671
26.344,-18683
26.348,-18683
26.352,-18683
26.356,-18683
26.360,-18683
26.364,-18683
26.368,-18683
26.372,-18683
26.376,-18683
26.380,-18683
26.384,-18683
26.388,-18660
26.392,-18660
26.396,-18660
26.400,-18660
26.404,-18660
26.408,-18660
26.412,-18660
26.416,-18660
26.420,-18660
26.424,-18644
26.428,-18644
26.432,-18644
26.436,-18644
26.440,-18644
26.444,-18644
26.448,-18644
26.452,-18644
26.456,-18644
26.460,-18644
26.464,-18683
26.468,-18683
26.472,-18683
26.476,-18683
26.480,-18683
26.484,-18683
26.488,-18683
26.492,-18683
26.496,-18683
26.500,-18652
26.504,-18652
26.508,-18652
26.512,-18652
26.516,-18652
26.520,-18652
26.524,-18652
26.528,-18652
26.532,-18652
26.536,-18652
26.540,-18635
26.544,-18635
26.548,-18635
26.552,-18635
26.556,-18635
26.560,-18635
26.564,-18635
26.568,-18635
26.572,-18635
26.576,-18627
26.580,-18627
26.584,-18627
26.588,-18627
26.592,-18627
26.596,-18627
26.600,-18627
26.604,-18627
26.608,-18627
26.612,-18627
26.616,-18627
26.620,-18627
26.624,-18627
26.628,-18627
26.632,-18627
26.636,-18627
26.640,-18627
26.644,-18627
26.648,-18627
26.652,-18592
26.656,-18592
26.660,-18592
26.664,-18592
26.668,-18592
26.672,-18592
26.676,-18592
26.680,-18592
26.684,-18592
26.688,-18592
26.692,-18592
26.696,-18592
26.700,-18592
26.704,-18592
26.708,-18592
26.712,-18592
26.716,-18592
26.720,-18592
26.724,-18592
26.728,-18600
26.732,-18600
26.736,-18600
26.740,-18600
26.744,-18600
26.748,-18600
26.752,-18600
26.756,-18600
26.760,-18600
26.764,-18600
26.768,-18603
26.772,-18603
26.776,-18603
26.780,-18603
26.784,-18603
26.788,-18603
26.792,-18603
26.796,-18603
26.800,-18603
26.804,-18634
26.808,-18634
26.812,-18634
26.816,-18634
26.820,-18634
26.824,-18634
26.828,-18634
26.832,-18634
26.836,-18634
26.840,-18634
26.844,-18631
26.848,-18631
26.852,-18631
26.856,-18631
26.860,-18631
26.864,-18631
26.868,-18631
26.872,-18631
26.876,-18631
26.880,-18649
26.884,-18649
26.888,-18649
26.892,-18649
26.896,-18649
26.900,-18649
26.904,-18649
26.908,-18649
26.912,-18649
26.916,-18649
26.920,-18690
26.924,-18690
26.928,-18690
26.932,-18690
26.936,-18690
26.940,-18690
26.944,-18690
26.948,-18690
26.952,-18690
26.956,-18690
26.960,-18758
26.964,-18758
26.968,-18758
26.972,-18758
26.976,-18758
26.980,-18758
26.984,-18758
26.988,-18758
26.992,-18758
26.996,-18812
27.000,-18812
27.004,-18812
27.008,-18812
27.012,-18812
27.016,-18812
27.020,-18812
27.024,-18812
27.028,-18812
27.032,-18812
27.036,-18860
27.040,-18860
27.044,-18860
27.048,-18860
27.052,-18860
27.056,-18860
27.060,-18860
27.064,-18860
27.068,-18860
27.072,-18886
27.076,-18886
27.080,-18886
27.084,-18886
27.088,-18886
27.092,-18886
27.096,-18886
27.100,-18886
27.104,-18886
27.108,-18886
27.112,-18941
27.116,-18941
27.120,-18941
27.124,-18941
27.128,-18941
27.132,-18941
27.136,-18941
27.140,-18941
27.144,-18941
27.148,-18962
27.152,-18962
27.156,-18962
27.160,-18962
27.164,-18962
27.168,-18962
27.172,-18962
27.176,-18962
27.180,-18962
27.184,-18962
27.188,-18994
27.192,-18994
27.196,-18994
27.200,-18994
27.204,-18994
27.208,-18994
27.212,-18994
27.216,-18994
27.220,-18994
27.224,-19029
27.228,-19029
27.232,-19029
27.236,-19029
27.240,-19029
27.244,-19029
27.248,-19029
27.252,-19029
27.256,-19029
27.260,-19029
27.264,-19063
27.268,-19063
27.272,-19063
27.276,-19063
27.280,-19063
27.284,-19063
27.288,-19063
27.292,-19063
27.296,-19063
27.300,-19088
27.304,-19088
27.308,-19088
27.312,-19088
27.316,-19088
27.320,-19088
27.324,-19088
27.328,-19088
27.332,-19088
27.336,-19088
27.340,-19104
27.344,-19104
27.348,-19104
27.352,-19104
27.356,-19104
27.360,-19104
27.364,-19104
27.368,-19104
27.372,-19104
27.376,-19102
27.380,-19102
27.384,-19102
27.388,-19102
27.392,-19102
27.396,-19102
27.400,-19102
27.404,-19102
27.408,-19102
27.412,-19102
27.416,-19112
27.420,-19112
27.424,-19112
27.428,-19112
27.432,-19112
27.436,-19112
27.440,-19112
27.444,-19112
27.448,-19112
27.452,-19112
27.456,-19126
27.460,-19126
27.464,-19126
27.468,-19126
27.472,-19126
27.476,-19126
27.480,-19126
27.484,-19126
27.488,-19126
27.492,-19126
27.496,-19136
27.500,-19136
27.504,-19136
27.508,-19136
27.512,-19136
27.516,-19136
27.520,-19136
27.524,-19136
27.528,-19136
27.532,-19158
27.536,-19158
27.540,-19158
27.544,-19158
27.548,-19158
27.552,-19158
27.556,-19158
27.560,-19158
27.564,-19158
27.568,-19158
27.572,-19152
27.576,-19152
27.580,-19152
27.584,-19152
27.588,-19152
27.592,-19152
27.596,-19152
27.600,-19152
27.604,-19152
27.608,-19171
27.612,-19171
27.616,-19171
27.620,-19171
27.624,-19171
27.628,-19171
27.632,-19171
27.636,-19171
27.640,-19171
27.644,-19171
27.648,-19155
27.652,-19155
27.656,-19155
27.660,-19155
27.664,-19155
27.668,-19155
27.672,-19155
27.676,-19155
27.680,-19155
27.684,-19170
27.688,-19170
27.692,-19170
27.696,-19170
27.700,-19170
27.704,-19170
27.708,-19170
27.712,-19170
27.716,-19170
27.720,-19170
27.724,-19184
27.728,-19184
27.732,-19184
27.736,-19184
27.740,-19184
27.744,-19184
27.748,-19184
27.752,-19184
27.756,-19184
27.760,-19178
27.764,-19178
27.768,-19178
27.772,-19178
27.776,-19178
27.780,-19178
27.784,-19178
27.788,-19178
27.792,-19178
27.796,-19178
27.800,-19197
27.804,-19197
27.808,-19197
27.812,-19197
27.816,-19197
27.820,-19197
27.824,-19197
27.828,-19197
27.832,-19197
27.836,-19197
27.840,-19212
27.844,-19212
27.848,-19212
27.852,-19212
27.856,-19212
27.860,-19212
27.864,-19212
27.868,-19212
27.872,-19212
27.876,-19214
27.880,-19214
27.884,-19214
27.888,-19214
27.892,-19214
27.896,-19214
27.900,-19214
27.904,-19214
27.908,-19214
