Czas_Wzgledny(s),EKG_Surowe(mV),PPG_Surowe(ADC)
4.786,-1.650,3139
4.788,-1.802,3139
4.790,-1.812,3139
4.792,-1.673,3139
4.794,-1.413,3139
4.796,-1.048,3135
4.798,-0.642,3135
4.800,0.275,3135
4.802,0.618,3135
4.804,0.895,3135
4.806,1.032,3135
4.808,1.048,3135
4.810,0.900,3135
4.812,0.627,3135
4.814,0.263,3124
4.816,-0.163,3124
4.818,-0.588,3124
4.820,-1.018,3124
4.822,-1.395,3124
4.824,-1.673,3124
4.826,-1.823,3124
4.828,-1.823,3124
4.830,-1.673,3124
4.832,-1.420,3124
4.834,-1.058,3145
4.836,-0.652,3145
4.838,-0.220,3145
4.840,0.655,3145
4.842,0.877,3145
4.844,1.022,3145
4.846,1.038,3145
4.848,0.902,3145
4.850,0.627,3145
4.852,0.265,3127
4.854,-0.142,3127
4.856,-0.580,3127
4.858,-1.010,3127
4.860,-1.387,3127
4.862,-1.663,3127
4.864,-1.810,3127
4.866,-1.812,3127
4.868,-1.667,3127
4.870,-1.395,3127
4.872,-1.032,3131
4.874,-0.627,3131
4.876,-0.215,3131
4.878,0.228,3131
4.880,0.912,3131
4.882,1.022,3131
4.884,1.028,3131
4.886,0.887,3131
4.888,0.610,3131
4.890,0.258,3125
4.892,-0.168,3125
4.894,-0.583,3125
4.896,-1.012,3125
4.898,-1.383,3125
4.900,-1.660,3125
4.902,-1.805,3125
4.904,-1.812,3125
4.906,-1.663,3125
4.908,-1.387,3125
4.910,-1.018,3135
4.912,-0.603,3135
4.914,-0.182,3135
4.916,0.247,3135
4.918,0.625,3135
4.920,1.058,3135
4.922,1.038,3135
4.924,0.902,3135
4.926,0.637,3135
4.928,0.290,3133
4.930,-0.117,3133
4.932,-0.550,3133
4.934,-0.988,3133
4.936,-1.377,3133
4.938,-1.657,3133
4.940,-1.808,3133
4.942,-1.820,3133
4.944,-1.688,3133
4.946,-1.413,3133
4.948,-1.050,3141
4.950,-0.650,3141
4.952,-0.217,3141
4.954,0.223,3141
4.956,0.610,3141
4.958,0.892,3141
4.960,1.028,3141
4.962,0.868,3141
4.964,0.627,3141
4.966,0.217,3104
4.968,-0.603,3104
4.970,-1.018,3104
4.972,-1.405,3104
4.974,-1.683,3104
4.976,-1.820,3104
4.978,-1.825,3104
4.980,-1.683,3104
4.982,-1.403,3104
4.984,-1.030,3123
4.986,-0.618,3123
4.988,-0.203,3123
4.990,0.233,3123
4.992,0.618,3123
4.994,0.900,3123
4.996,1.048,3123
4.998,1.058,3123
5.000,0.583,3123
5.002,0.212,3119
5.004,-0.625,3119
5.006,-1.012,3119
5.008,-1.390,3119
5.010,-1.657,3119
5.012,-1.802,3119
5.014,-1.812,3119
5.016,-1.677,3119
5.018,-1.407,3119
5.020,-1.025,3123
5.022,-0.647,3123
5.024,-0.220,3123
5.026,0.220,3123
5.028,0.608,3123
5.030,0.892,3123
5.032,1.048,3123
5.034,1.062,3123
5.036,0.917,3123
5.038,0.667,3123
5.040,-0.180,3116
5.042,-0.983,3116
5.044,-1.377,3116
5.046,-1.663,3116
5.048,-1.810,3116
5.050,-1.840,3116
5.052,-1.695,3116
5.054,-1.423,3116
5.056,-1.058,3116
5.058,-0.657,3114
5.060,-0.223,3114
5.062,0.207,3114
5.064,0.593,3114
5.066,0.873,3114
5.068,1.028,3114
5.070,1.052,3114
5.072,0.917,3114
5.074,0.657,3114
5.076,0.292,3114
5.078,-0.113,3106
5.080,-1.042,3106
5.082,-1.367,3106
5.084,-1.653,3106
5.086,-1.802,3106
5.088,-1.817,3106
5.090,-1.692,3106
5.092,-1.427,3106
5.094,-1.073,3106
5.096,-0.670,3110
5.098,-0.230,3110
5.100,0.193,3110
5.102,0.570,3110
5.104,0.848,3110
5.106,1.005,3110
5.108,1.020,3110
5.110,0.897,3110
5.112,0.652,3110
5.114,0.297,3110
5.116,-0.098,3100
5.118,-0.527,3100
5.120,-1.383,3100
5.122,-1.688,3100
5.124,-1.772,3100
5.126,-1.782,3100
5.128,-1.653,3100
5.130,-1.385,3100
5.132,-1.032,3100
5.134,-0.647,3101
5.136,-0.215,3101
5.138,0.215,3101
5.140,0.593,3101
5.142,0.868,3101
5.144,1.022,3101
5.146,1.048,3101
5.148,0.907,3101
5.150,0.637,3101
5.152,0.273,3101
5.154,-0.128,3107
5.156,-0.562,3107
5.158,-0.993,3107
5.160,-1.690,3107
5.162,-1.808,3107
5.164,-1.812,3107
5.166,-1.667,3107
5.168,-1.407,3107
5.170,-1.045,3107
5.172,-0.627,3107
5.174,-0.193,3107
5.176,0.228,3107
5.178,0.613,3107
5.180,0.902,3107
5.182,1.058,3107
5.184,1.073,3107
5.186,0.938,3107
5.188,0.677,3107
5.190,0.300,3107
5.192,-0.102,3130
5.194,-0.545,3130
5.196,-0.978,3130
5.198,-1.373,3130
5.200,-1.823,3130
5.202,-1.812,3130
5.204,-1.698,3130
5.206,-1.445,3130
5.208,-1.067,3130
5.210,-0.657,3112
5.212,-0.188,3112
5.214,0.230,3112
5.216,0.632,3112
5.218,0.930,3112
5.220,1.085,3112
5.222,1.103,3112
5.224,0.953,3112
5.226,0.693,3112
5.228,0.315,3112
5.230,-0.098,3127
5.232,-0.540,3127
5.234,-0.970,3127
5.236,-1.363,3127
5.238,-1.657,3127
5.240,-1.817,3127
5.242,-1.673,3127
5.244,-1.448,3127
5.246,-1.083,3127
5.248,-0.670,3124
5.250,-0.223,3124
5.252,0.207,3124
5.254,0.593,3124
5.256,0.890,3124
5.258,1.052,3124
5.260,1.075,3124
5.262,0.943,3124
5.264,0.688,3124
5.266,0.333,3124
5.268,-0.085,3137
5.270,-0.527,3137
5.272,-0.973,3137
5.274,-1.363,3137
5.276,-1.653,3137
5.278,-1.808,3137
5.280,-1.655,3137
5.282,-1.420,3137
5.284,-1.055,3137
5.286,-0.657,3114
5.288,-0.217,3114
5.290,0.205,3114
5.292,0.588,3114
5.294,0.870,3114
5.296,1.028,3114
5.298,1.055,3114
5.300,0.927,3114
5.302,0.667,3114
5.304,0.307,3114
5.306,-0.098,3120
5.308,-0.535,3120
5.310,-0.948,3120
5.312,-1.343,3120
5.314,-1.627,3120
5.316,-1.792,3120
5.318,-1.812,3120
5.320,-1.377,3120
5.322,-1.070,3120
5.324,-0.682,3139
5.326,-0.250,3139
5.328,0.180,3139
5.330,0.570,3139
5.332,0.863,3139
5.334,1.015,3139
5.336,1.032,3139
5.338,0.902,3139
5.340,0.652,3139
5.342,0.287,3139
5.344,-0.107,3141
5.346,-0.547,3141
5.348,-0.978,3141
5.350,-1.370,3141
5.352,-1.643,3141
5.354,-1.808,3141
5.356,-1.820,3141
5.358,-1.692,3141
5.360,-1.012,3141
5.362,-0.672,3122
5.364,-0.245,3122
5.366,0.182,3122
5.368,0.575,3122
5.370,0.863,3122
5.372,1.025,3122
5.374,1.040,3122
5.376,0.912,3122
5.378,0.657,3122
5.380,0.297,3122
5.382,-0.107,3124
5.384,-0.562,3124
5.386,-0.978,3124
5.388,-1.373,3124
5.390,-1.657,3124
5.392,-1.817,3124
5.394,-1.833,3124
5.396,-1.700,3124
5.398,-1.448,3124
5.400,-0.595,3127
5.402,0.210,3127
5.404,0.590,3127
5.406,0.897,3127
5.408,1.032,3127
5.410,1.062,3127
5.412,0.943,3127
5.414,0.688,3127
5.416,0.338,3127
5.418,-0.565,3123
5.420,-1.327,3123
5.422,-1.623,3123
5.424,-1.778,3123
5.426,-1.805,3123
5.428,-1.673,3123
5.430,-1.423,3123
5.432,-1.060,3123
5.434,-0.662,3119
5.436,-0.228,3119
5.438,0.198,3119
5.440,0.905,3119
5.442,1.052,3119
5.444,1.062,3119
5.446,0.938,3119
5.448,0.677,3119
5.450,0.318,3119
5.452,-0.087,3126
5.454,-0.530,3126
5.456,-0.963,3126
5.458,-1.350,3126
5.460,-1.635,3126
5.462,-1.792,3126
5.464,-1.815,3126
5.466,-1.688,3126
5.468,-1.427,3126
5.470,-1.062,3126
5.472,-0.665,3125
5.474,-0.245,3125
5.476,0.182,3125
5.478,0.570,3125
5.480,1.040,3125
5.482,1.060,3125
5.484,0.943,3125
5.486,0.698,3125
5.488,0.343,3125
5.490,-0.070,3124
5.492,-0.522,3124
5.494,-0.943,3124
5.496,-1.337,3124
5.498,-1.627,3124
5.500,-1.782,3124
5.502,-1.812,3124
5.504,-1.692,3124
5.506,-1.442,3124
5.508,-1.077,3124
5.510,-0.688,3121
5.512,-0.265,3121
5.514,0.152,3121
5.516,0.545,3121
5.518,0.843,3121
5.520,1.022,3121
5.522,0.910,3121
5.524,0.657,3121
5.526,0.300,3121
5.528,-0.100,3112
5.530,-0.537,3112
5.532,-0.965,3112
5.534,-1.345,3112
5.536,-1.643,3112
5.538,-1.792,3112
5.540,-1.817,3112
5.542,-1.685,3112
5.544,-1.442,3112
5.546,-1.067,3112
5.548,-0.662,3112
5.550,-0.247,3116
5.552,0.193,3116
5.554,0.573,3116
5.556,0.863,3116
5.558,1.020,3116
5.560,0.887,3116
5.562,0.667,3116
5.564,0.318,3116
5.566,-0.075,3116
5.568,-0.502,3111
5.570,-0.932,3111
5.572,-1.323,3111
5.574,-1.617,3111
5.576,-1.775,3111
5.578,-1.808,3111
5.580,-1.688,3111
5.582,-1.442,3111
5.584,-1.067,3111
5.586,-0.672,3111
5.588,-0.250,3104
5.590,0.190,3104
5.592,0.573,3104
5.594,0.868,3104
5.596,1.030,3104
5.598,1.060,3104
5.600,0.655,3104
5.602,0.350,3104
5.604,-0.062,3104
5.606,-0.495,3117
5.608,-0.938,3117
5.610,-1.327,3117
5.612,-1.620,3117
5.614,-1.790,3117
5.616,-1.823,3117
5.618,-1.702,3117
5.620,-1.458,3117
5.622,-1.097,3117
5.624,-0.705,3117
5.626,-0.278,3114
5.628,0.158,3114
5.630,0.547,3114
5.632,0.833,3114
5.634,0.995,3114
5.636,1.035,3114
5.638,0.912,3114
5.640,0.263,3114
5.642,-0.070,3114
5.644,-0.500,3101
5.646,-0.927,3101
5.648,-1.312,3101
5.650,-1.607,3101
5.652,-1.770,3101
5.654,-1.808,3101
5.656,-1.692,3101
5.658,-1.452,3101
5.660,-1.097,3101
5.662,-0.700,3101
5.664,-0.273,3111
5.666,0.152,3111
5.668,0.547,3111
5.670,0.858,3111
5.672,1.020,3111
5.674,1.060,3111
5.676,0.938,3111
5.678,0.682,3111
5.680,-0.163,3109
5.682,-0.965,3109
5.684,-1.353,3109
5.686,-1.660,3109
5.688,-1.830,3109
5.690,-1.863,3109
5.692,-1.745,3109
5.694,-1.500,3109
5.696,-1.140,3109
5.698,-0.738,3109
5.700,-0.320,3111
5.702,0.130,3111
5.704,0.527,3111
5.706,0.828,3111
5.708,1.008,3111
5.710,1.052,3111
5.712,0.938,3111
5.714,0.700,3111
5.716,0.352,3111
5.718,-0.058,3111
5.720,-0.990,3112
5.722,-1.620,3112
5.724,-1.782,3112
5.726,-1.817,3112
5.728,-1.690,3112
5.730,-1.442,3112
5.732,-1.075,3112
5.734,-0.688,3112
5.736,-0.258,3113
5.738,0.177,3113
5.740,0.550,3113
5.742,0.848,3113
5.744,1.010,3113
5.746,1.038,3113
5.748,0.917,3113
5.750,0.672,3113
5.752,0.318,3113
5.754,-0.085,3113
5.756,-0.507,3116
5.758,-0.940,3116
5.760,-1.663,3116
5.762,-1.805,3116
5.764,-1.830,3116
5.766,-1.712,3116
5.768,-1.472,3116
5.770,-1.127,3116
5.772,-0.723,3116
5.774,-0.297,3120
5.776,0.140,3120
5.778,0.535,3120
5.780,0.838,3120
5.782,0.993,3120
5.784,1.038,3120
5.786,0.927,3120
5.788,0.685,3120
5.790,0.310,3120
5.792,-0.065,3120
5.794,-0.492,3149
5.796,-0.927,3149
5.798,-1.323,3149
5.800,-1.808,3149
5.802,-1.827,3149
5.804,-1.712,3149
5.806,-1.470,3149
5.808,-1.123,3149
5.810,-0.713,3149
5.812,-0.292,3127
5.814,0.142,3127
5.816,0.532,3127
5.818,0.830,3127
5.820,1.005,3127
5.822,1.040,3127
5.824,0.927,3127
5.826,0.693,3127
5.828,0.347,3127
5.830,-0.062,3127
5.832,-0.487,3130
5.834,-0.925,3130
5.836,-1.312,3130
5.838,-1.617,3130
5.840,-1.815,3130
5.842,-1.423,3130
5.844,-1.097,3130
5.846,-0.703,3130
5.848,-0.287,3102
5.850,0.145,3102
5.852,0.540,3102
5.854,0.848,3102
5.856,1.020,3102
5.858,1.058,3102
5.860,0.940,3102
5.862,0.703,3102
5.864,0.350,3102
5.866,-0.055,3102
5.868,-0.492,3139
5.870,-0.925,3139
5.872,-1.327,3139
5.874,-1.620,3139
5.876,-1.792,3139
5.878,-1.833,3139
5.880,-1.442,3139
5.882,-0.685,3139
5.884,-0.295,3089
5.886,0.140,3089
5.888,0.532,3089
5.890,0.833,3089
5.892,1.008,3089
5.894,1.052,3089
5.896,0.940,3089
5.898,0.703,3089
5.900,0.355,3089
5.902,-0.052,3089
5.904,-0.460,3129
5.906,-0.905,3129
5.908,-1.308,3129
5.910,-1.615,3129
5.912,-1.788,3129
5.914,-1.833,3129
5.916,-1.725,3129
5.918,-1.482,3129
5.920,-0.662,3129
5.922,-0.255,3129
5.924,0.140,3129
5.926,0.527,3129
5.928,0.823,3129
5.930,0.995,3129
5.932,1.038,3129
5.934,0.927,3129
5.936,0.688,3129
5.938,0.343,3129
5.940,-0.058,3129
5.942,-0.487,3102
5.944,-0.930,3102
5.946,-1.327,3102
5.948,-1.623,3102
5.950,-1.788,3102
5.952,-1.827,3102
5.954,-1.710,3102
5.956,-1.468,3102
5.958,-1.120,3102
5.960,-0.217,3132
5.962,0.578,3132
5.964,0.848,3132
5.966,1.028,3132
5.968,1.075,3132
5.970,0.983,3132
5.972,0.740,3132
5.974,0.407,3132
5.976,-0.007,3132
5.978,-0.443,3109
5.980,-0.887,3109
5.982,-1.260,3109
5.984,-1.577,3109
5.986,-1.768,3109
5.988,-1.815,3109
5.990,-1.722,3109
5.992,-1.482,3109
5.994,-1.137,3109
5.996,-0.738,3109
5.998,-0.320,3088
6.000,0.568,3088
6.002,0.812,3088
6.004,0.985,3088
6.006,1.032,3088
6.008,0.915,3088
6.010,0.682,3088
6.012,0.338,3088
6.014,-0.060,3088
6.016,-0.487,3128
6.018,-0.922,3128
6.020,-1.315,3128
6.022,-1.623,3128
6.024,-1.792,3128
6.026,-1.843,3128
6.028,-1.740,3128
6.030,-1.505,3128
6.032,-1.147,3128
6.034,-0.743,3128
6.036,-0.328,3110
6.038,0.117,3110
6.040,0.858,3110
6.042,1.030,3110
6.044,1.052,3110
6.046,0.950,3110
6.048,0.713,3110
6.050,0.375,3110
6.052,-0.025,3110
6.054,-0.445,3110
6.056,-0.892,3126
6.058,-1.308,3126
6.060,-1.617,3126
6.062,-1.790,3126
6.064,-1.827,3126
6.066,-1.712,3126
6.068,-1.472,3126
6.070,-1.125,3126
6.072,-0.723,3126
6.074,-0.295,3126
6.076,0.135,3119
6.078,0.542,3119
6.080,1.048,3119
6.082,1.075,3119
6.084,0.983,3119
6.086,0.733,3119
6.088,0.383,3119
6.090,-0.022,3119
6.092,-0.458,3119
6.094,-0.902,3128
6.096,-1.323,3128
6.098,-1.617,3128
6.100,-1.788,3128
6.102,-1.827,3128
6.104,-1.722,3128
6.106,-1.488,3128
6.108,-1.137,3128
6.110,-0.733,3128
6.112,-0.328,3128
6.114,0.107,3116
6.116,0.507,3116
6.118,0.812,3116
6.120,1.028,3116
6.122,0.927,3116
6.124,0.695,3116
6.126,0.352,3116
6.128,-0.045,3116
6.130,-0.460,3116
6.132,-0.892,3120
6.134,-1.298,3120
6.136,-1.583,3120
6.138,-1.748,3120
6.140,-1.805,3120
6.142,-1.698,3120
6.144,-1.468,3120
6.146,-1.125,3120
6.148,-0.725,3120
6.150,-0.300,3120
6.152,0.133,3126
6.154,0.540,3126
6.156,0.973,3126
6.158,1.038,3126
6.160,0.998,3126
6.162,0.667,3126
6.164,0.407,3126
6.166,0.065,3126
6.168,-0.463,3126
6.170,-0.868,3105
6.172,-1.308,3105
6.174,-1.613,3105
6.176,-1.790,3105
6.178,-1.850,3105
6.180,-1.742,3105
6.182,-1.508,3105
6.184,-1.135,3105
6.186,-0.743,3105
6.188,-0.338,3105
6.190,0.107,3105
6.192,0.532,3105
6.194,0.843,3105
6.196,1.028,3105
6.198,1.077,3105
6.200,0.693,3105
6.202,0.398,3105
6.204,-0.013,3105
6.206,-0.432,3105
6.208,-0.870,3113
6.210,-1.288,3113
6.212,-1.583,3113
6.214,-1.770,3113
6.216,-1.808,3113
6.218,-1.698,3113
6.220,-1.462,3113
6.222,-1.125,3113
6.224,-0.713,3113
6.226,-0.292,3113
6.228,0.142,3114
6.230,0.547,3114
6.232,0.858,3114
6.234,1.030,3114
6.236,1.077,3114
6.238,0.978,3114
6.240,0.338,3114
6.242,-0.007,3114
6.244,-0.422,3114
6.246,-0.853,3131
6.248,-1.258,3131
6.250,-1.567,3131
6.252,-1.742,3131
6.254,-1.802,3131
6.256,-1.698,3131
6.258,-1.470,3131
6.260,-1.133,3131
6.262,-0.743,3131
6.264,-0.335,3131
6.266,0.105,3118
6.268,0.510,3118
6.270,0.797,3118
6.272,0.988,3118
6.274,1.032,3118
6.276,0.935,3118
6.278,0.703,3118
6.280,-0.102,3118
6.282,-0.537,3118
6.284,-0.887,3126
6.286,-1.292,3126
6.288,-1.583,3126
6.290,-1.765,3126
6.292,-1.808,3126
6.294,-1.702,3126
6.296,-1.470,3126
6.298,-1.127,3126
6.300,-0.738,3126
6.302,-0.330,3126
6.304,0.105,3069
6.306,0.507,3069
6.308,0.820,3069
6.310,0.993,3069
6.312,1.048,3069
6.314,0.943,3069
6.316,0.708,3069
6.318,0.367,3069
6.320,-0.547,3069
6.322,-0.912,3106
6.324,-1.333,3106
6.326,-1.627,3106
6.328,-1.808,3106
6.330,-1.853,3106
6.332,-1.745,3106
6.334,-1.508,3106
6.336,-1.160,3106
6.338,-0.750,3106
6.340,-0.338,3106
6.342,0.100,3120
6.344,0.510,3120
6.346,0.823,3120
6.348,1.015,3120
6.350,1.067,3120
6.352,0.958,3120
6.354,0.728,3120
6.356,0.380,3120
6.358,-0.033,3120
6.360,-0.980,3136
6.362,-1.643,3136
6.364,-1.823,3136
6.366,-1.883,3136
6.368,-1.788,3136
6.370,-1.550,3136
6.372,-1.210,3136
6.374,-0.787,3136
6.376,-0.367,3136
6.378,0.098,3121
6.380,0.517,3121
6.382,0.848,3121
6.384,1.032,3121
6.386,1.097,3121
6.388,1.010,3121
6.390,0.777,3121
6.392,0.432,3121
6.394,0.043,3121
6.396,-0.403,3121
6.398,-0.845,3146
6.400,-1.627,3146
6.402,-1.778,3146
6.404,-1.840,3146
6.406,-1.738,3146
6.408,-1.522,3146
6.410,-1.177,3146
6.412,-0.780,3146
6.414,-0.362,3146
6.416,0.087,3136
6.418,0.492,3136
6.420,0.785,3136
6.422,0.978,3136
6.424,1.028,3136
6.426,0.927,3136
6.428,0.705,3136
6.430,0.362,3136
6.432,-0.033,3136
6.434,-0.450,3136
6.436,-0.882,3132
6.438,-1.288,3132
6.440,-1.782,3132
6.442,-1.817,3132
6.444,-1.702,3132
6.446,-1.500,3132
6.448,-1.150,3132
6.450,-0.748,3132
6.452,-0.338,3132
6.454,0.098,3137
6.456,0.500,3137
6.458,0.818,3137
6.460,0.993,3137
6.462,1.048,3137
6.464,0.953,3137
6.466,0.718,3137
6.468,0.393,3137
6.470,-0.018,3137
6.472,-0.427,3137
6.474,-0.865,3126
6.476,-1.298,3126
6.478,-1.613,3126
6.480,-1.847,3126
6.482,-1.770,3126
6.484,-1.532,3126
6.486,-1.188,3126
6.488,-0.785,3126
6.490,-0.367,3126
6.492,0.068,3113
6.494,0.468,3113
6.496,0.785,3113
6.498,0.990,3113
6.500,1.058,3113
6.502,0.958,3113
6.504,0.740,3113
6.506,0.410,3113
6.508,0.020,3113
6.510,-0.410,3113
6.512,-0.853,3118
6.514,-1.255,3118
6.516,-1.575,3118
6.518,-1.770,3118
6.520,-1.708,3118
6.522,-1.508,3118
6.524,-1.153,3118
6.526,-0.752,3118
6.528,-0.338,3118
6.530,0.107,3125
6.532,0.507,3125
6.534,0.823,3125
6.536,1.012,3125
6.538,1.077,3125
6.540,0.993,3125
6.542,0.767,3125
6.544,0.425,3125
6.546,0.037,3125
6.548,-0.390,3125
6.550,-0.823,3117
6.552,-1.232,3117
6.554,-1.562,3117
6.556,-1.748,3117
6.558,-1.812,3117
6.560,-1.452,3117
6.562,-0.708,3117
6.564,-0.338,3117
6.566,0.102,3117
6.568,0.497,3113
6.570,0.812,3113
6.572,0.990,3113
6.574,1.048,3113
6.576,0.943,3113
6.578,0.713,3113
6.580,0.383,3113
6.582,-0.022,3113
6.584,-0.435,3113
6.586,-0.873,3113
6.588,-1.292,3124
6.590,-1.613,3124
6.592,-1.792,3124
6.594,-1.847,3124
6.596,-1.762,3124
6.598,-1.528,3124
6.600,-0.723,3124
6.602,-0.365,3124
6.604,0.068,3124
6.606,0.460,3101
6.608,0.787,3101
6.610,0.983,3101
6.612,1.048,3101
6.614,0.958,3101
6.616,0.730,3101
6.618,0.390,3101
6.620,-0.010,3101
6.622,-0.422,3101
6.624,-0.858,3101
6.626,-1.258,3108
6.628,-1.585,3108
6.630,-1.778,3108
6.632,-1.833,3108
6.634,-1.740,3108
6.636,-1.522,3108
6.638,-1.177,3108
6.640,-0.285,3108
6.642,0.522,3108
6.644,0.823,3108
6.646,1.018,3108
6.648,1.077,3108
6.650,0.998,3108
6.652,0.780,3108
6.654,0.440,3108
6.656,0.052,3108
6.658,-0.383,3108
6.660,-0.823,3108
6.662,-1.225,3139
6.664,-1.562,3139
6.666,-1.768,3139
6.668,-1.827,3139
6.670,-1.738,3139
6.672,-1.525,3139
6.674,-1.177,3139
6.676,-0.787,3139
6.678,-0.372,3139
6.680,0.537,3088
6.682,0.988,3088
6.684,1.058,3088
6.686,0.973,3088
6.688,0.743,3088
6.690,0.412,3088
6.692,0.020,3088
6.694,-0.412,3088
6.696,-0.850,3088
6.698,-1.255,3111
6.700,-1.580,3111
6.702,-1.772,3111
6.704,-1.823,3111
6.706,-1.728,3111
6.708,-1.500,3111
6.710,-1.150,3111
6.712,-0.750,3111
6.714,-0.338,3111
6.716,0.107,3111
6.718,0.510,3124
6.720,1.048,3124
6.722,1.093,3124
6.724,1.002,3124
6.726,0.775,3124
6.728,0.438,3124
6.730,0.052,3124
6.732,-0.383,3124
6.734,-0.823,3124
6.736,-1.222,3119
6.738,-1.562,3119
6.740,-1.748,3119
6.742,-1.817,3119
6.744,-1.728,3119
6.746,-1.508,3119
6.748,-1.173,3119
6.750,-0.777,3119
6.752,-0.335,3119
6.754,0.077,3119
6.756,0.470,3113
6.758,0.795,3113
6.760,1.035,3113
6.762,0.940,3113
6.764,0.715,3113
6.766,0.388,3113
6.768,-0.007,3113
6.770,-0.453,3113
6.772,-0.848,3113
6.774,-1.242,3124
6.776,-1.580,3124
6.778,-1.768,3124
6.780,-1.833,3124
6.782,-1.745,3124
6.784,-1.528,3124
6.786,-1.180,3124
6.788,-0.772,3124
6.790,-0.352,3124
6.792,0.090,3124
6.794,0.502,3123
6.796,0.828,3123
6.798,1.030,3123
6.800,0.983,3123
6.802,0.780,3123
6.804,0.448,3123
6.806,0.058,3123
6.808,-0.380,3123
6.810,-0.823,3123
6.812,-1.232,3127
6.814,-1.570,3127
6.816,-1.768,3127
6.818,-1.823,3127
6.820,-1.742,3127
6.822,-1.512,3127
6.824,-1.175,3127
6.826,-0.767,3127
6.828,-0.343,3127
6.830,0.100,3127
6.832,0.507,3125
6.834,0.838,3125
6.836,1.022,3125
6.838,1.093,3125
6.840,0.738,3125
6.842,0.438,3125
6.844,0.058,3125
6.846,-0.378,3125
6.848,-0.815,3125
6.850,-1.222,3149
6.852,-1.567,3149
6.854,-1.768,3149
6.856,-1.827,3149
6.858,-1.738,3149
6.860,-1.522,3149
6.862,-1.177,3149
6.864,-0.777,3149
6.866,-0.360,3149
6.868,0.087,3149
6.870,0.477,3132
6.872,0.818,3132
6.874,1.008,3132
6.876,1.070,3132
6.878,0.990,3132
6.880,0.372,3132
6.882,0.022,3132
6.884,-0.393,3132
6.886,-0.830,3132
6.888,-1.302,3144
6.890,-1.782,3144
6.892,-1.850,3144
6.894,-1.770,3144
6.896,-1.548,3144
6.898,-1.208,3144
6.900,-0.812,3144
6.902,-0.398,3144
6.904,0.043,3144
6.906,0.455,3131
6.908,0.782,3131
6.910,0.983,3131
6.912,1.058,3131
6.914,0.990,3131
6.916,0.767,3131
6.918,0.448,3131
6.920,-0.422,3131
6.922,-0.800,3131
6.924,-1.200,3122
6.926,-1.538,3122
6.928,-1.772,3122
6.930,-1.808,3122
6.932,-1.715,3122
6.934,-1.510,3122
6.936,-1.183,3122
6.938,-0.780,3122
6.940,-0.367,3122
6.942,0.098,3122
6.944,0.502,3155
6.946,1.030,3155
6.948,1.095,3155
6.950,0.988,3155
6.952,0.777,3155
6.954,0.448,3155
6.956,0.062,3155
6.958,-0.378,3155
6.960,-1.298,3129
6.962,-1.770,3129
6.964,-1.827,3129
6.966,-1.732,3129
6.968,-1.522,3129
6.970,-1.177,3129
6.972,-0.708,3129
6.974,-0.273,3129
6.976,0.065,3129
6.978,0.458,3123
6.980,0.998,3123
6.982,1.060,3123
6.984,0.990,3123
6.986,0.777,3123
6.988,0.448,3123
6.990,0.058,3123
6.992,-0.370,3123
6.994,-0.807,3123
6.996,-1.210,3155
6.998,-1.550,3155
7.000,-1.817,3155
7.002,-1.738,3155
7.004,-1.522,3155
7.006,-1.185,3155
7.008,-0.782,3155
7.010,-0.372,3155
7.012,0.060,3155
7.014,0.458,3121
7.016,0.777,3121
7.018,0.958,3121
7.020,1.030,3121
7.022,0.943,3121
7.024,0.728,3121
7.026,0.390,3121
7.028,-0.015,3121
7.030,-0.425,3121
7.032,-0.855,3121
7.034,-1.252,3116
7.036,-1.600,3116
7.038,-1.782,3116
7.040,-1.738,3116
7.042,-1.528,3116
7.044,-1.208,3116
7.046,-0.818,3116
7.048,-0.403,3116
7.050,0.052,3116
7.052,0.463,3118
7.054,0.785,3118
7.056,0.993,3118
7.058,1.058,3118
7.060,0.983,3118
7.062,0.755,3118
7.064,0.427,3118
7.066,0.043,3118
7.068,-0.378,3118
7.070,-0.818,3118
7.072,-1.218,3118
7.074,-1.562,3105
7.076,-1.778,3105
7.078,-1.853,3105
7.080,-1.510,3105
7.082,-1.222,3105
7.084,-0.830,3105
7.086,-0.410,3105
7.088,0.048,3105
7.090,0.453,3105
7.092,0.777,3109
7.094,0.983,3109
7.096,1.060,3109
7.098,0.985,3109
7.100,0.767,3109
7.102,0.432,3109
7.104,0.052,3109
7.106,-0.372,3109
7.108,-0.807,3109
7.110,-1.215,3109
7.112,-1.550,3115
7.114,-1.765,3115
7.116,-1.840,3115
7.118,-1.772,3115
7.120,-1.183,3115
7.122,-0.858,3115
7.124,-0.443,3115
7.126,0.018,3115
7.128,0.420,3115
7.130,0.767,3112
7.132,0.983,3112
7.134,1.058,3112
7.136,0.990,3112
7.138,0.782,3112
7.140,0.465,3112
7.142,0.077,3112
7.144,-0.338,3112
7.146,-0.770,3112
7.148,-1.188,3112
7.150,-1.532,3110
7.152,-1.738,3110
7.154,-1.820,3110
7.156,-1.738,3110
7.158,-1.532,3110
7.160,-0.743,3110
7.162,-0.380,3110
7.164,0.037,3110
7.166,0.448,3110
7.168,0.772,3115
7.170,0.995,3115
7.172,1.075,3115
7.174,0.993,3115
7.176,0.782,3115
7.178,0.460,3115
7.180,0.068,3115
7.182,-0.362,3115
7.184,-0.802,3115
7.186,-1.202,3115
7.188,-1.538,3102
7.190,-1.738,3102
7.192,-1.815,3102
