Czas_Wzgledny(s),EKG_Surowe(mV),PPG_Surowe(ADC)
9.600,-1.732,3110
9.602,-1.845,3110
9.604,-1.850,3110
9.606,-1.698,3110
9.608,-1.423,3118
9.610,-1.042,3118
9.612,-0.623,3118
9.614,-0.185,3118
9.616,0.258,3118
9.618,0.637,3118
9.620,0.927,3118
9.622,1.067,3118
9.624,1.073,3118
9.626,0.917,3118
9.628,0.627,3118
9.630,0.250,3118
9.632,-0.168,3118
9.634,-0.605,3118
9.636,-1.048,3118
9.638,-1.442,3118
9.640,-1.857,3118
9.642,-1.833,3118
9.644,-1.690,3118
9.646,-1.405,3110
9.648,-1.022,3110
9.650,-0.608,3110
9.652,-0.177,3110
9.654,0.713,3110
9.656,0.932,3110
9.658,1.077,3110
9.660,1.087,3110
9.662,0.940,3110
9.664,0.660,3101
9.666,0.275,3101
9.668,-0.142,3101
9.670,-0.578,3101
9.672,-1.015,3101
9.674,-1.393,3101
9.676,-1.673,3101
9.678,-1.815,3101
9.680,-1.627,3101
9.682,-0.980,3101
9.684,-0.603,3101
9.686,-0.177,3101
9.688,0.260,3101
9.690,0.637,3101
9.692,0.927,3101
9.694,1.067,3101
9.696,1.073,3101
9.698,0.912,3101
9.700,0.652,3144
9.702,0.270,3144
9.704,-0.133,3144
9.706,-0.570,3144
9.708,-0.993,3144
9.710,-1.383,3144
9.712,-1.663,3144
9.714,-1.817,3144
9.716,-1.823,3144
9.718,-1.683,3144
9.720,-0.973,3116
9.722,-0.163,3116
9.724,0.268,3116
9.726,0.618,3116
9.728,0.897,3116
9.730,1.048,3116
9.732,1.058,3116
9.734,0.917,3116
9.736,0.637,3119
9.738,0.268,3119
9.740,-0.140,3119
9.742,-0.578,3119
9.744,-1.012,3119
9.746,-1.390,3119
9.748,-1.667,3119
9.750,-1.810,3119
9.752,-1.815,3119
9.754,-1.667,3119
9.756,-1.403,3116
9.758,-1.022,3116
9.760,-0.122,3116
9.762,0.228,3116
9.764,0.610,3116
9.766,0.885,3116
9.768,1.028,3116
9.770,1.048,3116
9.772,0.902,3116
9.774,0.623,3119
9.776,0.247,3119
9.778,-0.170,3119
9.780,-0.595,3119
9.782,-1.048,3119
9.784,-1.427,3119
9.786,-1.702,3119
9.788,-1.847,3119
9.790,-1.853,3119
9.792,-1.702,3119
9.794,-1.413,3097
9.796,-1.028,3097
9.798,-0.613,3097
9.800,0.318,3097
9.802,0.672,3097
9.804,0.915,3097
9.806,1.073,3097
9.808,1.077,3097
9.810,0.938,3097
9.812,0.667,3128
9.814,0.290,3128
9.816,-0.122,3128
9.818,-0.562,3128
9.820,-0.995,3128
9.822,-1.387,3128
9.824,-1.673,3128
9.826,-1.820,3128
9.828,-1.830,3128
9.830,-1.690,3128
9.832,-1.390,3124
9.834,-1.042,3124
9.836,-0.618,3124
9.838,-0.200,3124
9.840,0.688,3124
9.842,0.910,3124
9.844,1.050,3124
9.846,1.062,3124
9.848,0.915,3124
9.850,0.635,3099
9.852,0.263,3099
9.854,-0.138,3099
9.856,-0.568,3099
9.858,-1.002,3099
9.860,-1.390,3099
9.862,-1.667,3099
9.864,-1.810,3099
9.866,-1.823,3099
9.868,-1.692,3099
9.870,-1.417,3126
9.872,-1.032,3126
9.874,-0.623,3126
9.876,-0.182,3126
9.878,0.255,3126
9.880,0.943,3126
9.882,1.055,3126
9.884,1.058,3126
9.886,0.902,3126
9.888,0.625,3126
9.890,0.253,3126
9.892,-0.163,3126
9.894,-0.590,3126
9.896,-1.028,3126
9.898,-1.413,3126
9.900,-1.690,3126
9.902,-1.825,3126
9.904,-1.830,3126
9.906,-1.673,3126
9.908,-1.393,3146
9.910,-1.008,3146
9.912,-0.583,3146
9.914,-0.145,3146
9.916,0.290,3146
9.918,0.677,3146
9.920,1.105,3146
9.922,1.090,3146
9.924,0.917,3146
9.926,0.637,3134
9.928,0.253,3134
9.930,-0.168,3134
9.932,-0.598,3134
9.934,-1.028,3134
9.936,-1.413,3134
9.938,-1.688,3134
9.940,-1.827,3134
9.942,-1.827,3134
9.944,-1.685,3134
9.946,-1.397,3129
9.948,-1.015,3129
9.950,-0.610,3129
9.952,-0.172,3129
9.954,0.260,3129
9.956,0.650,3129
9.958,0.910,3129
9.960,1.030,3129
9.962,0.875,3129
9.964,0.573,3126
9.966,-0.212,3126
9.968,-0.662,3126
9.970,-1.045,3126
9.972,-1.423,3126
9.974,-1.692,3126
9.976,-1.827,3126
9.978,-1.823,3126
9.980,-1.683,3126
9.982,-1.405,3116
9.984,-1.030,3116
9.986,-0.618,3116
9.988,-0.188,3116
9.990,0.247,3116
9.992,0.620,3116
9.994,0.900,3116
9.996,1.038,3116
9.998,1.050,3116
10.000,0.585,3129
10.002,-0.145,3129
10.004,-0.588,3129
10.006,-1.025,3129
10.008,-1.420,3129
10.010,-1.702,3129
10.012,-1.853,3129
10.014,-1.860,3129
10.016,-1.712,3129
10.018,-1.452,3134
10.020,-1.073,3134
10.022,-0.613,3134
10.024,-0.233,3134
10.026,0.198,3134
10.028,0.578,3134
10.030,0.858,3134
10.032,1.005,3134
10.034,0.950,3134
10.036,0.575,3128
10.038,0.253,3128
10.040,-0.647,3128
10.042,-1.000,3128
10.044,-1.377,3128
10.046,-1.663,3128
10.048,-1.812,3128
10.050,-1.823,3128
10.052,-1.685,3128
10.054,-1.417,3119
10.056,-1.055,3119
10.058,-0.657,3119
10.060,-0.228,3119
10.062,0.207,3119
10.064,0.580,3119
10.066,0.863,3119
10.068,1.015,3119
10.070,1.025,3119
10.072,0.887,3119
10.074,0.618,3131
10.076,0.247,3131
10.078,-0.163,3131
10.080,-1.087,3131
10.082,-1.458,3131
10.084,-1.673,3131
10.086,-1.808,3131
10.088,-1.805,3131
10.090,-1.645,3131
10.092,-1.373,3131
10.094,-1.002,3114
10.096,-0.590,3114
10.098,-0.172,3114
10.100,0.250,3114
10.102,0.620,3114
10.104,0.897,3114
10.106,1.028,3114
10.108,1.032,3114
10.110,0.892,3114
10.112,0.608,3114
10.114,0.228,3109
10.116,-0.193,3109
10.118,-0.642,3109
10.120,-1.502,3109
10.122,-1.712,3109
10.124,-1.850,3109
10.126,-1.845,3109
10.128,-1.685,3109
10.130,-1.410,3109
10.132,-1.022,3117
10.134,-0.603,3117
10.136,-0.188,3117
10.138,0.253,3117
10.140,0.627,3117
10.142,0.917,3117
10.144,1.067,3117
10.146,1.077,3117
10.148,0.950,3117
10.150,0.685,3117
10.152,0.302,3114
10.154,-0.107,3114
10.156,-0.537,3114
10.158,-0.975,3114
10.160,-1.683,3114
10.162,-1.812,3114
10.164,-1.827,3114
10.166,-1.698,3114
10.168,-1.442,3114
10.170,-1.070,3074
10.172,-0.665,3074
10.174,-0.247,3074
10.176,0.188,3074
10.178,0.573,3074
10.180,0.863,3074
10.182,1.015,3074
10.184,1.030,3074
10.186,0.892,3074
10.188,0.623,3074
10.190,0.255,3117
10.192,-0.168,3117
10.194,-0.583,3117
10.196,-1.018,3117
10.198,-1.413,3117
10.200,-1.827,3117
10.202,-1.857,3117
10.204,-1.708,3117
10.206,-1.458,3117
10.208,-1.083,3118
10.210,-0.670,3118
10.212,-0.242,3118
10.214,0.190,3118
10.216,0.588,3118
10.218,0.885,3118
10.220,1.028,3118
10.222,1.055,3118
10.224,0.917,3118
10.226,0.657,3118
10.228,0.287,3117
10.230,-0.115,3117
10.232,-0.547,3117
10.234,-0.978,3117
10.236,-1.367,3117
10.238,-1.655,3117
10.240,-1.817,3117
10.242,-1.700,3117
10.244,-1.442,3117
10.246,-1.070,3120
10.248,-0.667,3120
10.250,-0.253,3120
10.252,0.175,3120
10.254,0.552,3120
10.256,0.835,3120
10.258,0.993,3120
10.260,1.020,3120
10.262,0.897,3120
10.264,0.637,3120
10.266,0.297,3106
10.268,-0.102,3106
10.270,-0.522,3106
10.272,-0.945,3106
10.274,-1.337,3106
10.276,-1.633,3106
10.278,-1.800,3106
10.280,-1.683,3106
10.282,-1.427,3106
10.284,-1.073,3113
10.286,-0.693,3113
10.288,-0.263,3113
10.290,0.172,3113
10.292,0.560,3113
10.294,0.863,3113
10.296,1.022,3113
10.298,1.050,3113
10.300,0.910,3113
10.302,0.652,3113
10.304,0.292,3108
10.306,-0.122,3108
10.308,-0.537,3108
10.310,-0.963,3108
10.312,-1.337,3108
10.314,-1.623,3108
10.316,-1.780,3108
10.318,-1.808,3108
10.320,-1.365,3108
10.322,-1.058,3129
10.324,-0.660,3129
10.326,-0.240,3129
10.328,0.188,3129
10.330,0.565,3129
10.332,0.838,3129
10.334,0.995,3129
10.336,1.020,3129
10.338,0.905,3129
10.340,0.650,3129
10.342,0.290,3120
10.344,-0.122,3120
10.346,-0.542,3120
10.348,-0.978,3120
10.350,-1.373,3120
10.352,-1.657,3120
10.354,-1.812,3120
10.356,-1.823,3120
10.358,-1.692,3120
10.360,-1.002,3116
10.362,-0.233,3116
10.364,0.193,3116
10.366,0.580,3116
10.368,0.870,3116
10.370,1.028,3116
10.372,1.058,3116
10.374,0.917,3116
10.376,0.662,3116
10.378,0.297,3101
10.380,-0.110,3101
10.382,-0.542,3101
10.384,-0.973,3101
10.386,-1.363,3101
10.388,-1.653,3101
10.390,-1.808,3101
10.392,-1.823,3101
10.394,-1.692,3101
10.396,-1.427,3101
10.398,-1.067,3148
10.400,-0.177,3148
10.402,0.188,3148
10.404,0.573,3148
10.406,0.858,3148
10.408,1.018,3148
10.410,1.030,3148
10.412,0.907,3148
10.414,0.657,3148
10.416,0.300,3146
10.418,-0.113,3146
10.420,-0.542,3146
10.422,-0.968,3146
10.424,-1.353,3146
10.426,-1.647,3146
10.428,-1.808,3146
10.430,-1.843,3146
10.432,-1.708,3146
10.434,-1.452,3146
10.436,-1.093,3134
10.438,-0.667,3134
10.440,0.263,3134
10.442,0.583,3134
10.444,0.875,3134
10.446,1.038,3134
10.448,1.067,3134
10.450,0.938,3134
10.452,0.688,3134
10.454,0.343,3130
10.456,-0.072,3130
10.458,-0.500,3130
10.460,-0.925,3130
10.462,-1.327,3130
10.464,-1.615,3130
10.466,-1.772,3130
10.468,-1.792,3130
10.470,-1.670,3130
10.472,-1.423,3130
10.474,-1.062,3136
10.476,-0.662,3136
10.478,-0.245,3136
10.480,0.632,3136
10.482,0.873,3136
10.484,1.032,3136
10.486,1.067,3136
10.488,0.938,3136
10.490,0.693,3136
10.492,0.335,3130
10.494,-0.075,3130
10.496,-0.512,3130
10.498,-0.938,3130
10.500,-1.343,3130
10.502,-1.633,3130
10.504,-1.792,3130
10.506,-1.823,3130
10.508,-1.698,3130
10.510,-1.448,3130
10.512,-1.087,3125
10.514,-0.688,3125
10.516,-0.260,3125
10.518,0.158,3125
10.520,0.887,3125
10.522,1.015,3125
10.524,1.052,3125
10.526,0.927,3125
10.528,0.688,3125
10.530,0.338,3127
10.532,-0.087,3127
10.534,-0.507,3127
10.536,-0.932,3127
10.538,-1.337,3127
10.540,-1.633,3127
10.542,-1.802,3127
10.544,-1.823,3127
10.546,-1.700,3127
10.548,-1.450,3127
10.550,-1.083,3123
10.552,-0.685,3123
10.554,-0.258,3123
10.556,0.188,3123
10.558,0.578,3123
10.560,1.067,3123
10.562,1.093,3123
10.564,0.978,3123
10.566,0.718,3123
10.568,0.370,3114
10.570,-0.060,3114
10.572,-0.487,3114
10.574,-0.907,3114
10.576,-1.310,3114
10.578,-1.615,3114
10.580,-1.782,3114
10.582,-1.823,3114
10.584,-1.702,3114
10.586,-1.458,3114
10.588,-1.097,3114
10.590,-0.703,3087
10.592,-0.263,3087
10.594,0.170,3087
10.596,0.557,3087
10.598,0.858,3087
10.600,1.038,3087
10.602,0.662,3087
10.604,0.338,3087
10.606,-0.062,3118
10.608,-0.502,3118
10.610,-0.922,3118
10.612,-1.327,3118
10.614,-1.623,3118
10.616,-1.782,3118
10.618,-1.815,3118
10.620,-1.698,3118
10.622,-1.448,3118
10.624,-1.093,3118
10.626,-0.698,3111
10.628,-0.263,3111
10.630,0.172,3111
10.632,0.552,3111
10.634,0.853,3111
10.636,1.022,3111
10.638,1.062,3111
10.640,0.672,3111
10.642,0.347,3111
10.644,-0.058,3085
10.646,-0.492,3085
10.648,-0.907,3085
10.650,-1.310,3085
10.652,-1.613,3085
10.654,-1.782,3085
10.656,-1.817,3085
10.658,-1.702,3085
10.660,-1.458,3085
10.662,-1.097,3085
10.664,-0.693,3098
10.666,-0.263,3098
10.668,0.152,3098
10.670,0.550,3098
10.672,0.850,3098
10.674,1.018,3098
10.676,1.052,3098
10.678,0.938,3098
10.680,0.263,3085
10.682,-0.662,3085
10.684,-0.968,3085
10.686,-1.337,3085
10.688,-1.643,3085
10.690,-1.802,3085
10.692,-1.840,3085
10.694,-1.722,3085
10.696,-1.482,3085
10.698,-1.125,3085
10.700,-0.728,3149
10.702,-0.295,3149
10.704,0.138,3149
10.706,0.527,3149
10.708,0.830,3149
10.710,1.010,3149
10.712,1.032,3149
10.714,0.935,3149
10.716,0.690,3149
10.718,0.343,3149
10.720,-0.562,3067
10.722,-1.333,3067
10.724,-1.627,3067
10.726,-1.802,3067
10.728,-1.843,3067
10.730,-1.728,3067
10.732,-1.488,3067
10.734,-1.133,3067
10.736,-0.728,3124
10.738,-0.297,3124
10.740,0.130,3124
10.742,0.517,3124
10.744,0.823,3124
10.746,0.990,3124
10.748,1.030,3124
10.750,0.917,3124
10.752,0.675,3124
10.754,0.318,3124
10.756,-0.083,3104
10.758,-0.510,3104
10.760,-1.387,3104
10.762,-1.627,3104
10.764,-1.792,3104
10.766,-1.827,3104
10.768,-1.705,3104
10.770,-1.465,3104
10.772,-1.105,3104
10.774,-0.713,3095
10.776,-0.285,3095
10.778,0.138,3095
10.780,0.527,3095
10.782,0.828,3095
10.784,0.995,3095
10.786,1.030,3095
10.788,0.912,3095
10.790,0.672,3095
10.792,0.338,3095
10.794,-0.092,3127
10.796,-0.505,3127
10.798,-0.912,3127
10.800,-1.643,3127
10.802,-1.778,3127
10.804,-1.820,3127
10.806,-1.663,3127
10.808,-1.423,3127
10.810,-1.052,3127
10.812,-0.698,3134
10.814,-0.260,3134
10.816,0.158,3134
10.818,0.547,3134
10.820,0.853,3134
10.822,1.012,3134
10.824,1.052,3134
10.826,0.935,3134
10.828,0.698,3134
10.830,0.338,3134
10.832,-0.062,3114
10.834,-0.502,3114
10.836,-0.930,3114
10.838,-1.327,3114
10.840,-1.810,3114
10.842,-1.827,3114
10.844,-1.708,3114
10.846,-1.462,3114
10.848,-1.103,3114
10.850,-0.708,3091
10.852,-0.268,3091
10.854,0.145,3091
10.856,0.535,3091
10.858,0.833,3091
10.860,1.005,3091
10.862,1.050,3091
10.864,0.932,3091
10.866,0.695,3091
10.868,0.352,3091
10.870,-0.052,3148
10.872,-0.487,3148
10.874,-0.900,3148
10.876,-1.308,3148
10.878,-1.610,3148
10.880,-1.817,3148
10.882,-1.712,3148
10.884,-1.482,3148
10.886,-1.133,3148
10.888,-0.733,3144
10.890,-0.297,3144
10.892,0.125,3144
10.894,0.515,3144
10.896,0.818,3144
10.898,0.983,3144
10.900,1.025,3144
10.902,0.915,3144
10.904,0.677,3144
10.906,0.343,3144
10.908,-0.050,3146
10.910,-0.482,3146
10.912,-0.892,3146
10.914,-1.292,3146
10.916,-1.583,3146
10.918,-1.768,3146
10.920,-1.667,3146
10.922,-1.455,3146
10.924,-1.105,3146
10.926,-0.698,3139
10.928,-0.270,3139
10.930,0.152,3139
10.932,0.547,3139
10.934,0.845,3139
10.936,1.015,3139
10.938,1.052,3139
10.940,0.940,3139
10.942,0.700,3139
10.944,0.357,3139
10.946,-0.043,3114
10.948,-0.465,3114
10.950,-0.885,3114
10.952,-1.265,3114
10.954,-1.573,3114
10.956,-1.742,3114
10.958,-1.802,3114
10.960,-1.407,3114
10.962,-1.107,3114
10.964,-0.713,3142
10.966,-0.290,3142
10.968,0.135,3142
10.970,0.527,3142
10.972,0.823,3142
10.974,0.998,3142
10.976,1.038,3142
10.978,0.938,3142
10.980,0.698,3142
10.982,0.367,3142
10.984,-0.030,3118
10.986,-0.460,3118
10.988,-0.945,3118
10.990,-1.292,3118
10.992,-1.583,3118
10.994,-1.768,3118
10.996,-1.812,3118
10.998,-1.700,3118
11.000,-1.048,3118
11.002,-0.700,3126
11.004,-0.273,3126
11.006,0.150,3126
11.008,0.552,3126
11.010,0.860,3126
11.012,1.030,3126
11.014,1.077,3126
11.016,0.975,3126
11.018,0.718,3126
11.020,0.380,3126
11.022,-0.022,3129
11.024,-0.448,3129
11.026,-0.865,3129
11.028,-1.258,3129
11.030,-1.570,3129
11.032,-1.745,3129
11.034,-1.802,3129
11.036,-1.698,3129
11.038,-1.460,3129
11.040,-0.647,3118
11.042,0.152,3118
11.044,0.532,3118
11.046,0.833,3118
11.048,1.002,3118
11.050,1.050,3118
11.052,0.943,3118
11.054,0.708,3118
11.056,0.372,3118
11.058,-0.033,3124
11.060,-0.465,3124
11.062,-0.895,3124
11.064,-1.292,3124
11.066,-1.587,3124
11.068,-1.778,3124
11.070,-1.823,3124
11.072,-1.712,3124
11.074,-1.485,3124
11.076,-1.137,3124
11.078,-0.733,3124
11.080,0.188,3110
11.082,0.818,3110
11.084,0.998,3110
11.086,1.048,3110
11.088,0.940,3110
11.090,0.715,3110
11.092,0.372,3110
11.094,-0.028,3110
11.096,-0.455,3131
11.098,-0.902,3131
11.100,-1.302,3131
11.102,-1.607,3131
11.104,-1.778,3131
11.106,-1.812,3131
11.108,-1.708,3131
11.110,-1.472,3131
11.112,-1.123,3131
11.114,-0.723,3131
11.116,-0.297,3107
11.118,0.135,3107
11.120,0.863,3107
11.122,1.008,3107
11.124,1.048,3107
11.126,0.932,3107
11.128,0.693,3107
11.130,0.352,3107
11.132,-0.058,3107
11.134,-0.468,3104
11.136,-0.905,3104
11.138,-1.302,3104
11.140,-1.607,3104
11.142,-1.780,3104
11.144,-1.823,3104
11.146,-1.718,3104
11.148,-1.482,3104
11.150,-1.127,3104
11.152,-0.733,3104
11.154,-0.310,3098
11.156,0.135,3098
11.158,0.515,3098
11.160,1.018,3098
11.162,1.022,3098
11.164,0.902,3098
11.166,0.657,3098
11.168,0.340,3098
11.170,-0.062,3098
11.172,-0.487,3104
11.174,-0.907,3104
11.176,-1.312,3104
11.178,-1.613,3104
11.180,-1.788,3104
11.182,-1.830,3104
11.184,-1.722,3104
11.186,-1.482,3104
11.188,-1.133,3104
11.190,-0.733,3104
11.192,-0.300,3109
11.194,0.130,3109
11.196,0.530,3109
11.198,0.833,3109
11.200,1.052,3109
11.202,0.948,3109
11.204,0.708,3109
11.206,0.367,3109
11.208,-0.043,3109
11.210,-0.458,3104
11.212,-0.892,3104
11.214,-1.295,3104
11.216,-1.607,3104
11.218,-1.780,3104
11.220,-1.833,3104
11.222,-1.735,3104
11.224,-1.502,3104
11.226,-1.163,3104
11.228,-0.762,3104
11.230,-0.352,3116
11.232,0.090,3116
11.234,0.472,3116
11.236,0.782,3116
11.238,0.958,3116
11.240,0.895,3116
11.242,0.695,3116
11.244,0.347,3116
11.246,-0.050,3116
11.248,-0.465,3107
11.250,-0.905,3107
11.252,-1.300,3107
11.254,-1.610,3107
11.256,-1.782,3107
11.258,-1.827,3107
11.260,-1.712,3107
11.262,-1.492,3107
11.264,-1.140,3107
11.266,-0.740,3107
11.268,-0.333,3124
11.270,0.117,3124
11.272,0.517,3124
11.274,0.833,3124
11.276,1.020,3124
11.278,1.073,3124
11.280,0.703,3124
11.282,0.410,3124
11.284,0.013,3124
11.286,-0.422,3114
11.288,-0.868,3114
11.290,-1.258,3114
11.292,-1.575,3114
11.294,-1.768,3114
11.296,-1.817,3114
11.298,-1.710,3114
11.300,-1.482,3114
11.302,-1.135,3114
11.304,-0.733,3114
11.306,-0.302,3131
11.308,0.135,3131
11.310,0.535,3131
11.312,0.850,3131
11.314,1.032,3131
11.316,1.077,3131
11.318,0.988,3131
11.320,0.340,3131
11.322,-0.007,3131
11.324,-0.427,3125
11.326,-0.863,3125
11.328,-1.250,3125
11.330,-1.570,3125
11.332,-1.762,3125
11.334,-1.812,3125
11.336,-1.708,3125
11.338,-1.490,3125
11.340,-1.147,3125
11.342,-0.752,3125
11.344,-0.343,3148
11.346,0.098,3148
11.348,0.495,3148
11.350,0.795,3148
11.352,0.995,3148
11.354,1.038,3148
11.356,0.938,3148
11.358,0.705,3148
11.360,-0.092,3148
11.362,-0.485,3130
11.364,-1.312,3130
11.366,-1.583,3130
11.368,-1.772,3130
11.370,-1.823,3130
11.372,-1.712,3130
11.374,-1.495,3130
11.376,-1.163,3130
11.378,-0.762,3130
11.380,-0.343,3116
11.382,0.115,3116
11.384,0.502,3116
11.386,0.812,3116
11.388,1.005,3116
11.390,1.058,3116
11.392,0.958,3116
11.394,0.738,3116
11.396,0.383,3116
11.398,-0.020,3116
11.400,-0.940,3136
11.402,-1.580,3136
11.404,-1.762,3136
11.406,-1.808,3136
11.408,-1.698,3136
11.410,-1.458,3136
11.412,-1.103,3136
11.414,-0.703,3136
11.416,-0.282,3129
11.418,0.147,3129
11.420,0.540,3129
11.422,0.855,3129
11.424,1.035,3129
11.426,1.087,3129
11.428,0.990,3129
11.430,0.743,3129
11.432,0.410,3129
11.434,0.018,3129
11.436,-0.417,3123
11.438,-0.858,3123
11.440,-1.607,3123
11.442,-1.748,3123
11.444,-1.817,3123
11.446,-1.728,3123
11.448,-1.512,3123
11.450,-1.177,3123
11.452,-0.782,3123
11.454,-0.380,3128
11.456,0.052,3128
11.458,0.450,3128
11.460,0.760,3128
11.462,0.955,3128
11.464,1.030,3128
11.466,0.940,3128
11.468,0.718,3128
11.470,0.393,3128
11.472,-0.007,3128
11.474,-0.427,3138
11.476,-0.863,3138
11.478,-1.258,3138
11.480,-1.788,3138
11.482,-1.830,3138
11.484,-1.732,3138
11.486,-1.502,3138
11.488,-1.147,3138
11.490,-0.748,3138
11.492,-0.328,3128
11.494,0.107,3128
11.496,0.507,3128
11.498,0.820,3128
11.500,1.010,3128
11.502,1.067,3128
11.504,0.978,3128
11.506,0.748,3128
11.508,0.412,3128
11.510,0.022,3128
11.512,-0.420,3130
11.514,-0.868,3130
11.516,-1.260,3130
11.518,-1.583,3130
