Czas_Wzgledny(s),EKG_Surowe(mV),PPG_Surowe(ADC)
20.376,-1.100,3137
20.380,-0.583,3137
20.384,-0.035,3137
20.388,0.512,3115
20.392,1.010,3115
20.396,1.337,3115
20.400,1.417,3115
20.404,1.218,3115
20.408,0.828,3115
20.412,0.347,3115
20.416,-0.182,3115
20.420,-0.743,3115
20.424,-1.312,3138
20.428,-1.812,3138
20.432,-2.132,3138
20.436,-2.270,3138
20.440,-2.243,3138
20.444,-2.013,3138
20.448,-1.633,3138
20.452,-1.135,3138
20.456,-0.605,3138
20.460,-0.050,3138
20.464,0.517,3127
20.468,1.018,3127
20.472,1.345,3127
20.476,1.492,3127
20.480,1.173,3127
20.484,0.823,3127
20.488,0.357,3127
20.492,-0.177,3127
20.496,-0.733,3127
20.500,-1.302,3143
20.504,-1.800,3143
20.508,-2.123,3143
20.512,-2.263,3143
20.516,-2.217,3143
20.520,-1.992,3143
20.524,-1.607,3143
20.528,-1.103,3143
20.532,-0.578,3143
20.536,-0.028,3143
20.540,0.540,3134
20.544,1.032,3134
20.548,1.377,3134
20.552,1.508,3134
20.556,1.472,3134
20.560,0.767,3134
20.564,0.352,3134
20.568,-0.595,3134
20.572,-1.323,3141
20.576,-1.827,3141
20.580,-2.130,3141
20.584,-2.268,3141
20.588,-2.217,3141
20.592,-1.990,3141
20.596,-1.603,3141
20.600,-1.097,3141
20.604,-0.565,3141
20.608,-0.010,3141
20.612,0.555,3090
20.616,1.048,3090
20.620,1.375,3090
20.624,1.518,3090
20.628,1.472,3090
20.632,1.232,3090
20.636,0.845,3090
20.640,-0.273,3090
20.644,-0.745,3090
20.648,-1.312,3150
20.652,-1.817,3150
20.656,-2.138,3150
20.660,-2.283,3150
20.664,-2.243,3150
20.668,-2.022,3150
20.672,-1.630,3150
20.676,-1.147,3150
20.680,-0.613,3150
20.684,-0.060,3150
20.688,0.507,3122
20.692,1.002,3122
20.696,1.333,3122
20.700,1.482,3122
20.704,1.430,3122
20.708,1.198,3122
20.712,0.820,3122
20.716,0.338,3122
20.720,-0.882,3122
20.724,-1.312,3095
20.728,-2.152,3095
20.732,-2.268,3095
20.736,-2.188,3095
20.740,-1.972,3095
20.744,-1.520,3095
20.748,-1.077,3095
20.752,-0.542,3095
20.756,-0.030,3095
20.760,0.527,3121
20.764,1.052,3121
20.768,1.353,3121
20.772,1.468,3121
20.776,1.423,3121
20.780,1.188,3121
20.784,0.790,3121
20.788,0.300,3121
20.792,-0.223,3121
20.796,-0.782,3121
20.800,-1.960,3121
20.804,-2.292,3121
20.808,-2.217,3121
20.812,-1.988,3121
20.816,-1.603,3121
20.820,-1.093,3121
20.824,-0.562,3121
20.828,0.018,3121
20.832,0.573,3131
20.836,1.055,3131
20.840,1.383,3131
20.844,1.528,3131
20.848,1.488,3131
20.852,1.238,3131
20.856,0.853,3131
20.860,0.357,3131
20.864,-0.177,3131
20.868,-0.735,3131
20.872,-1.300,3112
20.876,-1.802,3112
20.880,-2.248,3112
20.884,-2.203,3112
20.888,-1.978,3112
20.892,-1.583,3112
20.896,-1.093,3112
20.900,-0.570,3112
20.904,-0.020,3112
20.908,0.537,3112
20.912,1.018,3109
20.916,1.347,3109
20.920,1.492,3109
20.924,1.452,3109
20.928,1.198,3109
20.932,0.833,3109
20.936,0.338,3109
20.940,-0.195,3109
20.944,-0.750,3109
20.948,-1.323,3118
20.952,-1.823,3118
20.956,-2.127,3118
20.960,-2.178,3118
20.964,-1.968,3118
20.968,-1.567,3118
20.972,-1.067,3118
20.976,-0.537,3118
20.980,0.022,3118
20.984,0.557,3118
20.988,1.040,3122
20.992,1.383,3122
20.996,1.515,3122
21.000,1.468,3122
21.004,1.220,3122
21.008,0.825,3122
21.012,0.333,3122
21.016,-0.212,3122
21.020,-0.767,3122
21.024,-1.337,3122
21.028,-1.815,3120
21.032,-2.135,3120
21.036,-2.268,3120
21.040,-1.948,3120
21.044,-1.580,3120
21.048,-1.103,3120
21.052,-0.578,3120
21.056,-0.022,3120
21.060,0.537,3120
21.064,1.028,3124
21.068,1.373,3124
21.072,1.508,3124
21.076,1.482,3124
21.080,1.232,3124
21.084,0.853,3124
21.088,0.352,3124
21.092,-0.175,3124
21.096,-0.730,3124
21.100,-1.292,3124
21.104,-1.775,3106
21.108,-2.092,3106
21.112,-2.217,3106
21.116,-2.178,3106
21.120,-1.488,3106
21.124,-1.048,3106
21.128,-0.542,3106
21.132,0.018,3106
21.136,0.568,3106
21.140,1.048,3109
21.144,1.377,3109
21.148,1.508,3109
21.152,1.460,3109
21.156,1.208,3109
21.160,0.812,3109
21.164,0.307,3109
21.168,-0.217,3109
21.172,-0.772,3109
21.176,-1.327,3109
21.180,-1.802,3119
21.184,-2.107,3119
21.188,-2.225,3119
21.192,-2.188,3119
21.196,-1.962,3119
21.200,-0.988,3119
21.204,-0.552,3119
21.208,-0.013,3119
21.212,0.547,3119
21.216,1.028,3130
21.220,1.357,3130
21.224,1.500,3130
21.228,1.460,3130
21.232,1.212,3130
21.236,0.823,3130
21.240,0.333,3130
21.244,-0.207,3130
21.248,-0.767,3130
21.252,-1.335,3130
21.256,-1.812,3114
21.260,-2.127,3114
21.264,-2.252,3114
21.268,-2.197,3114
21.272,-1.972,3114
21.276,-1.573,3114
21.280,-0.458,3114
21.284,0.015,3114
21.288,0.562,3114
21.292,1.038,3108
21.296,1.367,3108
21.300,1.492,3108
21.304,1.455,3108
21.308,1.208,3108
21.312,0.820,3108
21.316,0.295,3108
21.320,-0.207,3108
21.324,-0.752,3108
21.328,-1.323,3108
21.332,-1.782,3125
21.336,-2.103,3125
21.340,-2.228,3125
21.344,-2.188,3125
21.348,-1.952,3125
21.352,-1.548,3125
21.356,-1.058,3125
21.360,0.107,3125
21.364,0.588,3125
21.368,1.038,3140
21.372,1.357,3140
21.376,1.488,3140
21.380,1.427,3140
21.384,1.183,3140
21.388,0.787,3140
21.392,0.300,3140
21.396,-0.223,3140
21.400,-0.785,3140
21.404,-1.353,3140
21.408,-1.833,3102
21.412,-2.150,3102
21.416,-2.283,3102
21.420,-2.223,3102
21.424,-1.982,3102
21.428,-1.583,3102
21.432,-1.083,3102
21.436,-0.560,3102
21.440,0.652,3102
21.444,1.040,3135
21.448,1.380,3135
21.452,1.510,3135
21.456,1.472,3135
21.460,1.228,3135
21.464,0.835,3135
21.468,0.338,3135
21.472,-0.203,3135
21.476,-0.765,3135
21.480,-1.333,3135
21.484,-1.815,3114
21.488,-2.140,3114
21.492,-2.265,3114
21.496,-2.217,3114
21.500,-1.988,3114
21.504,-1.607,3114
21.508,-1.107,3114
21.512,-0.583,3114
21.516,-0.048,3114
21.520,1.073,3125
21.524,1.488,3125
21.528,1.438,3125
21.532,1.205,3125
21.536,0.823,3125
21.540,0.310,3125
21.544,-0.210,3125
21.548,-0.767,3125
21.552,-1.335,3125
21.556,-1.810,3141
21.560,-2.127,3141
21.564,-2.257,3141
21.568,-2.208,3141
21.572,-1.972,3141
21.576,-1.573,3141
21.580,-1.067,3141
21.584,-0.535,3141
21.588,0.043,3141
21.592,0.598,3141
21.596,1.080,3134
21.600,1.532,3134
21.604,1.482,3134
21.608,1.228,3134
21.612,0.848,3134
21.616,0.352,3134
21.620,-0.188,3134
21.624,-0.757,3134
21.628,-1.330,3134
21.632,-1.808,3123
21.636,-2.130,3123
21.640,-2.257,3123
21.644,-2.208,3123
21.648,-1.975,3123
21.652,-1.573,3123
21.656,-1.062,3123
21.660,-0.540,3123
21.664,0.028,3123
21.668,0.578,3123
21.672,1.067,3120
21.676,1.380,3120
21.680,1.433,3120
21.684,1.218,3120
21.688,0.818,3120
21.692,0.310,3120
21.696,-0.220,3120
21.700,-0.835,3120
21.704,-1.347,3120
21.708,-1.823,3128
21.712,-2.145,3128
21.716,-2.270,3128
21.720,-2.223,3128
21.724,-1.985,3128
21.728,-1.580,3128
21.732,-1.097,3128
21.736,-0.570,3128
21.740,-0.020,3128
21.744,0.542,3128
21.748,1.028,3138
21.752,1.353,3138
21.756,1.490,3138
21.760,1.140,3138
21.764,0.795,3138
21.768,0.302,3138
21.772,-0.228,3138
21.776,-0.802,3138
21.780,-1.365,3138
21.784,-1.843,3119
21.788,-2.167,3119
21.792,-2.292,3119
21.796,-2.248,3119
21.800,-2.005,3119
21.804,-1.613,3119
21.808,-1.100,3119
21.812,-0.568,3119
21.816,-0.010,3119
21.820,0.568,3119
21.824,1.048,3123
21.828,1.357,3123
21.832,1.492,3123
21.836,1.452,3123
21.840,0.735,3123
21.844,0.307,3123
21.848,-0.215,3123
21.852,-0.772,3123
21.856,-1.327,3123
21.860,-1.805,3112
21.864,-2.127,3112
21.868,-2.252,3112
21.872,-2.188,3112
21.876,-1.948,3112
21.880,-1.548,3112
21.884,-1.042,3112
21.888,-0.520,3112
21.892,0.043,3112
21.896,0.580,3112
21.900,1.055,3123
21.904,1.375,3123
21.908,1.500,3123
21.912,1.450,3123
21.916,1.192,3123
21.920,0.242,3123
21.924,-0.242,3123
21.928,-0.762,3123
21.932,-1.315,3123
21.936,-1.788,3123
21.940,-2.107,3117
21.944,-2.248,3117
21.948,-2.188,3117
21.952,-1.952,3117
21.956,-1.565,3117
21.960,-1.070,3117
21.964,-0.547,3117
21.968,0.022,3117
21.972,0.568,3117
21.976,1.038,3117
21.980,1.357,3126
21.984,1.498,3126
21.988,1.433,3126
21.992,1.192,3126
21.996,0.777,3126
22.000,-0.333,3126
22.004,-0.782,3126
22.008,-1.345,3126
22.012,-1.817,3126
22.016,-2.127,3114
22.020,-2.252,3114
22.024,-2.183,3114
22.028,-1.942,3114
22.032,-1.540,3114
22.036,-1.042,3114
22.040,-0.512,3114
22.044,0.052,3114
22.048,0.598,3114
22.052,1.073,3114
22.056,1.387,3122
22.060,1.530,3122
22.064,1.478,3122
22.068,1.232,3122
22.072,0.843,3122
22.076,0.340,3122
22.080,-0.865,3122
22.084,-1.333,3122
22.088,-1.815,3122
22.092,-2.140,3110
22.096,-2.263,3110
22.100,-2.210,3110
22.104,-1.968,3110
22.108,-1.570,3110
22.112,-1.062,3110
22.116,-0.522,3110
22.120,0.033,3110
22.124,0.588,3110
22.128,1.065,3110
22.132,1.387,3099
22.136,1.518,3099
22.140,1.460,3099
22.144,1.212,3099
22.148,0.797,3099
22.152,0.302,3099
22.156,-0.228,3099
22.160,-1.420,3099
22.164,-1.815,3099
22.168,-2.123,3096
22.172,-2.250,3096
22.176,-2.188,3096
22.180,-1.952,3096
22.184,-1.548,3096
22.188,-1.052,3096
22.192,-0.497,3096
22.196,0.037,3096
22.200,0.583,3096
22.204,1.062,3096
22.208,1.383,3110
22.212,1.512,3110
22.216,1.460,3110
22.220,1.215,3110
22.224,0.818,3110
22.228,0.312,3110
22.232,-0.210,3110
22.236,-0.780,3110
22.240,-1.870,3110
22.244,-2.123,3100
22.248,-2.250,3100
22.252,-2.188,3100
22.256,-1.950,3100
22.260,-1.552,3100
22.264,-1.060,3100
22.268,-0.542,3100
22.272,0.020,3100
22.276,0.568,3100
22.280,1.038,3100
22.284,1.357,3128
22.288,1.492,3128
22.292,1.452,3128
22.296,1.202,3128
22.300,0.818,3128
22.304,0.312,3128
22.308,-0.212,3128
22.312,-0.782,3128
22.316,-1.343,3128
22.320,-2.203,3108
22.324,-2.203,3108
22.328,-1.978,3108
22.332,-1.583,3108
22.336,-1.095,3108
22.340,-0.573,3108
22.344,-0.018,3108
22.348,0.545,3108
22.352,1.018,3108
22.356,1.347,3103
22.360,1.485,3103
22.364,1.427,3103
22.368,1.183,3103
22.372,0.787,3103
22.376,0.297,3103
22.380,-0.228,3103
22.384,-0.782,3103
22.388,-1.347,3103
22.392,-1.817,3103
22.396,-2.138,3138
22.400,-2.163,3138
22.404,-1.887,3138
22.408,-1.552,3138
22.412,-1.052,3138
22.416,-0.527,3138
22.420,0.037,3138
22.424,0.578,3138
22.428,1.048,3138
22.432,1.370,3129
22.436,1.500,3129
22.440,1.458,3129
22.444,1.198,3129
22.448,0.818,3129
22.452,0.310,3129
22.456,-0.215,3129
22.460,-0.782,3129
22.464,-1.347,3129
22.468,-1.833,3129
22.472,-2.143,3126
22.476,-2.283,3126
22.480,-1.942,3126
22.484,-1.585,3126
22.488,-1.087,3126
22.492,-0.552,3126
22.496,0.018,3126
22.500,0.578,3126
22.504,1.032,3126
22.508,1.360,3133
22.512,1.498,3133
22.516,1.462,3133
22.520,1.215,3133
22.524,0.823,3133
22.528,0.318,3133
22.532,-0.212,3133
22.536,-0.770,3133
22.540,-1.327,3133
22.544,-1.808,3133
22.548,-2.107,3136
22.552,-2.225,3136
22.556,-2.183,3136
22.560,-1.472,3136
22.564,-1.048,3136
22.568,-0.507,3136
22.572,0.055,3136
22.576,0.608,3136
22.580,1.077,3136
22.584,1.397,3105
22.588,1.518,3105
22.592,1.470,3105
22.596,1.218,3105
22.600,0.818,3105
22.604,0.307,3105
22.608,-0.225,3105
22.612,-0.802,3105
22.616,-1.367,3105
22.620,-1.843,3105
22.624,-2.147,3154
22.628,-2.280,3154
22.632,-2.220,3154
22.636,-1.982,3154
22.640,-0.983,3154
22.644,-0.542,3154
22.648,0.028,3154
22.652,0.578,3154
22.656,1.052,3154
22.660,1.377,3131
22.664,1.508,3131
22.668,1.460,3131
22.672,1.208,3131
22.676,0.797,3131
22.680,0.297,3131
22.684,-0.233,3131
22.688,-0.807,3131
22.692,-1.367,3131
22.696,-1.843,3131
22.700,-2.145,3134
22.704,-2.270,3134
22.708,-2.208,3134
22.712,-1.968,3134
22.716,-1.552,3134
22.720,-0.427,3134
22.724,0.043,3134
22.728,0.588,3134
22.732,1.067,3134
22.736,1.397,3140
22.740,1.518,3140
22.744,1.462,3140
22.748,1.208,3140
22.752,0.812,3140
22.756,0.300,3140
22.760,-0.233,3140
22.764,-0.807,3140
22.768,-1.363,3140
22.772,-1.823,3140
22.776,-2.125,3116
22.780,-2.252,3116
22.784,-2.183,3116
22.788,-1.948,3116
22.792,-1.540,3116
22.796,-1.032,3116
22.800,0.142,3116
22.804,0.608,3116
22.808,1.095,3116
22.812,1.413,3121
22.816,1.542,3121
22.820,1.492,3121
22.824,1.238,3121
22.828,0.843,3121
22.832,0.347,3121
22.836,-0.203,3121
22.840,-0.772,3121
22.844,-1.340,3121
22.848,-1.815,3121
22.852,-2.127,3137
22.856,-2.252,3137
22.860,-2.192,3137
22.864,-1.952,3137
22.868,-1.545,3137
22.872,-1.018,3137
22.876,-0.527,3137
22.880,0.672,3137
22.884,1.055,3137
22.888,1.370,3138
22.892,1.492,3138
22.896,1.417,3138
22.900,1.177,3138
22.904,0.772,3138
22.908,0.280,3138
22.912,-0.247,3138
22.916,-0.810,3138
22.920,-1.373,3138
22.924,-1.843,3138
22.928,-2.147,3115
22.932,-2.272,3115
22.936,-2.212,3115
22.940,-1.968,3115
22.944,-1.558,3115
22.948,-1.050,3115
22.952,-0.522,3115
22.956,0.058,3115
22.960,1.157,3115
22.964,1.397,3132
22.968,1.538,3132
22.972,1.488,3132
22.976,1.218,3132
22.980,0.820,3132
22.984,0.335,3132
22.988,-0.217,3132
22.992,-0.772,3132
22.996,-1.343,3132
23.000,-1.815,3132
23.004,-2.123,3132
23.008,-2.252,3138
23.012,-2.188,3138
23.016,-1.942,3138
23.020,-1.545,3138
23.024,-1.045,3138
23.028,-0.507,3138
23.032,0.052,3138
23.036,0.590,3138
23.040,1.415,3112
23.044,1.452,3112
23.048,1.188,3112
23.052,0.688,3112
23.056,0.273,3112
23.060,-0.245,3112
23.064,-0.812,3112
23.068,-1.373,3112
23.072,-1.833,3112
23.076,-2.132,3112
23.080,-2.257,3129
23.084,-2.188,3129
23.088,-1.948,3129
23.092,-1.542,3129
23.096,-1.042,3129
23.100,-0.507,3129
23.104,0.058,3129
23.108,0.613,3129
23.112,1.095,3129
23.116,1.407,3129
23.120,1.452,3123
23.124,0.760,3123
23.128,0.292,3123
23.132,-0.215,3123
23.136,-0.772,3123
23.140,-1.335,3123
23.144,-1.805,3123
23.148,-2.112,3123
23.152,-2.248,3105
23.156,-2.167,3105
23.160,-1.923,3105
23.164,-1.520,3105
23.168,-1.018,3105
23.172,-0.497,3105
23.176,0.058,3105
23.180,0.598,3105
23.184,1.070,3105
23.188,1.383,3105
23.192,1.508,3117
23.196,1.435,3117
23.200,0.728,3117
23.204,0.297,3117
23.208,-0.233,3117
23.212,-0.810,3117
23.216,-1.365,3117
23.220,-1.827,3117
23.224,-2.138,3117
23.228,-2.257,3101
23.232,-2.192,3101
23.236,-1.952,3101
23.240,-1.545,3101
23.244,-1.048,3101
23.248,-0.522,3101
23.252,0.070,3101
23.256,0.578,3101
23.260,1.038,3101
23.264,1.353,3101
23.268,1.485,3116
23.272,1.427,3116
23.276,1.090,3116
23.280,0.193,3116
23.284,-0.253,3116
23.288,-1.458,3116
23.292,-1.855,3116
23.296,-2.163,3116
23.300,-2.268,3130
23.304,-2.203,3130
23.308,-1.948,3130
23.312,-1.538,3130
23.316,-1.032,3130
23.320,-0.507,3130
23.324,0.060,3130
23.328,0.613,3130
23.332,1.077,3130
23.336,1.383,3130
23.340,1.502,3086
23.344,1.433,3086
23.348,1.177,3086
23.352,0.770,3086
23.356,0.265,3086
23.360,-0.915,3086
23.364,-1.407,3086
23.368,-1.850,3086
23.372,-2.147,3086
23.376,-2.263,3104
23.380,-2.192,3104
23.384,-1.948,3104
23.388,-1.548,3104
23.392,-1.052,3104
23.396,-0.527,3104
23.400,0.043,3104
23.404,0.578,3104
23.408,1.052,3104
23.412,1.367,3104
23.416,1.492,3120
23.420,1.425,3120
23.424,1.183,3120
23.428,0.780,3120
23.432,0.278,3120
23.436,-0.253,3120
23.440,-1.458,3120
23.444,-1.847,3120
23.448,-2.143,3120
23.452,-2.263,3122
23.456,-2.203,3122
23.460,-1.950,3122
23.464,-1.552,3122
23.468,-1.052,3122
23.472,-0.522,3122
23.476,0.037,3122
23.480,0.583,3122
23.484,1.048,3122
23.488,1.355,3122
23.492,1.490,3134
23.496,1.425,3134
23.500,1.177,3134
23.504,0.772,3134
23.508,0.275,3134
23.512,-0.253,3134
23.516,-0.823,3134
23.520,-1.883,3134
23.524,-2.125,3134
23.528,-2.250,3127
23.532,-2.180,3127
23.536,-1.942,3127
23.540,-1.540,3127
23.544,-1.035,3127
23.548,-0.507,3127
23.552,0.062,3127
23.556,0.608,3127
23.560,1.073,3127
23.564,1.390,3127
23.568,1.518,3135
23.572,1.460,3135
23.576,1.208,3135
23.580,0.797,3135
23.584,0.307,3135
23.588,-0.220,3135
23.592,-0.782,3135
23.596,-1.347,3135
23.600,-2.147,3135
23.604,-2.243,3146
23.608,-2.172,3146
23.612,-1.938,3146
23.616,-1.532,3146
23.620,-1.022,3146
23.624,-0.500,3146
23.628,0.065,3146
23.632,0.618,3146
23.636,1.133,3146
23.640,1.390,3146
23.644,1.502,3103
23.648,1.435,3103
23.652,1.180,3103
23.656,0.777,3103
23.660,0.260,3103
23.664,-0.282,3103
23.668,-0.833,3103
23.672,-1.387,3103
23.676,-1.855,3103
23.680,-2.260,3136
23.684,-1.927,3136
23.688,-1.528,3136
23.692,-1.022,3136
23.696,-0.495,3136
23.700,0.070,3136
23.704,0.620,3136
23.708,1.093,3136
23.712,1.413,3136
23.716,1.532,3113
23.720,1.458,3113
23.724,1.198,3113
23.728,0.782,3113
23.732,0.290,3113
23.736,-0.253,3113
23.740,-0.825,3113
23.744,-1.383,3113
23.748,-1.853,3113
23.752,-2.150,3113
23.756,-2.268,3118
23.760,-1.893,3118
23.764,-1.550,3118
23.768,-1.042,3118
23.772,-0.512,3118
23.776,0.058,3118
23.780,0.610,3118
23.784,1.087,3118
23.788,1.400,3118
23.792,1.530,3130
23.796,1.462,3130
23.800,1.208,3130
23.804,0.787,3130
23.808,0.290,3130
23.812,-0.253,3130
23.816,-0.820,3130
23.820,-1.383,3130
23.824,-1.847,3130
23.828,-2.140,3130
23.832,-2.260,3131
23.836,-2.192,3131
23.840,-1.460,3131
23.844,-1.030,3131
23.848,-0.497,3131
23.852,0.070,3131
23.856,0.620,3131
23.860,1.093,3131
23.864,1.413,3131
23.868,1.525,3117
23.872,1.452,3117
23.876,1.183,3117
23.880,0.772,3117
23.884,0.268,3117
23.888,-0.263,3117
23.892,-0.833,3117
23.896,-1.390,3117
23.900,-1.857,3117
23.904,-2.150,3117
23.908,-2.272,3126
23.912,-2.215,3126
23.916,-1.972,3126
23.920,-0.973,3126
23.924,-0.485,3126
23.928,0.065,3126
23.932,0.615,3126
23.936,1.087,3126
23.940,1.407,3126
23.944,1.528,3118
23.948,1.455,3118
23.952,1.180,3118
23.956,0.767,3118
23.960,0.263,3118
23.964,-0.268,3118
23.968,-0.833,3118
23.972,-1.385,3118
23.976,-1.845,3118
23.980,-2.138,3118
23.984,-2.257,3127
23.988,-2.188,3127
23.992,-1.935,3127
23.996,-1.530,3127
24.000,-0.390,3127
24.004,0.100,3127
24.008,0.618,3127
24.012,1.077,3127
24.016,1.387,3127
24.020,1.502,3127
24.024,1.413,3121
24.028,1.147,3121
24.032,0.755,3121
24.036,0.268,3121
24.040,-0.258,3121
24.044,-0.823,3121
24.048,-1.387,3121
24.052,-1.847,3121
24.056,-2.132,3121
24.060,-2.250,3121
24.064,-2.183,3107
24.068,-1.940,3107
24.072,-1.542,3107
24.076,-1.050,3107
24.080,0.117,3107
24.084,0.578,3107
24.088,1.050,3107
24.092,1.355,3107
24.096,1.470,3107
24.100,1.407,3113
24.104,1.145,3113
24.108,0.740,3113
24.112,0.247,3113
24.116,-0.282,3113
24.120,-0.853,3113
24.124,-1.395,3113
24.128,-1.857,3113
24.132,-2.160,3113
24.136,-2.268,3113
24.140,-2.203,3117
24.144,-1.942,3117
24.148,-1.538,3117
24.152,-1.028,3117
24.156,-0.502,3117
24.160,0.703,3117
24.164,1.087,3117
24.168,1.390,3117
24.172,1.502,3117
24.176,1.433,3111
24.180,1.157,3111
24.184,0.743,3111
24.188,0.247,3111
24.192,-0.287,3111
24.196,-0.850,3111
24.200,-1.407,3111
24.204,-1.870,3111
24.208,-2.167,3111
24.212,-2.283,3111
24.216,-2.212,3109
24.220,-1.952,3109
24.224,-1.542,3109
24.228,-1.028,3109
24.232,-0.497,3109
24.236,0.070,3109
24.240,1.145,3109
24.244,1.397,3109
24.248,1.512,3109
24.252,1.438,3109
24.256,1.163,3109
24.260,0.752,3109
24.264,0.250,3109
24.268,-0.287,3109
24.272,-0.860,3109
24.276,-1.413,3109
24.280,-1.870,3109
24.284,-2.163,3109
24.288,-2.270,3109
24.292,-2.195,3102
24.296,-1.938,3102
24.300,-1.528,3102
24.304,-1.012,3102
24.308,-0.487,3102
24.312,0.087,3102
24.316,0.627,3102
24.320,1.430,3102
24.324,1.502,3102
24.328,1.427,3107
24.332,1.163,3107
24.336,0.743,3107
24.340,0.247,3107
24.344,-0.282,3107
24.348,-0.853,3107
24.352,-1.393,3107
24.356,-1.860,3107
24.360,-2.147,3107
24.364,-2.260,3107
24.368,-2.180,3126
24.372,-1.933,3126
24.376,-1.528,3126
24.380,-1.028,3126
24.384,-0.500,3126
24.388,0.060,3126
24.392,0.608,3126
24.396,1.067,3126
24.400,1.488,3126
24.404,1.413,3074
24.408,1.147,3074
24.412,0.713,3074
24.416,0.245,3074
24.420,-0.285,3074
24.424,-0.850,3074
24.428,-1.393,3074
24.432,-1.853,3074
24.436,-2.143,3074
24.440,-2.248,3074
24.444,-2.178,3119
24.448,-1.905,3119
24.452,-1.502,3119
24.456,-0.988,3119
24.460,-0.453,3119
24.464,0.110,3119
24.468,0.662,3119
24.472,1.113,3119
24.476,1.417,3119
24.480,1.427,3130
24.484,0.777,3130
24.488,0.273,3130
24.492,-0.253,3130
24.496,-0.818,3130
24.500,-1.367,3130
24.504,-1.823,3130
24.508,-2.123,3130
24.512,-2.223,3130
24.516,-2.163,3122
24.520,-1.903,3122
24.524,-1.502,3122
24.528,-1.000,3122
24.532,-0.460,3122
24.536,0.098,3122
24.540,0.652,3122
24.544,1.103,3122
24.548,1.410,3122
24.552,1.528,3122
24.556,1.460,3138
24.560,0.632,3138
24.564,0.177,3138
24.568,-0.287,3138
24.572,-0.843,3138
24.576,-1.387,3138
24.580,-1.850,3138
24.584,-2.143,3138
24.588,-2.257,3138
24.592,-2.178,3140
24.596,-1.923,3140
24.600,-1.505,3140
24.604,-1.002,3140
24.608,-0.463,3140
24.612,0.092,3140
24.616,0.632,3140
24.620,1.107,3140
24.624,1.413,3140
24.628,1.518,3140
24.632,1.455,3126
24.636,1.177,3126
24.640,0.188,3126
24.644,-0.258,3126
24.648,-0.825,3126
24.652,-1.377,3126
24.656,-1.847,3126
24.660,-2.130,3126
24.664,-2.248,3126
24.668,-2.178,3130
24.672,-1.927,3130
24.676,-1.512,3130
24.680,-1.015,3130
24.684,-0.492,3130
24.688,0.070,3130
24.692,0.618,3130
24.696,1.073,3130
24.700,1.383,3130
24.704,1.498,3130
24.708,1.417,3128
24.712,1.137,3128
24.716,0.728,3128
24.720,-0.395,3128
24.724,-0.868,3128
24.728,-1.420,3128
24.732,-1.867,3128
24.736,-2.152,3128
24.740,-2.268,3128
24.744,-2.188,3149
24.748,-1.940,3149
24.752,-1.530,3149
24.756,-1.022,3149
24.760,-0.495,3149
24.764,0.072,3149
24.768,0.623,3149
24.772,1.095,3149
24.776,1.397,3149
24.780,1.518,3149
24.784,1.460,3121
24.788,1.177,3121
24.792,0.772,3121
24.796,0.268,3121
24.800,-0.927,3121
24.804,-1.383,3121
24.808,-1.847,3121
24.812,-2.135,3121
24.816,-2.243,3121
24.820,-2.167,3125
24.824,-1.903,3125
24.828,-1.502,3125
24.832,-0.983,3125
24.836,-0.463,3125
24.840,0.092,3125
24.844,0.627,3125
24.848,1.087,3125
24.852,1.383,3125
24.856,1.495,3125
24.860,1.413,3130
24.864,1.137,3130
24.868,0.718,3130
24.872,0.217,3130
24.876,-0.307,3130
24.880,-1.520,3130
24.884,-1.897,3130
24.888,-2.167,3130
24.892,-2.263,3130
24.896,-2.180,3127
24.900,-1.905,3127
24.904,-1.502,3127
24.908,-1.002,3127
24.912,-0.463,3127
24.916,0.080,3127
24.920,0.627,3127
24.924,1.093,3127
24.928,1.387,3127
24.932,1.502,3127
24.936,1.423,3128
24.940,1.143,3128
24.944,0.728,3128
24.948,0.223,3128
24.952,-0.323,3128
24.956,-0.887,3128
24.960,-1.960,3128
24.964,-2.178,3128
24.968,-2.288,3128
24.972,-2.197,3133
24.976,-1.933,3133
24.980,-1.522,3133
24.984,-1.002,3133
24.988,-0.450,3133
24.992,0.110,3133
24.996,0.662,3133
25.000,1.113,3133
25.004,1.407,3133
25.008,1.512,3133
25.012,1.433,3113
25.016,1.153,3113
25.020,0.745,3113
25.024,0.247,3113
25.028,-0.285,3113
25.032,-0.858,3113
25.036,-1.407,3113
25.040,-2.183,3113
25.044,-2.263,3113
25.048,-2.188,3113
25.052,-1.940,3117
25.056,-1.528,3117
25.060,-1.028,3117
25.064,-0.500,3117
25.068,0.072,3117
25.072,0.623,3117
25.076,1.100,3117
25.080,1.397,3117
25.084,1.535,3117
25.088,1.465,3117
25.092,1.208,3118
25.096,0.780,3118
25.100,0.287,3118
25.104,-0.250,3118
25.108,-0.825,3118
25.112,-1.383,3118
25.116,-1.850,3118
25.120,-2.283,3118
25.124,-2.167,3125
25.128,-1.923,3125
25.132,-1.522,3125
25.136,-1.012,3125
25.140,-0.487,3125
25.144,0.077,3125
25.148,0.623,3125
25.152,1.093,3125
25.156,1.397,3125
25.160,1.528,3125
25.164,1.452,3125
25.168,1.177,3117
25.172,0.748,3117
25.176,0.253,3117
25.180,-0.290,3117
25.184,-0.858,3117
25.188,-1.417,3117
25.192,-1.893,3117
25.196,-2.165,3117
25.200,-2.147,3105
