Czas_Wzgledny(s),EKG_Surowe(mV),PPG_Surowe(ADC)
227.584,1.343,3127
227.588,1.528,3127
227.592,1.532,3127
227.596,1.333,3127
227.600,0.372,3127
227.604,-0.083,3138
227.608,-0.652,3138
227.612,-1.212,3138
227.616,-1.735,3138
227.620,-2.123,3138
227.624,-2.303,3138
227.628,-2.303,3138
227.632,-2.123,3138
227.636,-1.748,3138
227.640,-1.260,3138
227.644,-0.725,3108
227.648,-0.150,3108
227.652,0.417,3108
227.656,0.938,3108
227.660,1.337,3108
227.664,1.528,3108
227.668,1.538,3108
227.672,1.343,3108
227.676,0.978,3108
227.680,-0.145,3150
227.684,-1.232,3150
227.688,-1.730,3150
227.692,-2.107,3150
227.696,-2.288,3150
227.700,-2.290,3150
227.704,-2.103,3150
227.708,-1.657,3150
227.712,-1.235,3150
227.716,-0.698,3139
227.720,-0.113,3139
227.724,0.448,3139
227.728,0.983,3139
227.732,1.377,3139
227.736,1.580,3139
227.740,1.590,3139
227.744,1.390,3139
227.748,0.448,3139
227.752,-0.033,3110
227.756,-0.610,3110
227.760,-1.815,3110
227.764,-2.132,3110
227.768,-2.333,3110
227.772,-2.342,3110
227.776,-2.167,3110
227.780,-1.810,3110
227.784,-1.323,3110
227.788,-0.765,3141
227.792,-0.185,3141
227.796,0.390,3141
227.800,0.922,3141
227.804,1.330,3141
227.808,1.532,3141
227.812,1.550,3141
227.816,1.377,3141
227.820,1.010,3141
227.824,0.527,3141
227.828,-0.025,3133
227.832,-0.613,3133
227.836,-1.175,3133
227.840,-2.127,3133
227.844,-2.272,3133
227.848,-2.285,3133
227.852,-2.103,3133
227.856,-1.742,3133
227.860,-1.258,3133
227.864,-0.728,3134
227.868,-0.163,3134
227.872,0.412,3134
227.876,0.935,3134
227.880,1.335,3134
227.884,1.538,3134
227.888,1.555,3134
227.892,1.373,3134
227.896,1.010,3134
227.900,0.530,3134
227.904,-0.018,3126
227.908,-0.593,3126
227.912,-1.163,3126
227.916,-1.685,3126
227.920,-2.265,3126
227.924,-2.272,3126
227.928,-2.090,3126
227.932,-1.722,3126
227.936,-1.222,3126
227.940,-0.688,3107
227.944,-0.117,3107
227.948,0.448,3107
227.952,0.988,3107
227.956,1.373,3107
227.960,1.558,3107
227.964,1.577,3107
227.968,1.387,3107
227.972,1.015,3107
227.976,0.530,3107
227.980,-0.028,3117
227.984,-0.613,3117
227.988,-1.183,3117
227.992,-1.712,3117
227.996,-2.103,3117
228.000,-2.292,3117
228.004,-2.127,3117
228.008,-1.778,3117
228.012,-1.292,3117
228.016,-0.733,3122
228.020,-0.168,3122
228.024,0.415,3122
228.028,0.943,3122
228.032,1.343,3122
228.036,1.542,3122
228.040,1.548,3122
228.044,1.357,3122
228.048,0.995,3122
228.052,0.507,3122
228.056,-0.048,3086
228.060,-0.625,3086
228.064,-1.192,3086
228.068,-1.722,3086
228.072,-2.112,3086
228.076,-2.292,3086
228.080,-2.067,3086
228.084,-1.765,3086
228.088,-1.255,3086
228.092,-0.708,3086
228.096,-0.068,3122
228.100,0.953,3122
228.104,1.347,3122
228.108,1.550,3122
228.112,1.570,3122
228.116,1.387,3122
228.120,1.030,3122
228.124,0.547,3122
228.128,0.018,3109
228.132,-1.225,3109
228.136,-1.688,3109
228.140,-2.083,3109
228.144,-2.270,3109
228.148,-2.288,3109
228.152,-2.112,3109
228.156,-1.762,3109
228.160,-0.640,3128
228.164,0.420,3128
228.168,0.938,3128
228.172,1.340,3128
228.176,1.540,3128
228.180,1.552,3128
228.184,1.370,3128
228.188,1.008,3128
228.192,0.527,3128
228.196,-0.025,3128
228.200,-0.588,3136
228.204,-1.177,3136
228.208,-1.708,3136
228.212,-2.092,3136
228.216,-2.285,3136
228.220,-2.297,3136
228.224,-2.103,3136
228.228,-1.745,3136
228.232,-1.258,3136
228.236,-0.715,3136
228.240,0.527,3116
228.244,1.353,3116
228.248,1.555,3116
228.252,1.583,3116
228.256,1.407,3116
228.260,1.048,3116
228.264,0.552,3116
228.268,0.022,3116
228.272,-0.552,3116
228.276,-1.150,3116
228.280,-1.675,3116
228.284,-2.053,3116
228.288,-2.257,3116
228.292,-2.268,3116
228.296,-2.090,3116
228.300,-1.728,3116
228.304,-1.232,3116
228.308,-0.690,3116
228.312,-0.128,3109
228.316,0.460,3109
228.320,1.407,3109
228.324,1.567,3109
228.328,1.583,3109
228.332,1.393,3109
228.336,1.030,3109
228.340,0.542,3109
228.344,-0.005,3109
228.348,-0.568,3110
228.352,-1.167,3110
228.356,-1.692,3110
228.360,-2.083,3110
228.364,-2.268,3110
228.368,-2.285,3110
228.372,-2.098,3110
228.376,-1.732,3110
228.380,-1.235,3110
228.384,-0.698,3110
228.388,-0.138,3111
228.392,0.438,3111
228.396,0.980,3111
228.400,1.593,3111
228.404,1.573,3111
228.408,1.317,3111
228.412,0.998,3111
228.416,0.527,3111
228.420,0.013,3111
228.424,-0.562,3115
228.428,-1.143,3115
228.432,-1.670,3115
228.436,-2.053,3115
228.440,-2.257,3115
228.444,-2.272,3115
228.448,-2.085,3115
228.452,-1.740,3115
228.456,-1.258,3115
228.460,-0.723,3115
228.464,-0.163,3107
228.468,0.422,3107
228.472,1.415,3107
228.476,1.573,3107
228.480,1.367,3107
228.484,1.032,3107
228.488,0.537,3107
228.492,-0.033,3107
228.496,-0.575,3142
228.500,-1.170,3142
228.504,-1.683,3142
228.508,-2.083,3142
228.512,-2.295,3142
228.516,-2.127,3142
228.520,-1.778,3142
228.524,-1.298,3142
228.528,-0.745,3142
228.532,-0.190,3107
228.536,0.400,3107
228.540,0.935,3107
228.544,1.347,3107
228.548,1.558,3107
228.552,1.583,3107
228.556,1.407,3107
228.560,0.472,3107
228.564,-0.022,3107
228.568,-0.552,3124
228.572,-1.140,3124
228.576,-1.667,3124
228.580,-2.058,3124
228.584,-2.263,3124
228.588,-2.292,3124
228.592,-2.125,3124
228.596,-1.788,3124
228.600,-1.305,3124
228.604,-0.755,3124
228.608,-0.207,3108
228.612,0.393,3108
228.616,0.917,3108
228.620,1.333,3108
228.624,1.538,3108
228.628,1.573,3108
228.632,1.395,3108
228.636,1.048,3108
228.640,-0.072,3108
228.644,-0.578,3143
228.648,-1.147,3143
228.652,-1.665,3143
228.656,-2.047,3143
228.660,-2.250,3143
228.664,-2.268,3143
228.668,-2.092,3143
228.672,-1.738,3143
228.676,-1.255,3143
228.680,-0.713,3143
228.684,-0.165,3121
228.688,0.422,3121
228.692,0.948,3121
228.696,1.353,3121
228.700,1.555,3121
228.704,1.583,3121
228.708,1.397,3121
228.712,1.032,3121
228.716,0.547,3121
228.720,-0.657,3137
228.724,-1.673,3137
228.728,-2.062,3137
228.732,-2.270,3137
228.736,-2.292,3137
228.740,-2.112,3137
228.744,-1.772,3137
228.748,-1.262,3137
228.752,-0.730,3137
228.756,-0.163,3129
228.760,0.422,3129
228.764,0.945,3129
228.768,1.345,3129
228.772,1.550,3129
228.776,1.573,3129
228.780,1.385,3129
228.784,1.028,3129
228.788,0.542,3129
228.792,-0.013,3129
228.796,-0.575,3122
228.800,-1.788,3122
228.804,-2.103,3122
228.808,-2.297,3122
228.812,-2.310,3122
228.816,-2.132,3122
228.820,-1.785,3122
228.824,-1.288,3122
228.828,-0.748,3122
228.832,-0.182,3136
228.836,0.407,3136
228.840,0.927,3136
228.844,1.343,3136
228.848,1.577,3136
228.852,1.577,3136
228.856,1.393,3136
228.860,1.038,3136
228.864,0.552,3136
228.868,0.020,3136
228.872,-0.562,3145
228.876,-1.153,3145
228.880,-2.138,3145
228.884,-2.292,3145
228.888,-2.337,3145
228.892,-2.135,3145
228.896,-1.782,3145
228.900,-1.302,3145
228.904,-0.743,3145
228.908,-0.180,3120
228.912,0.427,3120
228.916,0.943,3120
228.920,1.353,3120
228.924,1.570,3120
228.928,1.595,3120
228.932,1.423,3120
228.936,1.062,3120
228.940,0.583,3120
228.944,0.058,3120
228.948,-0.522,3130
228.952,-1.113,3130
228.956,-1.645,3130
228.960,-2.257,3130
228.964,-2.062,3130
228.968,-1.732,3130
228.972,-1.255,3130
228.976,-0.723,3130
228.980,-0.172,3131
228.984,0.410,3131
228.988,0.938,3131
228.992,1.340,3131
228.996,1.545,3131
229.000,1.577,3131
229.004,1.397,3131
229.008,1.038,3131
229.012,0.568,3131
229.016,0.037,3131
229.020,-0.537,3120
229.024,-1.127,3120
229.028,-1.653,3120
229.032,-2.038,3120
229.036,-2.248,3120
229.040,-2.047,3120
229.044,-1.762,3120
229.048,-1.258,3120
229.052,-0.723,3120
229.056,-0.147,3133
229.060,0.438,3133
229.064,0.955,3133
229.068,1.377,3133
229.072,1.577,3133
229.076,1.587,3133
229.080,1.407,3133
229.084,1.048,3133
229.088,0.562,3133
229.092,0.022,3133
229.096,-0.545,3133
229.100,-1.133,3123
229.104,-1.673,3123
229.108,-2.060,3123
229.112,-2.263,3123
229.116,-2.272,3123
229.120,-1.673,3123
229.124,-1.262,3123
229.128,-0.713,3123
229.132,-0.163,3123
229.136,0.422,3111
229.140,0.953,3111
229.144,1.355,3111
229.148,1.552,3111
229.152,1.585,3111
229.156,1.413,3111
229.160,1.058,3111
229.164,0.578,3111
229.168,0.048,3111
229.172,-0.537,3111
229.176,-1.127,3117
229.180,-1.685,3117
229.184,-2.067,3117
229.188,-2.280,3117
229.192,-2.308,3117
229.196,-2.132,3117
229.200,-1.215,3117
229.204,-0.748,3117
229.208,-0.200,3117
229.212,0.410,3118
229.216,0.932,3118
229.220,1.333,3118
229.224,1.542,3118
229.228,1.577,3118
229.232,1.407,3118
229.236,0.477,3118
229.240,0.037,3118
229.244,-0.550,3118
229.248,-1.147,3101
229.252,-1.692,3101
229.256,-2.090,3101
229.260,-2.283,3101
229.264,-2.297,3101
229.268,-2.123,3101
229.272,-1.780,3101
229.276,-1.300,3101
229.280,-0.098,3101
229.284,0.953,3101
229.288,1.340,3101
229.292,1.542,3101
229.296,1.577,3101
229.300,1.405,3101
229.304,1.052,3101
229.308,0.575,3101
229.312,0.037,3101
229.316,-0.540,3101
229.320,-1.127,3159
229.324,-1.665,3159
229.328,-2.053,3159
229.332,-2.263,3159
229.336,-2.272,3159
229.340,-2.105,3159
229.344,-1.748,3159
229.348,-1.258,3159
229.352,-0.728,3159
229.356,-0.177,3159
229.360,1.008,3106
229.364,1.530,3106
229.368,1.548,3106
229.372,1.360,3106
229.376,1.012,3106
229.380,0.527,3106
229.384,-0.018,3106
229.388,-0.573,3106
229.392,-1.163,3097
229.396,-1.702,3097
229.400,-2.098,3097
229.404,-2.292,3097
229.408,-2.310,3097
229.412,-2.143,3097
229.416,-1.802,3097
229.420,-1.308,3097
229.424,-0.752,3097
229.428,-0.200,3097
229.432,0.385,3107
229.436,0.917,3107
229.440,1.560,3107
229.444,1.580,3107
229.448,1.417,3107
229.452,1.067,3107
229.456,0.590,3107
229.460,0.070,3107
229.464,-0.502,3107
229.468,-1.083,3115
229.472,-1.633,3115
229.476,-2.022,3115
229.480,-2.228,3115
229.484,-2.280,3115
229.488,-2.123,3115
229.492,-1.790,3115
229.496,-1.323,3115
229.500,-0.777,3115
229.504,-0.223,3115
229.508,0.352,3132
229.512,0.900,3132
229.516,1.308,3132
229.520,1.550,3132
229.524,1.397,3132
229.528,1.050,3132
229.532,0.573,3132
229.536,0.043,3132
229.540,-0.527,3132
229.544,-1.107,3130
229.548,-1.665,3130
229.552,-2.058,3130
229.556,-2.272,3130
229.560,-2.300,3130
229.564,-2.130,3130
229.568,-1.775,3130
229.572,-1.308,3130
229.576,-0.767,3130
229.580,-0.207,3130
229.584,0.375,3138
229.588,0.912,3138
229.592,1.343,3138
229.596,1.540,3138
229.600,1.350,3138
229.604,1.038,3138
229.608,0.557,3138
229.612,-0.133,3138
229.616,-0.550,3138
229.620,-1.145,3129
229.624,-1.692,3129
229.628,-2.087,3129
229.632,-2.283,3129
229.636,-2.305,3129
229.640,-2.143,3129
229.644,-1.802,3129
229.648,-1.323,3129
229.652,-0.767,3129
229.656,-0.217,3129
229.660,0.367,3135
229.664,0.907,3135
229.668,1.308,3135
229.672,1.518,3135
229.676,1.555,3135
229.680,0.958,3135
229.684,0.532,3135
229.688,0.022,3135
229.692,-0.552,3135
229.696,-1.137,3131
229.700,-1.685,3131
229.704,-2.085,3131
229.708,-2.283,3131
229.712,-2.308,3131
229.716,-2.143,3131
229.720,-1.800,3131
229.724,-1.327,3131
229.728,-0.775,3131
229.732,-0.217,3131
229.736,0.365,3133
229.740,0.897,3133
229.744,1.302,3133
229.748,1.510,3133
229.752,1.550,3133
229.756,1.383,3133
229.760,0.453,3133
229.764,-0.013,3133
229.768,-0.570,3133
229.772,-1.143,3141
229.776,-1.698,3141
229.780,-2.090,3141
229.784,-2.290,3141
229.788,-2.310,3141
229.792,-2.140,3141
229.796,-1.802,3141
229.800,-1.312,3141
229.804,-0.765,3141
229.808,-0.193,3141
229.812,0.398,3128
229.816,0.948,3128
229.820,1.353,3128
229.824,1.573,3128
229.828,1.613,3128
229.832,1.430,3128
229.836,1.075,3128
229.840,-0.043,3128
229.844,-0.682,3128
229.848,-1.130,3148
229.852,-2.067,3148
229.856,-2.260,3148
229.860,-2.292,3148
229.864,-2.143,3148
229.868,-1.812,3148
229.872,-1.343,3148
229.876,-0.807,3148
229.880,-0.247,3148
229.884,0.338,3158
229.888,0.885,3158
229.892,1.298,3158
229.896,1.512,3158
229.900,1.558,3158
229.904,1.395,3158
229.908,1.052,3158
229.912,0.583,3158
229.916,0.048,3158
229.920,-1.202,3132
229.924,-2.170,3132
229.928,-2.285,3132
229.932,-2.308,3132
229.936,-2.143,3132
229.940,-1.815,3132
229.944,-1.343,3132
229.948,-0.800,3132
229.952,-0.233,3132
229.956,0.350,3088
229.960,0.892,3088
229.964,1.308,3088
229.968,1.530,3088
229.972,1.567,3088
229.976,1.410,3088
229.980,1.070,3088
229.984,0.593,3088
229.988,0.062,3088
229.992,-0.507,3088
229.996,-1.093,3126
230.000,-2.103,3126
230.004,-2.270,3126
230.008,-2.308,3126
230.012,-2.123,3126
230.016,-1.812,3126
230.020,-1.335,3126
230.024,-0.782,3126
230.028,-0.217,3126
230.032,0.367,3123
230.036,1.008,3123
230.040,1.337,3123
230.044,1.515,3123
230.048,1.548,3123
230.052,1.383,3123
230.056,1.038,3123
230.060,0.557,3123
230.064,0.028,3123
230.068,-0.537,3123
230.072,-1.105,3126
230.076,-1.663,3126
230.080,-2.295,3126
230.084,-2.312,3126
230.088,-2.152,3126
230.092,-1.817,3126
230.096,-1.337,3126
230.100,-0.805,3126
230.104,-0.223,3126
230.108,0.350,3126
230.112,0.892,3124
230.116,1.312,3124
230.120,1.528,3124
230.124,1.565,3124
230.128,1.397,3124
230.132,1.058,3124
230.136,0.585,3124
230.140,0.050,3124
230.144,-0.522,3124
230.148,-1.105,3124
230.152,-1.657,3132
230.156,-2.060,3132
230.160,-2.290,3132
230.164,-2.135,3132
230.168,-1.800,3132
230.172,-1.325,3132
230.176,-0.765,3132
230.180,-0.212,3132
230.184,0.375,3132
230.188,0.900,3123
230.192,1.330,3123
230.196,1.570,3123
230.200,1.583,3123
230.204,1.427,3123
230.208,1.093,3123
230.212,0.613,3123
230.216,0.072,3123
230.220,-0.502,3123
230.224,-1.097,3123
230.228,-1.650,3116
230.232,-2.062,3116
230.236,-2.288,3116
230.240,-2.107,3116
230.244,-1.802,3116
230.248,-1.343,3116
230.252,-0.802,3116
230.256,-0.242,3116
230.260,0.343,3116
230.264,0.887,3121
230.268,1.312,3121
230.272,1.528,3121
230.276,1.570,3121
230.280,1.400,3121
230.284,1.073,3121
230.288,0.595,3121
230.292,0.075,3121
230.296,-0.490,3121
230.300,-1.062,3121
230.304,-1.617,3115
230.308,-2.022,3115
230.312,-2.245,3115
230.316,-2.283,3115
230.320,-1.735,3115
230.324,-1.235,3115
230.328,-0.802,3115
230.332,-0.253,3115
230.336,0.338,3115
230.340,0.868,3107
230.344,1.300,3107
230.348,1.518,3107
230.352,1.558,3107
230.356,1.397,3107
230.360,1.060,3107
230.364,0.552,3107
230.368,0.048,3107
230.372,-0.522,3107
230.376,-1.103,3107
230.380,-1.653,3112
230.384,-2.062,3112
230.388,-2.297,3112
230.392,-2.152,3112
230.396,-1.823,3112
230.400,-0.715,3112
230.404,-0.253,3112
230.408,0.335,3112
230.412,0.873,3122
230.416,1.300,3122
230.420,1.518,3122
230.424,1.573,3122
230.428,1.417,3122
230.432,1.077,3122
230.436,0.608,3122
230.440,0.068,3122
230.444,-0.492,3122
230.448,-1.083,3122
230.452,-1.643,3109
230.456,-2.050,3109
230.460,-2.283,3109
230.464,-2.322,3109
230.468,-2.170,3109
230.472,-1.845,3109
230.476,-1.380,3109
230.480,-0.180,3109
230.484,0.305,3109
230.488,0.858,3120
230.492,1.298,3120
230.496,1.512,3120
230.500,1.558,3120
230.504,1.415,3120
230.508,1.073,3120
230.512,0.608,3120
230.516,0.077,3120
230.520,-0.492,3120
230.524,-1.075,3120
230.528,-1.627,3125
230.532,-2.047,3125
230.536,-2.257,3125
230.540,-2.295,3125
230.544,-2.087,3125
230.548,-1.792,3125
230.552,-1.310,3125
230.556,-0.748,3125
230.560,0.430,3125
230.564,0.917,3120
230.568,1.340,3120
230.572,1.515,3120
230.576,1.548,3120
230.580,1.377,3120
230.584,1.028,3120
230.588,0.542,3120
230.592,-0.015,3120
230.596,-0.578,3120
230.600,-1.163,3120
230.604,-1.705,3107
230.608,-2.120,3107
230.612,-2.322,3107
230.616,-2.353,3107
230.620,-2.190,3107
230.624,-1.855,3107
230.628,-1.367,3107
230.632,-0.810,3107
230.636,-0.245,3107
230.640,0.958,3139
230.644,1.558,3139
230.648,1.595,3139
230.652,1.438,3139
230.656,1.103,3139
230.660,0.618,3139
230.664,0.075,3139
230.668,-0.497,3139
230.672,-1.093,3139
230.676,-1.647,3107
230.680,-2.067,3107
230.684,-2.297,3107
230.688,-2.340,3107
230.692,-2.183,3107
230.696,-1.857,3107
230.700,-1.383,3107
230.704,-0.843,3107
230.708,-0.268,3107
230.712,0.307,3107
230.716,0.863,3142
230.720,1.538,3142
230.724,1.570,3142
230.728,1.415,3142
230.732,1.075,3142
230.736,0.593,3142
230.740,0.060,3142
230.744,-0.542,3142
230.748,-1.100,3142
230.752,-1.653,3128
230.756,-2.083,3128
230.760,-2.288,3128
230.764,-2.325,3128
230.768,-2.163,3128
230.772,-1.843,3128
230.776,-0.728,3128
230.780,-0.260,3128
230.784,0.307,3128
230.788,0.853,3143
230.792,1.262,3143
230.796,1.502,3143
230.800,1.312,3143
230.804,1.032,3143
230.808,0.525,3143
230.812,0.018,3143
230.816,-0.522,3143
230.820,-1.100,3143
230.824,-1.645,3133
230.828,-2.067,3133
230.832,-2.292,3133
230.836,-2.322,3133
230.840,-2.175,3133
230.844,-1.845,3133
230.848,-1.373,3133
230.852,-0.825,3133
230.856,-0.258,3133
230.860,0.333,3133
230.864,0.877,3130
230.868,1.310,3130
230.872,1.530,3130
230.876,1.580,3130
230.880,1.018,3130
230.884,0.608,3130
230.888,0.068,3130
230.892,-0.497,3130
230.896,-1.075,3130
230.900,-1.630,3125
230.904,-2.053,3125
230.908,-2.270,3125
230.912,-2.310,3125
230.916,-2.163,3125
230.920,-1.843,3125
230.924,-1.375,3125
230.928,-0.843,3125
230.932,-0.282,3125
230.936,0.307,3125
230.940,0.855,3134
230.944,1.270,3134
230.948,1.515,3134
230.952,1.583,3134
230.956,1.438,3134
230.960,0.542,3134
230.964,0.092,3134
230.968,-0.535,3134
230.972,-1.052,3134
230.976,-1.610,3123
230.980,-2.030,3123
230.984,-2.268,3123
230.988,-2.308,3123
230.992,-2.163,3123
230.996,-1.833,3123
231.000,-1.365,3123
231.004,-0.825,3123
231.008,-0.263,3123
231.012,0.312,3123
231.016,0.860,3123
231.020,1.262,3123
231.024,1.500,3123
231.028,1.542,3123
231.032,1.387,3123
231.036,1.048,3123
231.040,-0.058,3123
231.044,-0.522,3123
231.048,-1.103,3123
231.052,-1.647,3133
231.056,-2.062,3133
231.060,-2.288,3133
231.064,-2.330,3133
231.068,-2.180,3133
231.072,-1.850,3133
231.076,-1.385,3133
231.080,-0.848,3133
231.084,-0.282,3133
231.088,0.297,3133
231.092,0.845,3118
231.096,1.255,3118
231.100,1.492,3118
231.104,1.540,3118
231.108,1.390,3118
231.112,1.058,3118
231.116,0.588,3118
231.120,-0.608,3118
231.124,-1.083,3118
231.128,-1.650,3118
231.132,-2.092,3118
231.136,-2.292,3118
231.140,-2.328,3118
231.144,-2.172,3118
231.148,-1.843,3118
231.152,-1.377,3118
231.156,-0.825,3118
231.160,-0.260,3118
231.164,0.338,3118
231.168,1.370,3122
231.172,1.597,3122
231.176,1.455,3122
231.180,1.107,3122
231.184,0.632,3122
231.188,0.102,3122
231.192,-0.468,3122
231.196,-1.062,3122
231.200,-2.107,3115
231.204,-2.337,3115
231.208,-2.192,3115
231.212,-1.817,3115
231.216,-1.387,3115
231.220,-0.858,3115
231.224,-0.295,3115
231.228,0.297,3115
231.232,0.835,3115
231.236,1.272,3101
231.240,1.512,3101
231.244,1.567,3101
231.248,1.425,3101
231.252,1.097,3101
231.256,0.623,3101
231.260,0.102,3101
231.264,-0.463,3101
231.268,-1.050,3101
231.272,-1.613,3101
231.276,-2.085,3103
231.280,-2.123,3103
231.284,-1.827,3103
231.288,-1.383,3103
231.292,-0.833,3103
231.296,-0.282,3103
231.300,0.297,3103
231.304,0.850,3103
231.308,1.262,3130
231.312,1.512,3130
231.316,1.558,3130
231.320,1.417,3130
231.324,1.090,3130
231.328,0.627,3130
231.332,0.098,3130
231.336,-0.458,3130
231.340,-1.048,3130
231.344,-1.603,3130
231.348,-2.010,3111
231.352,-2.248,3111
231.356,-2.297,3111
231.360,-1.770,3111
231.364,-1.345,3111
231.368,-0.823,3111
231.372,-0.258,3111
231.376,0.315,3111
231.380,0.870,3111
231.384,1.305,3126
231.388,1.538,3126
231.392,1.580,3126
231.396,1.430,3126
231.400,1.103,3126
231.404,0.627,3126
231.408,0.098,3126
231.412,-0.463,3126
231.416,-1.060,3126
231.420,-1.620,3126
231.424,-2.033,3110
231.428,-2.272,3110
231.432,-2.325,3110
231.436,-2.172,3110
231.440,-1.302,3110
231.444,-0.850,3110
231.448,-0.285,3110
231.452,0.297,3110
231.456,0.850,3110
231.460,1.268,3112
231.464,1.525,3112
231.468,1.577,3112
231.472,1.438,3112
231.476,1.117,3112
231.480,0.662,3112
231.484,0.133,3112
231.488,-0.432,3112
231.492,-1.020,3112
231.496,-1.573,3112
231.500,-1.995,3128
231.504,-2.255,3128
231.508,-2.303,3128
231.512,-2.172,3128
231.516,-1.863,3128
231.520,-0.757,3128
231.524,-0.247,3128
231.528,0.278,3128
231.532,0.865,3128
231.536,1.268,3116
231.540,1.525,3116
231.544,1.548,3116
231.548,1.103,3116
231.552,0.637,3116
231.556,0.107,3116
231.560,-0.463,3116
231.564,-1.060,3116
231.568,-1.617,3116
231.572,-2.047,3126
231.576,-2.290,3126
231.580,-2.342,3126
231.584,-2.178,3126
231.588,-1.857,3126
231.592,-1.407,3126
231.596,-0.868,3126
231.600,0.375,3126
231.604,0.860,3126
231.608,1.262,3127
231.612,1.518,3127
231.616,1.577,3127
231.620,1.427,3127
231.624,1.097,3127
231.628,0.630,3127
231.632,0.102,3127
231.636,-0.463,3127
231.640,-1.052,3127
231.644,-1.613,3127
231.648,-2.035,3127
231.652,-2.270,3127
231.656,-2.333,3127
231.660,-2.178,3127
231.664,-1.857,3127
231.668,-1.390,3127
231.672,-0.858,3127
231.676,-0.297,3127
231.680,0.907,3127
231.684,1.272,3127
231.688,1.510,3127
231.692,1.577,3127
231.696,1.423,3127
231.700,1.103,3127
231.704,0.637,3127
231.708,0.107,3127
231.712,-0.450,3127
231.716,-1.032,3127
231.720,-1.577,3127
231.724,-1.992,3122
231.728,-2.225,3122
231.732,-2.283,3122
231.736,-2.140,3122
231.740,-1.823,3122
231.744,-1.367,3122
231.748,-0.833,3122
231.752,-0.282,3122
231.756,0.292,3122
231.760,1.323,3151
231.764,1.550,3151
231.768,1.413,3151
231.772,1.077,3151
231.776,0.615,3151
231.780,0.087,3151
231.784,-0.468,3151
231.788,-1.052,3151
231.792,-1.607,3151
231.796,-2.018,3144
231.800,-2.257,3144
231.804,-2.308,3144
231.808,-2.167,3144
231.812,-1.843,3144
231.816,-1.377,3144
231.820,-0.833,3144
231.824,-0.273,3144
231.828,0.292,3144
231.832,0.848,3144
231.836,1.268,3143
231.840,1.545,3143
231.844,1.367,3143
231.848,1.070,3143
231.852,0.630,3143
231.856,0.102,3143
231.860,-0.460,3143
231.864,-1.052,3143
231.868,-1.613,3143
231.872,-2.027,3134
231.876,-2.272,3134
231.880,-2.328,3134
231.884,-2.188,3134
231.888,-1.845,3134
231.892,-1.397,3134
231.896,-0.868,3134
231.900,-0.302,3134
231.904,0.273,3134
231.908,0.833,3134
231.912,1.262,3135
231.916,1.567,3135
231.920,1.052,3135
231.924,0.620,3135
231.928,0.107,3135
231.932,-0.443,3135
231.936,-1.030,3135
231.940,-1.583,3135
231.944,-2.013,3134
231.948,-2.263,3134
231.952,-2.312,3134
231.956,-2.167,3134
231.960,-1.847,3134
231.964,-1.383,3134
231.968,-0.843,3134
231.972,-0.278,3134
231.976,0.297,3134
231.980,0.850,3134
231.984,1.272,3127
231.988,1.525,3127
231.992,1.575,3127
231.996,1.430,3127
232.000,0.552,3127
232.004,0.100,3127
232.008,-0.463,3127
232.012,-1.055,3127
232.016,-1.623,3127
232.020,-2.042,3113
232.024,-2.288,3113
232.028,-2.342,3113
232.032,-2.205,3113
232.036,-1.877,3113
232.040,-1.407,3113
232.044,-0.860,3113
232.048,-0.307,3113
232.052,0.273,3113
232.056,0.833,3113
232.060,1.262,3127
232.064,1.512,3127
232.068,1.570,3127
232.072,1.433,3127
232.076,1.105,3127
232.080,-0.013,3127
232.084,-0.482,3127
232.088,-1.060,3127
232.092,-1.607,3127
232.096,-2.020,3123
232.100,-2.260,3123
232.104,-2.303,3123
232.108,-2.167,3123
232.112,-1.850,3123
232.116,-1.380,3123
232.120,-0.843,3123
232.124,-0.292,3123
232.128,0.287,3123
232.132,0.853,3123
232.136,1.272,3124
232.140,1.528,3124
232.144,1.583,3124
232.148,1.452,3124
232.152,1.133,3124
232.156,0.662,3124
232.160,-0.547,3124
232.164,-1.042,3124
232.168,-1.603,3124
232.172,-2.022,3124
232.176,-2.265,3119
232.180,-2.325,3119
232.184,-2.185,3119
232.188,-1.863,3119
232.192,-1.393,3119
232.196,-0.850,3119
232.200,-0.282,3119
232.204,0.297,3119
232.208,0.860,3119
232.212,1.308,3119
232.216,1.540,3116
232.220,1.613,3116
232.224,1.478,3116
232.228,1.153,3116
232.232,0.698,3116
232.236,0.152,3116
232.240,-1.107,3116
232.244,-1.567,3116
232.248,-2.015,3116
232.252,-2.263,3113
232.256,-2.328,3113
232.260,-2.195,3113
232.264,-1.877,3113
232.268,-1.417,3113
232.272,-0.880,3113
232.276,-0.278,3113
232.280,0.265,3113
232.284,0.833,3113
232.288,1.262,3113
232.292,1.518,3121
232.296,1.583,3121
232.300,1.433,3121
232.304,1.113,3121
232.308,0.665,3121
232.312,0.130,3121
232.316,-0.445,3121
232.320,-1.667,3121
232.324,-2.027,3121
232.328,-2.272,3121
232.332,-2.330,3121
232.336,-2.188,3121
232.340,-1.863,3121
232.344,-1.393,3121
232.348,-0.858,3121
232.352,-0.292,3121
232.356,0.290,3121
232.360,0.838,3121
232.364,1.272,3121
232.368,1.530,3079
232.372,1.587,3079
232.376,1.455,3079
232.380,1.120,3079
232.384,0.660,3079
232.388,0.130,3079
232.392,-0.427,3079
232.396,-1.022,3079
232.400,-2.083,3109
232.404,-2.328,3109
