Czas(s),EKG_Surowe(mV)
13.000,-1.683
13.004,-1.992
13.008,-2.150
13.012,-2.135
13.016,-1.970
13.020,-1.688
13.024,-1.330
13.028,-0.858
13.032,-0.323
13.036,0.258
13.040,1.073
13.044,1.173
13.048,1.005
13.052,0.728
13.056,0.370
13.060,-0.105
13.064,-0.667
13.068,-1.228
13.072,-1.700
13.076,-2.013
13.080,-2.163
13.084,-2.132
13.088,-1.962
13.092,-1.665
13.096,-1.300
13.100,-0.820
13.104,-0.268
13.108,0.292
13.112,0.750
13.116,1.067
13.120,1.183
13.124,1.050
13.128,0.760
13.132,0.398
13.136,-0.072
13.140,-0.623
13.144,-1.183
13.148,-1.663
13.152,-1.982
13.156,-2.140
13.160,-2.120
13.164,-1.952
13.168,-1.665
13.172,-1.308
13.176,-0.830
13.180,-0.263
13.184,0.273
13.188,0.735
13.192,1.050
13.196,1.208
13.200,0.978
13.204,0.733
13.208,0.378
13.212,-0.102
13.216,-0.662
13.220,-1.220
13.224,-1.688
13.228,-1.995
13.232,-2.147
13.236,-2.132
13.240,-1.960
13.244,-1.667
13.248,-1.300
13.252,-0.823
13.256,-0.273
13.260,0.297
13.264,0.760
13.268,1.093
13.272,1.238
13.276,1.225
13.280,0.730
13.284,0.430
13.288,-0.052
13.292,-0.608
13.296,-1.170
13.300,-1.643
13.304,-1.965
13.308,-2.127
13.312,-2.103
13.316,-1.940
13.320,-1.660
13.324,-1.308
13.328,-0.843
13.332,-0.292
13.336,0.263
13.340,0.718
13.344,1.048
13.348,1.195
13.352,1.183
13.356,1.010
13.360,0.300
13.364,-0.102
13.368,-0.672
13.372,-1.250
13.376,-1.708
13.380,-2.013
13.384,-2.170
13.388,-2.143
13.392,-1.978
13.396,-1.698
13.400,-1.337
13.404,-0.858
13.408,-0.307
13.412,0.253
13.416,0.718
13.420,1.038
13.424,1.202
13.428,1.192
13.432,1.028
13.436,0.755
13.440,-0.150
13.444,-0.613
13.448,-1.177
13.452,-1.647
13.456,-1.968
13.460,-2.132
13.464,-2.120
13.468,-1.962
13.472,-1.685
13.476,-1.330
13.480,-0.858
13.484,-0.307
13.488,0.258
13.492,0.713
13.496,1.038
13.500,1.190
13.504,1.175
13.508,1.012
13.512,0.730
13.516,0.378
13.520,-0.738
13.524,-1.302
13.528,-1.670
13.532,-1.988
13.536,-2.147
13.540,-2.127
13.544,-1.962
13.548,-1.698
13.552,-1.337
13.556,-0.863
13.560,-0.328
13.564,0.247
13.568,0.782
13.572,1.028
13.576,1.177
13.580,1.165
13.584,1.008
13.588,0.718
13.592,0.383
13.596,-0.092
13.600,-1.302
13.604,-1.685
13.608,-2.013
13.612,-2.170
13.616,-2.143
13.620,-1.975
13.624,-1.695
13.628,-1.337
13.632,-0.858
13.636,-0.292
13.640,0.273
13.644,0.740
13.648,1.062
13.652,1.220
13.656,1.192
13.660,1.028
13.664,0.745
13.668,0.388
13.672,-0.083
13.676,-0.645
13.680,-1.738
13.684,-2.013
13.688,-2.178
13.692,-2.150
13.696,-1.992
13.700,-1.708
13.704,-1.343
13.708,-0.863
13.712,-0.300
13.716,0.263
13.720,0.738
13.724,1.060
13.728,1.225
13.732,1.208
13.736,1.038
13.740,0.752
13.744,0.390
13.748,-0.083
13.752,-0.647
13.756,-1.202
13.760,-2.033
13.764,-2.127
13.768,-1.972
13.772,-1.692
13.776,-1.327
13.780,-0.850
13.784,-0.292
13.788,0.268
13.792,0.728
13.796,1.038
13.800,1.192
13.804,1.170
13.808,0.998
13.812,0.713
13.816,0.357
13.820,-0.122
13.824,-0.688
13.828,-1.232
13.832,-1.702
13.836,-2.020
13.840,-2.132
13.844,-1.692
13.848,-1.333
13.852,-0.858
13.856,-0.307
13.860,0.258
13.864,0.715
13.868,1.038
13.872,1.198
13.876,1.188
13.880,1.030
13.884,0.752
13.888,0.407
13.892,-0.065
13.896,-0.623
13.900,-1.188
13.904,-1.663
13.908,-2.007
13.912,-2.165
13.916,-2.147
13.920,-1.657
13.924,-1.308
13.928,-0.868
13.932,-0.328
13.936,0.253
13.940,0.718
13.944,1.052
13.948,1.220
13.952,1.208
13.956,1.048
13.960,0.772
13.964,0.407
13.968,-0.065
13.972,-0.627
13.976,-1.192
13.980,-1.673
13.984,-2.007
13.988,-2.172
13.992,-2.155
13.996,-2.005
14.000,-1.292
14.004,-0.887
14.008,-0.345
14.012,0.228
14.016,0.700
14.020,1.025
14.024,1.185
14.028,1.173
14.032,1.008
14.036,0.733
14.040,0.375
14.044,-0.095
14.048,-0.647
14.052,-1.192
14.056,-1.670
14.060,-1.985
14.064,-2.143
14.068,-2.125
14.072,-1.952
14.076,-1.683
14.080,-0.752
14.084,-0.302
14.088,0.263
14.092,0.720
14.096,1.048
14.100,1.210
14.104,1.180
14.108,1.020
14.112,0.740
14.116,0.380
14.120,-0.098
14.124,-0.657
14.128,-1.218
14.132,-1.700
14.136,-2.030
14.140,-2.192
14.144,-2.178
14.148,-2.015
14.152,-1.732
14.156,-1.380
14.160,-0.253
14.164,0.220
14.168,0.693
14.172,1.022
14.176,1.188
14.180,1.177
14.184,1.022
14.188,0.752
14.192,0.410
14.196,-0.058
14.200,-0.603
14.204,-1.167
14.208,-1.630
14.212,-1.962
14.216,-2.115
14.220,-2.100
14.224,-1.942
14.228,-1.663
14.232,-1.312
14.236,-0.843
14.240,0.340
14.244,1.052
14.248,1.192
14.252,1.177
14.256,1.015
14.260,0.743
14.264,0.388
14.268,-0.072
14.272,-0.625
14.276,-1.202
14.280,-1.673
14.284,-2.007
14.288,-2.163
14.292,-2.138
14.296,-1.980
14.300,-1.702
14.304,-1.347
14.308,-0.882
14.312,-0.335
14.316,0.260
14.320,1.073
14.324,1.208
14.328,1.190
14.332,1.038
14.336,0.347
14.340,-0.058
14.344,-0.613
14.348,-1.183
14.352,-1.663
14.356,-1.998
14.360,-2.165
14.364,-2.165
14.368,-2.007
14.372,-1.725
14.376,-1.365
14.380,-0.887
14.384,-0.340
14.388,0.237
14.392,0.705
14.396,1.032
14.400,1.167
14.404,0.748
14.408,0.390
14.412,-0.072
14.416,-0.625
14.420,-1.190
14.424,-1.673
14.428,-2.000
14.432,-2.163
14.436,-2.143
14.440,-1.980
14.444,-1.708
14.448,-1.347
14.452,-0.870
14.456,-0.325
14.460,0.245
14.464,0.713
14.468,1.048
14.472,1.220
14.476,1.208
14.480,0.715
14.484,0.415
14.488,-0.060
14.492,-0.615
14.496,-1.183
14.500,-1.663
14.504,-1.982
14.508,-2.143
14.512,-2.138
14.516,-1.978
14.520,-1.698
14.524,-1.340
14.528,-0.882
14.532,-0.333
14.536,0.233
14.540,0.698
14.544,1.022
14.548,1.188
14.552,1.183
14.556,1.032
14.560,0.347
14.564,-0.122
14.568,-0.645
14.572,-1.230
14.576,-1.725
14.580,-1.992
14.584,-2.132
14.588,-2.132
14.592,-1.970
14.596,-1.698
14.600,-1.353
14.604,-0.892
14.608,-0.352
14.612,0.217
14.616,0.690
14.620,1.022
14.624,1.183
14.628,1.167
14.632,1.010
14.636,0.738
14.640,-0.172
14.644,-0.623
14.648,-1.185
14.652,-1.667
14.656,-1.988
14.660,-2.145
14.664,-2.138
14.668,-1.980
14.672,-1.702
14.676,-1.353
14.680,-0.887
14.684,-0.347
14.688,0.225
14.692,0.695
14.696,1.028
14.700,1.183
14.704,1.163
14.708,0.993
14.712,0.718
14.716,0.367
14.720,-0.743
14.724,-1.212
14.728,-1.690
14.732,-2.013
14.736,-2.178
14.740,-2.160
14.744,-1.985
14.748,-1.708
14.752,-1.343
14.756,-0.870
14.760,-0.333
14.764,0.242
14.768,0.703
14.772,1.032
14.776,1.192
14.780,1.183
14.784,1.032
14.788,0.757
14.792,0.412
14.796,-0.062
14.800,-1.290
14.804,-1.667
14.808,-1.992
14.812,-2.163
14.816,-2.145
14.820,-1.978
14.824,-1.702
14.828,-1.340
14.832,-0.868
14.836,-0.325
14.840,0.247
14.844,0.713
14.848,1.038
14.852,1.198
14.856,1.188
14.860,1.025
14.864,0.767
14.868,0.410
14.872,-0.052
14.876,-0.598
14.880,-1.705
14.884,-1.978
14.888,-2.150
14.892,-2.132
14.896,-1.970
14.900,-1.698
14.904,-1.343
14.908,-0.868
14.912,-0.328
14.916,0.247
14.920,0.713
14.924,1.032
14.928,1.198
14.932,1.180
14.936,1.018
14.940,0.752
14.944,0.398
14.948,-0.058
14.952,-0.740
14.956,-1.180
14.960,-2.007
14.964,-2.112
14.968,-2.120
14.972,-1.663
14.976,-1.345
14.980,-0.890
14.984,-0.352
14.988,0.217
14.992,0.688
14.996,1.022
15.000,1.190
15.004,1.190
15.008,1.028
15.012,0.752
15.016,0.398
15.020,-0.058
15.024,-0.605
15.028,-1.173
15.032,-1.657
15.036,-1.978
15.040,-2.127
15.044,-1.705
15.048,-1.350
15.052,-0.887
15.056,-0.343
15.060,0.228
15.064,0.703
15.068,1.030
15.072,1.198
15.076,1.192
15.080,1.020
15.084,0.757
15.088,0.398
15.092,-0.072
15.096,-0.642
15.100,-1.235
15.104,-1.700
15.108,-2.015
15.112,-2.183
15.116,-2.172
15.120,-1.673
15.124,-1.370
15.128,-0.907
15.132,-0.352
15.136,0.220
15.140,0.693
15.144,1.028
15.148,1.188
15.152,1.180
15.156,1.025
15.160,0.752
15.164,0.410
15.168,-0.062
15.172,-0.613
15.176,-1.183
15.180,-1.653
15.184,-1.988
15.188,-2.163
15.192,-2.147
15.196,-1.982
15.200,-1.298
15.204,-0.890
15.208,-0.340
15.212,0.228
15.216,0.703
15.220,1.038
15.224,1.208
15.228,1.192
15.232,1.048
15.236,0.770
15.240,0.417
15.244,-0.033
15.248,-0.588
15.252,-1.160
15.256,-1.647
15.260,-1.972
15.264,-2.140
15.268,-2.138
15.272,-1.978
15.276,-1.708
15.280,-0.785
15.284,-0.340
15.288,0.235
15.292,0.708
15.296,1.032
15.300,1.218
15.304,1.218
15.308,1.062
15.312,0.790
15.316,0.432
15.320,-0.030
15.324,-0.588
15.328,-1.173
15.332,-1.660
15.336,-1.998
15.340,-2.172
15.344,-2.163
15.348,-2.007
15.352,-1.735
15.356,-1.373
15.360,-0.255
15.364,0.217
15.368,0.688
15.372,1.020
15.376,1.192
15.380,1.188
15.384,1.030
15.388,0.767
15.392,0.415
15.396,-0.048
15.400,-0.603
15.404,-1.167
15.408,-1.657
15.412,-1.985
15.416,-2.163
15.420,-2.163
15.424,-2.007
15.428,-1.738
15.432,-1.390
15.436,-0.922
15.440,0.268
15.444,0.662
15.448,0.993
15.452,1.163
15.456,1.155
15.460,1.008
15.464,0.743
15.468,0.372
15.472,-0.062
15.476,-0.613
15.480,-1.173
15.484,-1.655
15.488,-1.982
15.492,-2.145
15.496,-2.138
15.500,-1.980
15.504,-1.708
15.508,-1.355
15.512,-0.892
15.516,-0.352
15.520,0.757
15.524,1.028
15.528,1.205
15.532,1.198
15.536,1.038
15.540,0.777
15.544,0.427
15.548,-0.040
15.552,-0.583
15.556,-1.163
15.560,-1.645
15.564,-1.975
15.568,-2.138
15.572,-2.132
15.576,-1.982
15.580,-1.708
15.584,-1.350
15.588,-0.892
15.592,-0.343
15.596,0.245
15.600,1.103
15.604,1.238
15.608,1.230
15.612,1.067
15.616,0.812
15.620,0.448
15.624,-0.022
15.628,-0.580
15.632,-1.147
15.636,-1.643
15.640,-1.978
15.644,-2.152
15.648,-2.145
15.652,-1.988
15.656,-1.722
15.660,-1.370
15.664,-0.900
15.668,-0.362
15.672,0.207
15.676,0.688
15.680,1.192
15.684,1.180
15.688,1.008
15.692,0.728
15.696,0.398
15.700,-0.058
15.704,-0.608
15.708,-1.177
15.712,-1.657
15.716,-1.992
15.720,-2.172
15.724,-2.167
15.728,-2.010
15.732,-1.732
15.736,-1.373
15.740,-0.902
15.744,-0.355
15.748,0.217
15.752,0.690
15.756,1.028
15.760,1.192
15.764,0.777
15.768,0.427
15.772,-0.033
15.776,-0.585
15.780,-1.163
15.784,-1.647
15.788,-1.988
15.792,-2.167
15.796,-2.163
15.800,-2.007
15.804,-1.728
15.808,-1.377
15.812,-0.907
15.816,-0.372
15.820,0.207
15.824,0.688
15.828,1.022
15.832,1.190
15.836,1.188
15.840,0.713
15.844,-0.052
15.848,-0.672
15.852,-1.167
15.856,-1.647
15.860,-1.985
15.864,-2.167
15.868,-2.170
15.872,-2.013
15.876,-1.740
15.880,-1.380
15.884,-0.912
15.888,-0.367
15.892,0.198
15.896,0.693
15.900,1.030
15.904,1.218
15.908,1.212
15.912,1.060
15.916,0.780
15.920,-0.113
15.924,-0.700
15.928,-1.163
15.932,-1.643
15.936,-1.970
15.940,-2.132
15.944,-2.130
15.948,-1.980
15.952,-1.708
15.956,-1.363
15.960,-0.892
15.964,-0.350
15.968,0.223
15.972,0.693
15.976,1.028
15.980,1.190
15.984,1.188
15.988,1.028
15.992,0.752
15.996,0.412
16.000,-0.698
16.004,-1.663
16.008,-1.980
16.012,-2.152
16.016,-2.150
16.020,-2.010
16.024,-1.730
16.028,-1.380
16.032,-0.922
16.036,-0.378
16.040,0.207
16.044,0.677
16.048,1.028
16.052,1.208
16.056,1.210
16.060,1.055
16.064,0.780
16.068,0.430
16.072,-0.028
16.076,-0.583
16.080,-1.708
16.084,-2.030
16.088,-2.165
16.092,-2.147
16.096,-1.970
16.100,-1.323
16.104,-0.900
16.108,-0.347
16.112,0.228
16.116,0.703
16.120,1.032
16.124,1.208
16.128,1.188
16.132,1.032
16.136,0.755
16.140,0.417
16.144,-0.043
16.148,-0.593
16.152,-1.167
16.156,-1.647
16.160,-2.172
16.164,-2.152
16.168,-1.992
16.172,-1.728
16.176,-1.373
16.180,-0.902
16.184,-0.365
16.188,0.207
16.192,0.690
16.196,1.028
16.200,1.208
16.204,1.202
16.208,1.052
16.212,0.777
16.216,0.430
16.220,-0.033
16.224,-0.575
16.228,-1.133
16.232,-1.633
16.236,-1.982
16.240,-2.127
16.244,-1.990
16.248,-1.712
16.252,-1.363
16.256,-0.882
16.260,-0.350
16.264,0.233
16.268,0.700
16.272,1.032
16.276,1.210
16.280,1.208
16.284,1.058
16.288,0.787
16.292,0.438
16.296,-0.022
16.300,-0.573
16.304,-1.143
16.308,-1.633
16.312,-1.978
16.316,-2.163
16.320,-1.980
16.324,-1.363
16.328,-0.938
16.332,-0.388
16.336,0.188
16.340,0.660
16.344,0.998
16.348,1.167
16.352,1.173
16.356,1.022
16.360,0.752
16.364,0.417
16.368,-0.033
16.372,-0.578
16.376,-1.140
16.380,-1.620
16.384,-1.948
16.388,-2.132
16.392,-2.138
16.396,-1.992
16.400,-1.327
16.404,-0.930
16.408,-0.388
16.412,0.188
16.416,0.667
16.420,1.018
16.424,1.208
16.428,1.218
16.432,1.062
16.436,0.792
16.440,0.458
16.444,-0.007
16.448,-0.542
16.452,-1.123
16.456,-1.613
16.460,-1.950
16.464,-2.132
16.468,-2.143
16.472,-1.995
16.476,-1.738
16.480,-0.858
16.484,0.292
16.488,0.677
16.492,1.028
16.496,1.173
16.500,1.163
16.504,1.028
16.508,0.757
16.512,0.422
16.516,-0.022
16.520,-0.568
16.524,-1.135
16.528,-1.620
16.532,-1.945
16.536,-2.125
16.540,-2.125
16.544,-1.968
16.548,-1.700
16.552,-1.347
16.556,-0.895
16.560,0.297
16.564,0.693
16.568,1.025
16.572,1.192
16.576,1.190
16.580,1.032
16.584,0.757
16.588,0.417
16.592,-0.052
16.596,-0.593
16.600,-1.153
16.604,-1.643
16.608,-1.972
16.612,-2.147
16.616,-2.138
16.620,-1.990
16.624,-1.722
16.628,-1.377
16.632,-0.907
16.636,-0.378
16.640,0.718
16.644,0.998
16.648,1.177
16.652,1.183
16.656,1.028
16.660,0.755
16.664,0.417
16.668,-0.043
16.672,-0.583
16.676,-1.155
16.680,-1.647
16.684,-1.982
16.688,-2.160
16.692,-2.147
16.696,-2.002
16.700,-1.728
16.704,-1.375
16.708,-0.912
16.712,-0.372
16.716,0.210
16.720,1.073
16.724,1.208
16.728,1.220
16.732,1.062
16.736,0.785
16.740,0.448
16.744,-0.013
16.748,-0.568
16.752,-1.133
16.756,-1.623
16.760,-1.972
16.764,-2.145
16.768,-2.143
16.772,-1.992
16.776,-1.728
16.780,-1.377
16.784,-0.922
16.788,-0.383
16.792,0.185
16.796,0.660
16.800,1.183
16.804,1.177
16.808,1.028
16.812,0.752
16.816,0.407
16.820,-0.055
16.824,-0.603
16.828,-1.173
16.832,-1.657
16.836,-2.002
16.840,-2.178
16.844,-2.167
16.848,-2.007
16.852,-1.738
16.856,-1.377
16.860,-0.917
16.864,-0.385
16.868,0.193
16.872,0.677
16.876,1.018
16.880,1.195
16.884,0.988
16.888,0.383
16.892,-0.058
16.896,-0.613
16.900,-1.185
16.904,-1.690
16.908,-2.030
16.912,-2.208
16.916,-2.210
16.920,-2.062
16.924,-1.802
16.928,-1.425
16.932,-0.968
16.936,-0.420
16.940,0.155
16.944,0.652
16.948,0.993
16.952,1.177
16.956,1.183
16.960,0.713
16.964,-0.048
16.968,-0.590
16.972,-1.153
16.976,-1.647
16.980,-1.982
16.984,-2.163
16.988,-2.147
16.992,-2.002
16.996,-1.732
17.000,-1.363
17.004,-0.915
17.008,-0.375
17.012,0.205
17.016,0.690
17.020,1.028
17.024,1.212
17.028,1.208
17.032,1.060
17.036,0.785
17.040,-0.128
17.044,-0.580
17.048,-1.147
17.052,-1.633
17.056,-1.982
17.060,-2.163
17.064,-2.163
17.068,-2.013
17.072,-1.748
17.076,-1.373
17.080,-0.922
17.084,-0.378
17.088,0.198
17.092,0.690
17.096,1.032
17.100,1.215
17.104,1.218
17.108,1.070
17.112,0.820
17.116,0.458
17.120,-0.623
17.124,-1.103
17.128,-1.607
17.132,-1.952
17.136,-2.143
17.140,-2.163
17.144,-2.020
17.148,-1.765
17.152,-1.393
17.156,-0.932
17.160,-0.383
17.164,0.198
17.168,0.672
17.172,1.020
17.176,1.195
17.180,1.198
17.184,1.060
17.188,0.795
17.192,0.450
17.196,0.020
17.200,-1.183
17.204,-1.587
17.208,-1.942
17.212,-2.127
17.216,-2.138
17.220,-1.992
17.224,-1.730
17.228,-1.373
17.232,-0.917
17.236,-0.383
17.240,0.185
17.244,0.662
17.248,0.998
17.252,1.183
17.256,1.188
17.260,1.048
17.264,0.780
17.268,0.427
17.272,-0.018
17.276,-0.562
17.280,-1.688
17.284,-2.145
17.288,-2.138
17.292,-1.982
17.296,-1.708
17.300,-1.353
17.304,-0.892
17.308,-0.350
17.312,0.223
17.316,0.703
17.320,1.048
17.324,1.218
17.328,1.218
17.332,1.070
17.336,0.800
17.340,0.458
17.344,-0.007
17.348,-0.552
17.352,-1.130
17.356,-1.623
17.360,-2.163
17.364,-2.140
17.368,-1.988
17.372,-1.732
17.376,-1.365
17.380,-0.897
17.384,-0.338
17.388,0.217
17.392,0.703
17.396,1.058
17.400,1.235
17.404,1.248
17.408,1.077
17.412,0.828
17.416,0.465
17.420,0.018
17.424,-0.540
17.428,-1.113
17.432,-1.617
17.436,-1.955
17.440,-2.132
17.444,-2.007
17.448,-1.742
17.452,-1.383
17.456,-0.910
17.460,-0.380
17.464,0.193
17.468,0.677
17.472,1.028
17.476,1.212
17.480,1.218
17.484,1.067
17.488,0.790
17.492,0.430
17.496,-0.028
17.500,-0.580
17.504,-1.153
17.508,-1.647
17.512,-1.990
17.516,-2.172
17.520,-1.995
17.524,-1.772
17.528,-1.405
17.532,-0.948
17.536,-0.407
17.540,0.180
17.544,0.667
17.548,1.018
17.552,1.190
17.556,1.198
17.560,1.040
17.564,0.777
17.568,0.415
17.572,-0.043
17.576,-0.580
17.580,-1.147
17.584,-1.647
17.588,-1.988
17.592,-2.172
17.596,-2.178
17.600,-1.683
17.604,-0.932
17.608,-0.398
17.612,0.177
17.616,0.672
17.620,1.022
17.624,1.215
17.628,1.220
17.632,1.077
17.636,0.823
17.640,0.463
17.644,0.022
17.648,-0.535
17.652,-1.107
17.656,-1.607
17.660,-1.942
17.664,-2.127
17.668,-2.143
17.672,-2.002
17.676,-1.742
17.680,-0.873
17.684,-0.417
17.688,0.170
17.692,0.652
17.696,1.008
17.700,1.192
17.704,1.212
17.708,1.073
17.712,0.820
17.716,0.463
17.720,0.037
17.724,-0.512
17.728,-1.085
17.732,-1.577
17.736,-1.942
17.740,-2.132
17.744,-2.147
17.748,-2.007
17.752,-1.768
17.756,-1.407
17.760,-0.335
17.764,0.142
17.768,0.682
17.772,0.990
17.776,1.177
17.780,1.188
17.784,1.058
17.788,0.792
17.792,0.430
17.796,-0.007
17.800,-0.545
17.804,-1.127
17.808,-1.623
17.812,-1.978
17.816,-2.167
17.820,-2.172
17.824,-2.022
17.828,-1.768
17.832,-1.403
17.836,-0.945
17.840,0.263
17.844,0.667
17.848,1.020
17.852,1.218
17.856,1.225
17.860,1.093
17.864,0.830
17.868,0.468
17.872,0.037
17.876,-0.522
17.880,-1.100
17.884,-1.603
17.888,-1.950
17.892,-2.140
17.896,-2.152
17.900,-2.020
17.904,-1.768
17.908,-1.403
17.912,-0.963
17.916,-0.427
17.920,0.698
17.924,0.983
17.928,1.170
17.932,1.177
17.936,1.038
17.940,0.780
17.944,0.427
17.948,-0.028
17.952,-0.568
17.956,-1.127
17.960,-1.620
17.964,-1.962
17.968,-2.147
17.972,-2.163
17.976,-2.025
17.980,-1.778
17.984,-1.442
17.988,-0.978
17.992,-0.450
17.996,0.133
18.000,1.018
18.004,1.167
18.008,1.183
18.012,1.055
18.016,0.797
18.020,0.460
18.024,0.015
18.028,-0.527
18.032,-1.090
18.036,-1.580
18.040,-1.935
18.044,-2.112
18.048,-2.132
18.052,-1.982
18.056,-1.732
18.060,-1.397
18.064,-0.943
18.068,-0.427
18.072,0.138
18.076,0.618
18.080,1.157
18.084,1.153
18.088,1.012
18.092,0.748
18.096,0.398
18.100,-0.060
18.104,-0.583
18.108,-1.163
18.112,-1.657
18.116,-2.007
18.120,-2.188
18.124,-2.197
18.128,-2.053
18.132,-1.802
18.136,-1.458
18.140,-0.983
18.144,-0.432
18.148,0.138
18.152,0.627
18.156,0.988
18.160,1.188
18.164,1.060
18.168,0.797
18.172,0.455
18.176,-0.005
18.180,-0.535
18.184,-1.123
18.188,-1.603
18.192,-1.948
18.196,-2.138
18.200,-2.140
18.204,-1.988
18.208,-1.712
18.212,-1.363
18.216,-0.897
18.220,-0.365
18.224,0.212
18.228,0.700
18.232,1.048
18.236,1.230
18.240,1.073
18.244,0.843
18.248,0.477
18.252,0.020
18.256,-0.537
18.260,-1.113
18.264,-1.613
18.268,-1.962
18.272,-2.147
18.276,-2.152
18.280,-2.013
18.284,-1.738
18.288,-1.387
18.292,-0.930
18.296,-0.393
18.300,0.177
18.304,0.672
18.308,1.020
18.312,1.212
18.316,1.220
18.320,0.775
18.324,0.477
18.328,0.037
18.332,-0.512
18.336,-1.083
18.340,-1.580
18.344,-1.940
18.348,-2.127
18.352,-2.143
18.356,-2.007
18.360,-1.750
18.364,-1.403
18.368,-0.932
18.372,-0.405
18.376,0.177
18.380,0.667
18.384,1.020
18.388,1.210
18.392,1.228
18.396,1.087
18.400,0.425
18.404,-0.510
18.408,-1.073
18.412,-1.573
18.416,-1.938
18.420,-2.132
18.424,-2.147
18.428,-2.020
18.432,-1.772
18.436,-1.417
18.440,-0.973
18.444,-0.432
18.448,0.138
18.452,0.627
18.456,0.993
18.460,1.185
18.464,1.210
18.468,1.067
18.472,0.828
18.476,0.470
18.480,-0.608
18.484,-1.083
18.488,-1.603
18.492,-1.948
18.496,-2.143
18.500,-2.150
18.504,-2.018
18.508,-1.762
18.512,-1.405
18.516,-0.945
18.520,-0.422
18.524,0.150
18.528,0.637
18.532,0.998
18.536,1.185
18.540,1.188
18.544,1.048
18.548,0.767
18.552,0.432
18.556,-0.018
18.560,-1.190
18.564,-1.603
18.568,-2.100
18.572,-2.135
18.576,-1.972
18.580,-1.702
18.584,-1.350
18.588,-0.907
18.592,-0.378
18.596,0.188
18.600,0.672
18.604,1.022
18.608,1.218
18.612,1.225
18.616,1.075
18.620,0.812
18.624,0.450
18.628,-0.018
18.632,-0.562
18.636,-1.130
18.640,-2.013
18.644,-2.163
18.648,-2.170
18.652,-2.033
18.656,-1.782
18.660,-1.442
18.664,-0.983
18.668,-0.450
18.672,0.113
18.676,0.610
18.680,0.973
18.684,1.173
18.688,1.192
18.692,1.067
18.696,0.823
18.700,0.475
18.704,0.037
18.708,-0.650
18.712,-1.095
18.716,-1.577
18.720,-2.143
18.724,-2.138
18.728,-1.992
18.732,-1.738
18.736,-1.393
18.740,-0.945
18.744,-0.412
18.748,0.152
18.752,0.637
18.756,0.993
18.760,1.185
18.764,1.188
18.768,1.058
18.772,0.792
18.776,0.458
18.780,0.013
18.784,-0.530
18.788,-1.093
18.792,-1.583
18.796,-1.942
18.800,-2.138
18.804,-1.972
18.808,-1.732
18.812,-1.337
18.816,-0.407
18.820,0.142
18.824,0.623
18.828,0.990
18.832,1.177
18.836,1.190
18.840,1.038
18.844,0.787
18.848,0.453
18.852,-0.007
18.856,-0.532
18.860,-1.087
18.864,-1.580
18.868,-1.940
18.872,-2.127
18.876,-2.138
18.880,-1.698
18.884,-1.407
18.888,-0.973
18.892,-0.430
18.896,0.138
18.900,0.620
18.904,0.993
18.908,1.190
18.912,1.210
18.916,1.073
18.920,0.823
18.924,0.470
18.928,0.048
18.932,-0.562
18.936,-1.100
18.940,-1.617
18.944,-1.972
18.948,-2.167
18.952,-2.183
18.956,-2.045
18.960,-1.387
18.964,-0.407
18.968,0.130
18.972,0.620
18.976,0.988
18.980,1.188
18.984,1.212
18.988,1.087
18.992,0.850
18.996,0.512
19.000,0.062
19.004,-0.490
19.008,-1.065
19.012,-1.562
19.016,-1.935
19.020,-2.132
19.024,-2.150
19.028,-2.018
19.032,-1.760
19.036,-1.397
19.040,-0.328
19.044,0.657
19.048,1.008
19.052,1.192
19.056,1.210
19.060,1.073
19.064,0.825
19.068,0.472
19.072,0.037
19.076,-0.527
19.080,-1.097
19.084,-1.613
19.088,-1.962
19.092,-2.165
19.096,-2.178
19.100,-2.047
19.104,-1.792
19.108,-1.450
19.112,-0.993
19.116,-0.432
19.120,0.703
19.124,0.993
19.128,1.190
19.132,1.212
19.136,1.077
19.140,0.835
19.144,0.497
19.148,0.058
19.152,-0.505
19.156,-1.067
19.160,-1.575
19.164,-1.942
19.168,-2.145
19.172,-2.172
19.176,-2.047
19.180,-1.802
19.184,-1.462
19.188,-1.025
19.192,-0.490
19.196,0.072
19.200,0.983
19.204,1.140
19.208,1.167
19.212,1.032
19.216,0.787
19.220,0.460
19.224,0.037
19.228,-0.512
19.232,-1.065
19.236,-1.560
19.240,-1.923
19.244,-2.110
19.248,-2.132
19.252,-1.992
19.256,-1.742
19.260,-1.413
19.264,-0.978
19.268,-0.432
19.272,0.117
19.276,0.610
19.280,1.167
19.284,1.170
19.288,1.028
19.292,0.775
19.296,0.432
19.300,-0.005
19.304,-0.550
19.308,-1.105
19.312,-1.623
19.316,-1.958
19.320,-2.150
19.324,-2.167
19.328,-2.027
19.332,-1.785
19.336,-1.420
19.340,-0.988
19.344,-0.432
19.348,0.133
19.352,0.613
19.356,0.980
19.360,1.192
19.364,1.073
19.368,0.820
19.372,0.468
19.376,0.043
19.380,-0.537
19.384,-1.103
19.388,-1.617
19.392,-1.972
19.396,-2.178
19.400,-2.192
19.404,-2.058
19.408,-1.810
19.412,-1.460
19.416,-1.008
19.420,-0.448
19.424,0.128
19.428,0.620
19.432,0.988
19.436,1.190
19.440,1.058
19.444,0.843
19.448,0.500
19.452,0.055
19.456,-0.507
19.460,-1.067
19.464,-1.575
19.468,-1.942
19.472,-2.143
19.476,-2.172
19.480,-2.033
19.484,-1.792
19.488,-1.450
19.492,-1.010
19.496,-0.458
19.500,0.113
19.504,0.608
