Czas(s),PPG_Surowe(ADC)
6.976,-19647
6.980,-19647
6.984,-19647
6.988,-19647
6.992,-19647
6.996,-19647
7.000,-19618
7.004,-19618
7.008,-19618
7.012,-19618
7.016,-19618
7.020,-19618
7.024,-19618
7.028,-19618
7.032,-19618
7.036,-19618
7.040,-19614
7.044,-19614
7.048,-19614
7.052,-19614
7.056,-19614
7.060,-19614
7.064,-19614
7.068,-19614
7.072,-19611
7.076,-19611
7.080,-19611
7.084,-19611
7.088,-19611
7.092,-19611
7.096,-19611
7.100,-19611
7.104,-19611
7.108,-19611
7.112,-19597
7.116,-19597
7.120,-19597
7.124,-19597
7.128,-19597
7.132,-19597
7.136,-19597
7.140,-19597
7.144,-19597
7.148,-19592
7.152,-19592
7.156,-19592
7.160,-19592
7.164,-19592
7.168,-19592
7.172,-19592
7.176,-19592
7.180,-19592
7.184,-19592
7.188,-19612
7.192,-19612
7.196,-19612
7.200,-19612
7.204,-19612
7.208,-19612
7.212,-19612
7.216,-19612
7.220,-19612
7.224,-19618
7.228,-19618
7.232,-19618
7.236,-19618
7.240,-19618
7.244,-19618
7.248,-19618
7.252,-19618
7.256,-19618
7.260,-19618
7.264,-19620
7.268,-19620
7.272,-19620
7.276,-19620
7.280,-19620
7.284,-19620
7.288,-19620
7.292,-19620
7.296,-19620
7.300,-19612
7.304,-19612
7.308,-19612
7.312,-19612
7.316,-19612
7.320,-19612
7.324,-19612
7.328,-19612
7.332,-19612
7.336,-19612
7.340,-19649
7.344,-19649
7.348,-19649
7.352,-19649
7.356,-19649
7.360,-19649
7.364,-19649
7.368,-19649
7.372,-19649
7.376,-19662
7.380,-19662
7.384,-19662
7.388,-19662
7.392,-19662
7.396,-19662
7.400,-19662
7.404,-19662
7.408,-19662
7.412,-19662
7.416,-19679
7.420,-19679
7.424,-19679
7.428,-19679
7.432,-19679
7.436,-19679
7.440,-19679
7.444,-19679
7.448,-19679
7.452,-19683
7.456,-19683
7.460,-19683
7.464,-19683
7.468,-19683
7.472,-19683
7.476,-19683
7.480,-19683
7.484,-19683
7.488,-19683
7.492,-19686
7.496,-19686
7.500,-19686
7.504,-19686
7.508,-19686
7.512,-19686
7.516,-19686
7.520,-19686
7.524,-19686
7.528,-19686
7.532,-19697
7.536,-19697
7.540,-19697
7.544,-19697
7.548,-19697
7.552,-19697
7.556,-19697
7.560,-19697
7.564,-19697
7.568,-19697
7.572,-19719
7.576,-19719
7.580,-19719
7.584,-19719
7.588,-19719
7.592,-19719
7.596,-19719
7.600,-19719
7.604,-19719
7.608,-19725
7.612,-19725
7.616,-19725
7.620,-19725
7.624,-19725
7.628,-19725
7.632,-19725
7.636,-19725
7.640,-19725
7.644,-19725
7.648,-19712
7.652,-19712
7.656,-19712
7.660,-19712
7.664,-19712
7.668,-19712
7.672,-19712
7.676,-19712
7.680,-19718
7.684,-19718
7.688,-19718
7.692,-19718
7.696,-19718
7.700,-19718
7.704,-19718
7.708,-19718
7.712,-19718
7.716,-19718
7.720,-19677
7.724,-19677
7.728,-19677
7.732,-19677
7.736,-19677
7.740,-19677
7.744,-19677
7.748,-19677
7.752,-19677
7.756,-19677
7.760,-19707
7.764,-19707
7.768,-19707
7.772,-19707
7.776,-19707
7.780,-19707
7.784,-19707
7.788,-19707
7.792,-19707
7.796,-19702
7.800,-19702
7.804,-19702
7.808,-19702
7.812,-19702
7.816,-19702
7.820,-19702
7.824,-19702
7.828,-19702
7.832,-19702
7.836,-19682
7.840,-19682
7.844,-19682
7.848,-19682
7.852,-19682
7.856,-19682
7.860,-19682
7.864,-19682
7.868,-19682
7.872,-19686
7.876,-19686
7.880,-19686
7.884,-19686
7.888,-19686
7.892,-19686
7.896,-19686
7.900,-19686
7.904,-19686
7.908,-19686
7.912,-19698
7.916,-19698
7.920,-19698
7.924,-19698
7.928,-19698
7.932,-19698
7.936,-19698
7.940,-19698
7.944,-19698
7.948,-19669
7.952,-19669
7.956,-19669
7.960,-19669
7.964,-19669
7.968,-19669
7.972,-19669
7.976,-19669
7.980,-19669
7.984,-19669
7.988,-19664
7.992,-19664
7.996,-19664
8.000,-19664
8.004,-19664
8.008,-19664
8.012,-19664
8.016,-19664
8.020,-19664
8.024,-19651
8.028,-19651
8.032,-19651
8.036,-19651
8.040,-19651
8.044,-19651
8.048,-19651
8.052,-19651
8.056,-19651
8.060,-19651
8.064,-19675
8.068,-19675
8.072,-19675
8.076,-19675
8.080,-19675
8.084,-19675
8.088,-19675
8.092,-19675
8.096,-19675
8.100,-19609
8.104,-19609
8.108,-19609
8.112,-19609
8.116,-19609
8.120,-19609
8.124,-19609
8.128,-19609
8.132,-19609
8.136,-19609
8.140,-19603
8.144,-19603
8.148,-19603
8.152,-19603
8.156,-19603
8.160,-19603
8.164,-19603
8.168,-19603
8.172,-19603
8.176,-19590
8.180,-19590
8.184,-19590
8.188,-19590
8.192,-19590
8.196,-19590
8.200,-19590
8.204,-19590
8.208,-19590
8.212,-19590
8.216,-19607
8.220,-19607
8.224,-19607
8.228,-19607
8.232,-19607
8.236,-19607
8.240,-19607
8.244,-19607
8.248,-19607
8.252,-19590
8.256,-19590
8.260,-19590
8.264,-19590
8.268,-19590
8.272,-19590
8.276,-19590
8.280,-19590
8.284,-19590
8.288,-19590
8.292,-19605
8.296,-19605
8.300,-19605
8.304,-19605
8.308,-19605
8.312,-19605
8.316,-19605
8.320,-19605
8.324,-19605
8.328,-19590
8.332,-19590
8.336,-19590
8.340,-19590
8.344,-19590
8.348,-19590
8.352,-19590
8.356,-19590
8.360,-19590
8.364,-19590
8.368,-19596
8.372,-19596
8.376,-19596
8.380,-19596
8.384,-19596
8.388,-19596
8.392,-19596
8.396,-19596
8.400,-19596
8.404,-19565
8.408,-19565
8.412,-19565
8.416,-19565
8.420,-19565
8.424,-19565
8.428,-19565
8.432,-19565
8.436,-19565
8.440,-19565
8.444,-19537
8.448,-19537
8.452,-19537
8.456,-19537
8.460,-19537
8.464,-19537
8.468,-19537
8.472,-19537
8.476,-19537
8.480,-19536
8.484,-19536
8.488,-19536
8.492,-19536
8.496,-19536
8.500,-19536
8.504,-19536
8.508,-19536
8.512,-19536
8.516,-19536
8.520,-19543
8.524,-19543
8.528,-19543
8.532,-19543
8.536,-19543
8.540,-19543
8.544,-19543
8.548,-19543
8.552,-19543
8.556,-19543
8.560,-19547
8.564,-19547
8.568,-19547
8.572,-19547
8.576,-19547
8.580,-19547
8.584,-19547
8.588,-19547
8.592,-19550
8.596,-19550
8.600,-19550
8.604,-19550
8.608,-19550
8.612,-19550
8.616,-19550
8.620,-19550
8.624,-19550
8.628,-19550
8.632,-19551
8.636,-19551
8.640,-19551
8.644,-19551
8.648,-19551
8.652,-19551
8.656,-19551
8.660,-19551
8.664,-19551
8.668,-19552
8.672,-19552
8.676,-19552
8.680,-19552
8.684,-19552
8.688,-19552
8.692,-19552
8.696,-19552
8.700,-19552
8.704,-19552
8.708,-19559
8.712,-19559
8.716,-19559
8.720,-19559
8.724,-19559
8.728,-19559
8.732,-19559
8.736,-19559
8.740,-19559
8.744,-19525
8.748,-19525
8.752,-19525
8.756,-19525
8.760,-19525
8.764,-19525
8.768,-19525
8.772,-19525
8.776,-19525
8.780,-19525
8.784,-19522
8.788,-19522
8.792,-19522
8.796,-19522
8.800,-19522
8.804,-19522
8.808,-19522
8.812,-19522
8.816,-19522
8.820,-19488
8.824,-19488
8.828,-19488
8.832,-19488
8.836,-19488
8.840,-19488
8.844,-19488
8.848,-19488
8.852,-19488
8.856,-19488
8.860,-19492
8.864,-19492
8.868,-19492
8.872,-19492
8.876,-19492
8.880,-19492
8.884,-19492
8.888,-19492
8.892,-19492
8.896,-19453
8.900,-19453
8.904,-19453
8.908,-19453
8.912,-19453
8.916,-19453
8.920,-19453
8.924,-19453
8.928,-19453
8.932,-19453
8.936,-19455
8.940,-19455
8.944,-19455
8.948,-19455
8.952,-19455
8.956,-19455
8.960,-19455
8.964,-19455
8.968,-19455
8.972,-19440
8.976,-19440
8.980,-19440
8.984,-19440
8.988,-19440
8.992,-19440
8.996,-19440
9.000,-19440
9.004,-19440
9.008,-19440
9.012,-19429
9.016,-19429
9.020,-19429
9.024,-19429
9.028,-19429
9.032,-19429
9.036,-19429
9.040,-19429
9.044,-19429
9.048,-19469
9.052,-19469
9.056,-19469
9.060,-19469
9.064,-19469
9.068,-19469
9.072,-19469
9.076,-19469
9.080,-19469
9.084,-19469
9.088,-19488
9.092,-19488
9.096,-19488
9.100,-19488
9.104,-19488
9.108,-19488
9.112,-19488
9.116,-19488
9.120,-19488
9.124,-19512
9.128,-19512
9.132,-19512
9.136,-19512
9.140,-19512
9.144,-19512
9.148,-19512
9.152,-19512
9.156,-19512
9.160,-19512
9.164,-19527
9.168,-19527
9.172,-19527
9.176,-19527
9.180,-19527
9.184,-19527
9.188,-19527
9.192,-19527
9.196,-19527
9.200,-19522
9.204,-19522
9.208,-19522
9.212,-19522
9.216,-19522
9.220,-19522
9.224,-19522
9.228,-19522
9.232,-19522
9.236,-19522
9.240,-19556
9.244,-19556
9.248,-19556
9.252,-19556
9.256,-19556
9.260,-19556
9.264,-19556
9.268,-19556
9.272,-19556
9.276,-19556
9.280,-19589
9.284,-19589
9.288,-19589
9.292,-19589
9.296,-19589
9.300,-19589
9.304,-19589
9.308,-19589
9.312,-19589
9.316,-19627
9.320,-19627
9.324,-19627
9.328,-19627
9.332,-19627
9.336,-19627
9.340,-19627
9.344,-19627
9.348,-19627
9.352,-19627
9.356,-19706
9.360,-19706
9.364,-19706
9.368,-19706
9.372,-19706
9.376,-19706
9.380,-19706
9.384,-19706
9.388,-19706
9.392,-19802
9.396,-19802
9.400,-19802
9.404,-19802
9.408,-19802
9.412,-19802
9.416,-19802
9.420,-19802
9.424,-19802
9.428,-19802
9.432,-19902
9.436,-19902
9.440,-19902
9.444,-19902
9.448,-19902
9.452,-19902
9.456,-19902
9.460,-19902
9.464,-19902
9.468,-19984
9.472,-19984
9.476,-19984
9.480,-19984
9.484,-19984
9.488,-19984
9.492,-19984
9.496,-19984
9.500,-19984
9.504,-19984
9.508,-20044
9.512,-20044
9.516,-20044
9.520,-20044
9.524,-20044
9.528,-20044
9.532,-20044
9.536,-20044
9.540,-20044
9.544,-20097
9.548,-20097
9.552,-20097
9.556,-20097
9.560,-20097
9.564,-20097
9.568,-20097
9.572,-20097
9.576,-20097
9.580,-20097
9.584,-20097
9.588,-20173
9.592,-20173
9.596,-20173
9.600,-20173
9.604,-20173
9.608,-20173
9.612,-20173
9.616,-20173
9.620,-20173
9.624,-20188
9.628,-20188
9.632,-20188
9.636,-20188
9.640,-20188
9.644,-20188
9.648,-20188
9.652,-20188
9.656,-20188
9.660,-20188
9.664,-20204
9.668,-20204
9.672,-20204
9.676,-20204
9.680,-20204
9.684,-20204
9.688,-20204
9.692,-20204
9.696,-20204
9.700,-20234
9.704,-20234
9.708,-20234
9.712,-20234
9.716,-20234
9.720,-20234
9.724,-20234
9.728,-20234
9.732,-20234
9.736,-20234
9.740,-20282
9.744,-20282
9.748,-20282
9.752,-20282
9.756,-20282
9.760,-20282
9.764,-20282
9.768,-20282
9.772,-20282
9.776,-20324
9.780,-20324
9.784,-20324
9.788,-20324
9.792,-20324
9.796,-20324
9.800,-20324
9.804,-20324
9.808,-20324
9.812,-20324
9.816,-20393
9.820,-20393
9.824,-20393
9.828,-20393
9.832,-20393
9.836,-20393
9.840,-20393
9.844,-20393
9.848,-20393
9.852,-20456
9.856,-20456
9.860,-20456
9.864,-20456
9.868,-20456
9.872,-20456
9.876,-20456
9.880,-20456
9.884,-20456
9.888,-20456
9.892,-20565
9.896,-20565
9.900,-20565
9.904,-20565
9.908,-20565
9.912,-20565
9.916,-20565
9.920,-20565
9.924,-20565
9.928,-20699
9.932,-20699
9.936,-20699
9.940,-20699
9.944,-20699
9.948,-20699
9.952,-20699
9.956,-20699
9.960,-20699
9.964,-20699
9.968,-20786
9.972,-20786
9.976,-20786
9.980,-20786
9.984,-20786
9.988,-20786
9.992,-20786
9.996,-20786
10.000,-20786
10.004,-20882
10.008,-20882
10.012,-20882
10.016,-20882
10.020,-20882
10.024,-20882
10.028,-20882
10.032,-20882
10.036,-20882
10.040,-20882
10.044,-20972
10.048,-20972
10.052,-20972
10.056,-20972
10.060,-20972
10.064,-20972
10.068,-20972
10.072,-20972
10.076,-20972
10.080,-21094
10.084,-21094
10.088,-21094
10.092,-21094
10.096,-21094
10.100,-21094
10.104,-21094
10.108,-21094
10.112,-21094
10.116,-21094
10.120,-21137
10.124,-21137
10.128,-21137
10.132,-21137
10.136,-21137
10.140,-21137
10.144,-21137
10.148,-21137
10.152,-21137
10.156,-21137
10.160,-21193
10.164,-21193
10.168,-21193
10.172,-21193
10.176,-21193
10.180,-21193
10.184,-21193
10.188,-21193
10.192,-21193
10.196,-21237
10.200,-21237
10.204,-21237
10.208,-21237
10.212,-21237
10.216,-21237
10.220,-21237
10.224,-21237
10.228,-21237
10.232,-21237
10.236,-21267
10.240,-21267
10.244,-21267
10.248,-21267
10.252,-21267
10.256,-21267
10.260,-21267
10.264,-21267
10.268,-21267
10.272,-21274
10.276,-21274
10.280,-21274
10.284,-21274
10.288,-21274
10.292,-21274
10.296,-21274
10.300,-21274
10.304,-21274
10.308,-21274
10.312,-21306
10.316,-21306
10.320,-21306
10.324,-21306
10.328,-21306
10.332,-21306
10.336,-21306
10.340,-21306
10.344,-21306
10.348,-21266
10.352,-21266
10.356,-21266
10.360,-21266
10.364,-21266
10.368,-21266
10.372,-21266
10.376,-21266
10.380,-21266
10.384,-21266
10.388,-21282
10.392,-21282
10.396,-21282
10.400,-21282
10.404,-21282
10.408,-21282
10.412,-21282
10.416,-21282
10.420,-21282
10.424,-21329
10.428,-21329
10.432,-21329
10.436,-21329
10.440,-21329
10.444,-21329
10.448,-21329
10.452,-21329
10.456,-21329
10.460,-21329
10.464,-21364
10.468,-21364
10.472,-21364
10.476,-21364
10.480,-21364
10.484,-21364
10.488,-21364
10.492,-21364
10.496,-21364
10.500,-21403
10.504,-21403
10.508,-21403
10.512,-21403
10.516,-21403
10.520,-21403
10.524,-21403
10.528,-21403
10.532,-21403
10.536,-21403
10.540,-21435
10.544,-21435
10.548,-21435
10.552,-21435
10.556,-21435
10.560,-21435
10.564,-21435
10.568,-21435
10.572,-21435
10.576,-21457
10.580,-21457
10.584,-21457
10.588,-21457
10.592,-21457
10.596,-21457
10.600,-21457
10.604,-21457
10.608,-21457
10.612,-21457
10.616,-21503
10.620,-21503
10.624,-21503
10.628,-21503
10.632,-21503
10.636,-21503
10.640,-21503
10.644,-21503
10.648,-21503
10.652,-21503
10.656,-21555
10.660,-21555
10.664,-21555
10.668,-21555
10.672,-21555
10.676,-21555
10.680,-21555
10.684,-21555
10.688,-21555
10.692,-21555
10.696,-21584
10.700,-21584
10.704,-21584
10.708,-21584
10.712,-21584
10.716,-21584
10.720,-21584
10.724,-21584
10.728,-21584
10.732,-21577
10.736,-21577
10.740,-21577
10.744,-21577
10.748,-21577
10.752,-21577
10.756,-21577
10.760,-21577
10.764,-21577
10.768,-21577
10.772,-21567
10.776,-21567
10.780,-21567
10.784,-21567
10.788,-21567
10.792,-21567
10.796,-21567
10.800,-21567
10.804,-21567
10.808,-21577
10.812,-21577
10.816,-21577
10.820,-21577
10.824,-21577
10.828,-21577
10.832,-21577
10.836,-21577
10.840,-21577
10.844,-21577
10.848,-21548
10.852,-21548
10.856,-21548
10.860,-21548
10.864,-21548
10.868,-21548
10.872,-21548
10.876,-21548
10.880,-21548
10.884,-21560
10.888,-21560
10.892,-21560
10.896,-21560
10.900,-21560
10.904,-21560
10.908,-21560
10.912,-21560
10.916,-21560
10.920,-21560
10.924,-21544
10.928,-21544
10.932,-21544
10.936,-21544
10.940,-21544
10.944,-21544
10.948,-21544
10.952,-21544
10.956,-21544
10.960,-21554
10.964,-21554
10.968,-21554
10.972,-21554
10.976,-21554
10.980,-21554
10.984,-21554
10.988,-21554
10.992,-21554
10.996,-21554
11.000,-21538
11.004,-21538
11.008,-21538
11.012,-21538
11.016,-21538
11.020,-21538
11.024,-21538
11.028,-21538
11.032,-21538
11.036,-21538
11.040,-21552
11.044,-21552
11.048,-21552
11.052,-21552
11.056,-21552
11.060,-21552
11.064,-21552
11.068,-21552
11.072,-21552
11.076,-21565
11.080,-21565
11.084,-21565
11.088,-21565
11.092,-21565
11.096,-21565
11.100,-21565
11.104,-21565
11.108,-21565
11.112,-21565
11.116,-21523
11.120,-21523
11.124,-21523
11.128,-21523
11.132,-21523
11.136,-21523
11.140,-21523
11.144,-21523
11.148,-21523
11.152,-21508
11.156,-21508
11.160,-21508
11.164,-21508
11.168,-21508
11.172,-21508
11.176,-21508
11.180,-21508
11.184,-21508
11.188,-21508
11.192,-21499
11.196,-21499
11.200,-21499
11.204,-21499
11.208,-21499
11.212,-21499
11.216,-21499
11.220,-21499
11.224,-21499
11.228,-21496
11.232,-21496
11.236,-21496
11.240,-21496
11.244,-21496
11.248,-21496
11.252,-21496
11.256,-21496
11.260,-21496
11.264,-21496
11.268,-21468
11.272,-21468
11.276,-21468
11.280,-21468
11.284,-21468
11.288,-21468
11.292,-21468
11.296,-21468
11.300,-21468
11.304,-21480
11.308,-21480
11.312,-21480
11.316,-21480
11.320,-21480
11.324,-21480
11.328,-21480
11.332,-21480
11.336,-21480
11.340,-21439
11.344,-21439
11.348,-21439
11.352,-21439
11.356,-21439
11.360,-21439
11.364,-21439
11.368,-21439
11.372,-21439
11.376,-21421
11.380,-21421
11.384,-21421
11.388,-21421
11.392,-21421
11.396,-21421
11.400,-21421
11.404,-21421
11.408,-21421
11.412,-21421
11.416,-21413
11.420,-21413
11.424,-21413
11.428,-21413
11.432,-21413
11.436,-21413
11.440,-21413
11.444,-21413
11.448,-21413
11.452,-21428
11.456,-21428
11.460,-21428
11.464,-21428
11.468,-21428
11.472,-21428
11.476,-21428
11.480,-21428
11.484,-21428
11.488,-21428
11.492,-21458
11.496,-21458
11.500,-21458
11.504,-21458
11.508,-21458
11.512,-21458
11.516,-21458
11.520,-21458
11.524,-21458
11.528,-21534
11.532,-21534
11.536,-21534
11.540,-21534
11.544,-21534
11.548,-21534
11.552,-21534
11.556,-21534
11.560,-21534
11.564,-21534
11.568,-21527
11.572,-21527
11.576,-21527
11.580,-21527
11.584,-21527
11.588,-21527
11.592,-21527
11.596,-21527
11.600,-21527
11.604,-21513
11.608,-21513
11.612,-21513
11.616,-21513
11.620,-21513
11.624,-21513
11.628,-21513
11.632,-21513
11.636,-21513
11.640,-21513
11.644,-21537
11.648,-21537
11.652,-21537
11.656,-21537
11.660,-21537
11.664,-21537
11.668,-21537
11.672,-21537
11.676,-21537
11.680,-21537
11.684,-21537
11.688,-21537
11.692,-21537
11.696,-21537
11.700,-21537
11.704,-21537
11.708,-21537
11.712,-21537
11.716,-21537
11.720,-21537
11.724,-21555
11.728,-21555
11.732,-21555
11.736,-21555
11.740,-21555
11.744,-21555
11.748,-21555
11.752,-21555
11.756,-21555
11.760,-21546
11.764,-21546
11.768,-21546
11.772,-21546
11.776,-21546
11.780,-21546
11.784,-21546
11.788,-21546
11.792,-21546
11.796,-21546
11.800,-21557
11.804,-21557
11.808,-21557
11.812,-21557
11.816,-21557
11.820,-21557
11.824,-21557
11.828,-21557
11.832,-21557
11.836,-21557
11.840,-21542
11.844,-21542
11.848,-21542
11.852,-21542
11.856,-21542
11.860,-21542
11.864,-21542
11.868,-21542
11.872,-21542
11.876,-21548
11.880,-21548
11.884,-21548
11.888,-21548
11.892,-21548
11.896,-21548
11.900,-21548
11.904,-21548
11.908,-21548
11.912,-21548
11.916,-21524
11.920,-21524
11.924,-21524
11.928,-21524
11.932,-21524
11.936,-21524
11.940,-21524
11.944,-21524
11.948,-21524
11.952,-21536
11.956,-21536
11.960,-21536
11.964,-21536
11.968,-21536
11.972,-21536
11.976,-21536
11.980,-21536
11.984,-21536
11.988,-21536
11.992,-21520
11.996,-21520
12.000,-21520
12.004,-21520
12.008,-21520
12.012,-21520
12.016,-21520
12.020,-21520
12.024,-21520
12.028,-21539
12.032,-21539
12.036,-21539
12.040,-21539
12.044,-21539
12.048,-21539
12.052,-21539
12.056,-21539
12.060,-21539
12.064,-21539
12.068,-21549
12.072,-21549
12.076,-21549
12.080,-21549
12.084,-21549
12.088,-21549
12.092,-21549
12.096,-21549
12.100,-21549
12.104,-21594
12.108,-21594
12.112,-21594
12.116,-21594
12.120,-21594
12.124,-21594
12.128,-21594
12.132,-21594
12.136,-21594
12.140,-21594
12.144,-21586
12.148,-21586
12.152,-21586
12.156,-21586
12.160,-21586
12.164,-21586
12.168,-21586
12.172,-21586
12.176,-21586
12.180,-21616
12.184,-21616
12.188,-21616
12.192,-21616
12.196,-21616
12.200,-21616
12.204,-21616
12.208,-21616
12.212,-21616
12.216,-21616
12.220,-21620
12.224,-21620
12.228,-21620
12.232,-21620
12.236,-21620
12.240,-21620
12.244,-21620
12.248,-21620
12.252,-21620
12.256,-21603
12.260,-21603
12.264,-21603
12.268,-21603
12.272,-21603
12.276,-21603
12.280,-21603
12.284,-21603
12.288,-21603
12.292,-21603
12.296,-21613
12.300,-21613
12.304,-21613
12.308,-21613
12.312,-21613
12.316,-21613
12.320,-21613
12.324,-21613
12.328,-21613
12.332,-21571
12.336,-21571
12.340,-21571
12.344,-21571
12.348,-21571
12.352,-21571
12.356,-21571
12.360,-21571
12.364,-21571
12.368,-21571
12.372,-21578
12.376,-21578
12.380,-21578
12.384,-21578
12.388,-21578
12.392,-21578
12.396,-21578
12.400,-21578
12.404,-21578
12.408,-21624
12.412,-21624
12.416,-21624
12.420,-21624
12.424,-21624
12.428,-21624
12.432,-21624
12.436,-21624
12.440,-21624
12.444,-21624
12.448,-21637
12.452,-21637
12.456,-21637
12.460,-21637
12.464,-21637
12.468,-21637
12.472,-21637
12.476,-21637
12.480,-21637
12.484,-21747
12.488,-21747
12.492,-21747
12.496,-21747
12.500,-21747
12.504,-21747
12.508,-21747
12.512,-21747
12.516,-21747
12.520,-21747
12.524,-21849
12.528,-21849
12.532,-21849
12.536,-21849
12.540,-21849
12.544,-21849
12.548,-21849
12.552,-21849
12.556,-21849
12.560,-22049
12.564,-22049
12.568,-22049
12.572,-22049
12.576,-22049
12.580,-22049
12.584,-22049
12.588,-22049
12.592,-22049
12.596,-22049
12.600,-22233
12.604,-22233
12.608,-22233
12.612,-22233
12.616,-22233
12.620,-22233
12.624,-22233
12.628,-22233
12.632,-22233
12.636,-22233
12.640,-22499
12.644,-22499
12.648,-22499
12.652,-22499
12.656,-22499
12.660,-22499
12.664,-22499
12.668,-22499
12.672,-22499
12.676,-22740
12.680,-22740
12.684,-22740
12.688,-22740
12.692,-22740
12.696,-22740
12.700,-22740
12.704,-22740
12.708,-22740
12.712,-22740
12.716,-22740
12.720,-23033
12.724,-23033
12.728,-23033
12.732,-23033
12.736,-23033
12.740,-23033
12.744,-23033
12.748,-23033
12.752,-23258
12.756,-23258
12.760,-23258
12.764,-23258
12.768,-23258
12.772,-23258
12.776,-23258
12.780,-23258
12.784,-23258
12.788,-23258
12.792,-23417
12.796,-23417
12.800,-23417
12.804,-23417
12.808,-23417
12.812,-23417
12.816,-23417
12.820,-23417
12.824,-23417
12.828,-23605
12.832,-23605
12.836,-23605
12.840,-23605
12.844,-23605
12.848,-23605
12.852,-23605
12.856,-23605
12.860,-23605
12.864,-23605
12.868,-23704
12.872,-23704
12.876,-23704
12.880,-23704
12.884,-23704
12.888,-23704
12.892,-23704
12.896,-23704
12.900,-23704
12.904,-23716
12.908,-23716
12.912,-23716
12.916,-23716
12.920,-23716
12.924,-23716
12.928,-23716
12.932,-23716
12.936,-23716
12.940,-23716
12.944,-23728
12.948,-23728
12.952,-23728
12.956,-23728
12.960,-23728
12.964,-23728
12.968,-23728
12.972,-23728
12.976,-23728
12.980,-23794
12.984,-23794
12.988,-23794
12.992,-23794
12.996,-23794
13.000,-23794
13.004,-23794
13.008,-23794
13.012,-23794
13.016,-23794
13.020,-23841
13.024,-23841
13.028,-23841
13.032,-23841
13.036,-23841
13.040,-23841
13.044,-23841
13.048,-23841
13.052,-23841
13.056,-23916
13.060,-23916
13.064,-23916
13.068,-23916
13.072,-23916
13.076,-23916
13.080,-23916
13.084,-23916
13.088,-23916
13.092,-23916
13.096,-24006
13.100,-24006
13.104,-24006
13.108,-24006
13.112,-24006
13.116,-24006
13.120,-24006
13.124,-24006
13.128,-24006
13.132,-24037
13.136,-24037
13.140,-24037
13.144,-24037
13.148,-24037
13.152,-24037
13.156,-24037
13.160,-24037
13.164,-24037
13.168,-24037
13.172,-24023
13.176,-24023
13.180,-24023
13.184,-24023
13.188,-24023
13.192,-24023
13.196,-24023
13.200,-24023
13.204,-24023
13.208,-23966
13.212,-23966
13.216,-23966
13.220,-23966
13.224,-23966
13.228,-23966
13.232,-23966
13.236,-23966
13.240,-23966
13.244,-23966
13.248,-23930
13.252,-23930
13.256,-23930
13.260,-23930
13.264,-23930
13.268,-23930
13.272,-23930
13.276,-23930
13.280,-23930
13.284,-23888
13.288,-23888
13.292,-23888
13.296,-23888
13.300,-23888
13.304,-23888
13.308,-23888
13.312,-23888
13.316,-23888
13.320,-23888
13.324,-23903
13.328,-23903
13.332,-23903
13.336,-23903
13.340,-23903
13.344,-23903
13.348,-23903
13.352,-23903
13.356,-23903
13.360,-23882
13.364,-23882
13.368,-23882
13.372,-23882
13.376,-23882
13.380,-23882
13.384,-23882
13.388,-23882
13.392,-23882
13.396,-23882
13.400,-23910
13.404,-23910
13.408,-23910
13.412,-23910
13.416,-23910
13.420,-23910
13.424,-23910
13.428,-23910
13.432,-23910
13.436,-23910
13.440,-23934
13.444,-23934
13.448,-23934
13.452,-23934
13.456,-23934
13.460,-23934
13.464,-23934
13.468,-23934
13.472,-23934
13.476,-24008
13.480,-24008
13.484,-24008
13.488,-24008
13.492,-24008
13.496,-24008
13.500,-24008
13.504,-24008
13.508,-24008
13.512,-24008
13.516,-24007
13.520,-24007
13.524,-24007
13.528,-24007
13.532,-24007
13.536,-24007
13.540,-24007
13.544,-24007
13.548,-24007
13.552,-23994
13.556,-23994
13.560,-23994
13.564,-23994
13.568,-23994
13.572,-23994
13.576,-23994
13.580,-23994
13.584,-23994
13.588,-23994
13.592,-24011
13.596,-24011
13.600,-24011
13.604,-24011
13.608,-24011
13.612,-24011
13.616,-24011
13.620,-24011
13.624,-24011
13.628,-24054
13.632,-24054
13.636,-24054
13.640,-24054
13.644,-24054
13.648,-24054
13.652,-24054
13.656,-24054
13.660,-24054
13.664,-24054
13.668,-24076
13.672,-24076
13.676,-24076
13.680,-24076
13.684,-24076
13.688,-24076
13.692,-24076
13.696,-24076
13.700,-24076
13.704,-24094
13.708,-24094
13.712,-24094
13.716,-24094
13.720,-24094
13.724,-24094
13.728,-24094
13.732,-24094
13.736,-24094
13.740,-24094
13.744,-24082
13.748,-24082
13.752,-24082
13.756,-24082
13.760,-24082
13.764,-24082
13.768,-24082
13.772,-24082
13.776,-24082
13.780,-24082
13.784,-24070
13.788,-24070
13.792,-24070
13.796,-24070
13.800,-24070
13.804,-24070
13.808,-24070
13.812,-24070
13.816,-24070
13.820,-24070
13.824,-24063
13.828,-24063
13.832,-24063
13.836,-24063
13.840,-24063
13.844,-24063
13.848,-24063
13.852,-24063
13.856,-24063
13.860,-24117
13.864,-24117
13.868,-24117
13.872,-24117
13.876,-24117
13.880,-24117
13.884,-24117
13.888,-24117
13.892,-24117
13.896,-24117
13.900,-24184
13.904,-24184
13.908,-24184
13.912,-24184
13.916,-24184
13.920,-24184
13.924,-24184
13.928,-24184
13.932,-24184
13.936,-24314
13.940,-24314
13.944,-24314
13.948,-24314
13.952,-24314
13.956,-24314
13.960,-24314
